id	roleID	roletype	cardID	skinId	targetNum	given	displayOrder	time	voicecode	ladyVoicecode	type	priority	showInBook	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	ladyDesk	ladyDesk_zh_TW	ladyDesk_en_UK	ladyDesk_ja_JP	ladyDesk_ko_KR	ladyDesk_th_TH
1240	113	3	113008		0			0	vo_get_card_113008	vo_get_card_113008	14	2	1	1	获得武装	獲得武裝	Obtain Combatant	武装獲得	뽑기로 전투원 획득	ได้รับตัวละคร	哼哼，看我一笔定乾坤！	哼哼，看我一筆定乾坤！	Hmph, watch me settle battles with one stroke!	ふふーん！一筆で乾坤を決める！	흥, 한 획에 모든 걸 끝내겠어!	ฮิ​ฮิ​ ดู​ฉัน​เขียน​อักษร​เดียว​จบ​เลย​!​	哼哼，看我一笔定乾坤！	哼哼，看我一筆定乾坤！	Hmph, watch me settle battles with one stroke!	ふふーん！一筆で乾坤を決める！	흥, 한 획에 모든 걸 끝내겠어!	ฮิ​ฮิ​ ดู​ฉัน​เขียน​อักษร​เดียว​จบ​เลย​!​
1241	113	3	113008		0			0	vo_touch_card_113008	vo_touch_card_113008	15	2	1	1	养成触摸	養成觸摸	Interaction	養成タッチ	터치 리액션	สัมผัสการพัฒนา	胸有点墨，落笔惊风雨。	胸有點墨，落筆驚風雨。	With ink in my heart, my strokes stir the storm.	書は手じゃなくて、心で書くんだよ。	지식인의 붓은 칼보다 강하지.	ลงพู่กันสะเทือนฟ้าดิน	胸有点墨，落笔惊风雨。	胸有點墨，落筆驚風雨。	With ink in my heart, my strokes stir the storm.	書は手じゃなくて、心で書くんだよ。	지식인의 붓은 칼보다 강하지.	ลงพู่กันสะเทือนฟ้าดิน
1242	113	3	113008		0			0	vo_levelup_113008	vo_levelup_113008	3	2	1	1	升级成功	升級成功	Upgrade Successful	レベルアップ	레벨 업	อัปเกรดสำเร็จ	笔酣墨饱，畅快！	筆酣墨飽，暢快！	My brush's full of ink. What a thrill!	今日もいっぱい書けた！スッキリ！	먹물이 충분하니, 필획이 시원시원한데!	พู่กันชุ่มหมึก สะใจจัง!	笔酣墨饱，畅快！	筆酣墨飽，暢快！	My brush's full of ink. What a thrill!	今日もいっぱい書けた！スッキリ！	먹물이 충분하니, 필획이 시원시원한데!	พู่กันชุ่มหมึก สะใจจัง!
1243	113	3	113008		0			0	vo_starup_113008	vo_starup_113008	4	2	1	1	升星成功	升星成功	Star-up Successful	スターアップ	승급	เพิ่มดาวสำเร็จ	哇，笔力更劲了哟！	哇，筆力更勁了喲！	Wow, my brush's power has increased!	わあ、筆力が更に増した気がする！	와, 필력이 강해졌어!	ว้าว​ พลัง​พู่กัน​แรง​ขึ้น​อีกแล้ว​นะ​!​	哇，笔力更劲了哟！	哇，筆力更勁了喲！	Wow, my brush's power has increased!	わあ、筆力が更に増した気がする！	와, 필력이 강해졌어!	ว้าว​ พลัง​พู่กัน​แรง​ขึ้น​อีกแล้ว​นะ​!​
1244	113	3	113008		0			0	vo_battle_start_113008	vo_battle_start_113008	8	2	1	1	战斗开始	戰鬥開始	Battle Start	戦闘開始	전투 개시	เริ่มการต่อสู้	喂！可别小瞧了我的笔杆子！	喂！可別小瞧了我的筆桿子！	Hey! Don't you dare underestimate my ink brush!	ちょっと！私の筆を甘く見ない方がいいよ！	이봐! 내 붓대를 얕보지 말라구!	เฮ้​!​ อย่า​ดูถูก​ด้าม​พู่กัน​ของ​ฉัน​นะ​!​	喂！可别小瞧了我的笔杆子！	喂！可別小瞧了我的筆桿子！	Hey! Don't you dare underestimate my ink brush!	ちょっと！私の筆を甘く見ない方がいいよ！	이봐! 내 붓대를 얕보지 말라구!	เฮ้​!​ อย่า​ดูถูก​ด้าม​พู่กัน​ของ​ฉัน​นะ​!​
1245	113	3	113008		0			0	vo_battle_win_113008	vo_battle_win_113008	9	2	1	1	战斗胜利	戰鬥勝利	Battle Victory	勝利	전투 승리	ชนะการต่อสู้	啊~这就赢了？还没写过瘾呢！	啊~這就贏了？還沒寫過癮呢！	Huh? We've already emerged victorious? I was just getting started!	えー？もう勝ったの？もっと書きたいよー！	아~ 이겨버렸네? 더 쓰고 싶은데!	อ้าว​~​ ชนะ​แล้ว​เหรอ​?​ ยัง​เขียน​ไม่​จุใจ​เลย​!​	啊~这就赢了？还没写过瘾呢！	啊~這就贏了？還沒寫過癮呢！	Huh? We've already emerged victorious? I was just getting started!	えー？もう勝ったの？もっと書きたいよー！	아~ 이겨버렸네? 더 쓰고 싶은데!	อ้าว​~​ ชนะ​แล้ว​เหรอ​?​ ยัง​เขียน​ไม่​จุใจ​เลย​!​
1246	113	3	113008		0			0	vo_cuting_113008	vo_cuting_113008	17	2	1	1	大招释放	大招釋放	Release Ultimate	スキル発動	궁극기 시전	ใช้งานอัลติเมท	执笔如剑，起！	執筆如劍，起！	My ink brush is like a sword! Rise!	筆を剣に……てやっ！	집필여검, 기!	จับพู่กันประดุจดาบ ฮ้า!	执笔如剑，起！	執筆如劍，起！	My ink brush is like a sword! Rise!	筆を剣に……てやっ！	집필여검, 기!	จับพู่กันประดุจดาบ ฮ้า!
1247	113	3	113008		0			0	vo_death_113008	vo_death_113008	11	2	1	1	角色死亡	角色死亡	Character Death	死亡	사망	ตัวละครเสียชีวิต	笔断了，墨也干了……	筆斷了，墨也幹了……	My brush snapped, and the ink was dry...	筆が折れて、墨も乾いちゃった……	붓대가 부러졌어. 먹물은 말라 버렸고...	พู่กัน​หัก​และ​หมึก​ก็​แห้ง​ซะ​แล้ว​...​	笔断了，墨也干了……	筆斷了，墨也幹了……	My brush snapped, and the ink was dry...	筆が折れて、墨も乾いちゃった……	붓대가 부러졌어. 먹물은 말라 버렸고...	พู่กัน​หัก​และ​หมึก​ก็​แห้ง​ซะ​แล้ว​...​
1248	113	3	113008		0			0	vo_battle_fail_113008	vo_battle_fail_113008	10	2	1	1	战斗失败	戰鬥失敗	Battle Failed	作戦失敗	전투 패배	พ่ายแพ้การต่อสู้	无妨，笔尖有点分叉了而已，顺顺毛再战就是啦！	無妨，筆尖有點分叉了而已，順順毛再戰就是啦！	It's okay. My brush tip's just a bit frayed. I'll smooth it out and fight again!	毛先がちょっと割れたけど、大丈夫。すぐに直して出直そう！	붓끝이 조금 갈라졌을 뿐이야. 가지런히 모아서 다시 싸우면 돼!	ไม่เป็นไร​ แค่​ปลาย​พู่กัน​แยก​นิดหน่อย​ จัด​ให้​เรียบร้อย​แล้วไป​สู้​ต่อ​!​	无妨，笔尖有点分叉了而已，顺顺毛再战就是啦！	無妨，筆尖有點分叉了而已，順順毛再戰就是啦！	It's okay. My brush tip's just a bit frayed. I'll smooth it out and fight again!	毛先がちょっと割れたけど、大丈夫。すぐに直して出直そう！	붓끝이 조금 갈라졌을 뿐이야. 가지런히 모아서 다시 싸우면 돼!	ไม่เป็นไร​ แค่​ปลาย​พู่กัน​แยก​นิดหน่อย​ จัด​ให้​เรียบร้อย​แล้วไป​สู้​ต่อ​!​
1249	113	3	113008		0			0	vo_skill3_113008	vo_skill3_113008	20	2	0	1	大招语音	大招語音	Ultimate Voices	スキル時	궁극기 음성	เสียงอัลติเมท	执笔如剑墨舞乾坤！	執筆如劍墨舞乾坤！	Behold the Calligraphy of the Cosmos!	筆を剣に…墨よ、舞い踊れ！	집필여검 묵무건곤!	จับ​พู่กัน​ประดุจ​ดาบ​ หมึก​สะเทือน​ฟ้า​ดิน​!​	执笔如剑墨舞乾坤！	執筆如劍墨舞乾坤！	Behold the Calligraphy of the Cosmos!	筆を剣に…墨よ、舞い踊れ！	집필여검 묵무건곤!	จับ​พู่กัน​ประดุจ​ดาบ​ หมึก​สะเทือน​ฟ้า​ดิน​!​
1250	113	3	113008		0			0	vo_skill1_113008	vo_skill1_113008	21	2	0	1	A技能语音	A技能語音	A Skill Voices	Aスキル	스킬A 음성	เสียงพากย์สกิล A	破——！	破——！	BREAK!	いけっ！	파...!	ทำลาย—!	破——！	破——！	BREAK!	いけっ！	파...!	ทำลาย—!
1251	113	3	113008		0			0	vo_skill2_113008	vo_skill2_113008	22	2	0	1	B技能语音	B技能語音	B Skill Voices	Bスキル	스킬B 음성	เสียงพากย์สกิล B	起——！	起——！	RISE!	ハッ！	기...!	ย๊าก—!	起——！	起——！	RISE!	ハッ！	기...!	ย๊าก—!
1252	113	3	113008		0			0	vo_idle_113008	vo_idle_113008	23	2	0	1	待机语音	待機語音	Idle Voices	待機	대기 음성	เสียงท่ารอคำสั่ง	调查官，我的笔蘸好墨啦~开始吧！	調查官，我的筆蘸好墨啦~開始吧！	Inspector, my brush is inked! Let's get started!	調査官、筆に墨をたっぷりつけたよー始めよう！	조사관, 내 붓은 준비됐어~ 얼른 시작하자!	ผู้ตรวจการ​ ฉัน​จุ่ม​หมึก​พู่กัน​พร้อม​แล้ว​~​ เริ่ม​กัน​เลย​!​	调查官，我的笔蘸好墨啦~开始吧！	調查官，我的筆蘸好墨啦~開始吧！	Inspector, my brush is inked! Let's get started!	調査官、筆に墨をたっぷりつけたよー始めよう！	조사관, 내 붓은 준비됐어~ 얼른 시작하자!	ผู้ตรวจการ​ ฉัน​จุ่ม​หมึก​พู่กัน​พร้อม​แล้ว​~​ เริ่ม​กัน​เลย​!​
1253	113	3	113008		0			0	vo_attack_hit_113_01	vo_attack_hit_113_01	24	2	0	1	轻受击语音1	輕受擊語音1	Lightly Hit Voices 1	軽傷1	가벼운 피격 음성1	เสียงโดนโจมตีเบา 1	呜！	嗚！	Ugh!	うう！	윽!	อุ๊ย!	呜！	嗚！	Ugh!	うう！	윽!	อุ๊ย!
1254	113	3	113008		0			0	vo_attack_hit_113_02	vo_attack_hit_113_02	24	2	0	1	轻受击语音2	輕受擊語音2	Lightly Hit Voices 2	軽傷2	가벼운 피격 음성2	เสียงโดนโจมตีเบา 2	嗯哼？！	嗯哼？！	Mm-hmm?	うあっ？！	흐읍? !	อื้ม หือ?!	嗯哼？！	嗯哼？！	Mm-hmm?	うあっ？！	흐읍? !	อื้ม หือ?!
1255	113	3	113008		0			0	vo_heavy_hit_113_01	vo_heavy_hit_113_01	25	2	0	1	重受击语音1	重受擊語音1	Heavily Hit Voices 1	重傷1	강한 피격 음성1	เสียงโดนโจมตีเบา 1	唔——！好痛好痛！	啊——！好痛好痛！	Ugh—! That really hurts!	うっ……！痛い！	윽..! 아파, 아프다구!	อู้ย—! เจ็บๆ!	唔——！好痛好痛！	啊——！好痛好痛！	Ugh—! That really hurts!	うっ……！痛い！	윽..! 아파, 아프다구!	อู้ย—! เจ็บๆ!
1256	113	3	113008		0			0	vo_heavy_hit_113_02	vo_heavy_hit_113_02	25	2	0	1	重受击语音2	重受擊語音2	Heavily Hit Voices 2	重傷2	강한 피격 음성2	เสียงโดนโจมตีเบา 2	啊——！可恶可恶！	啊——！可惡可惡！	Arrgh! Darn it!	あーもうっ！	앗...! 젠장!	อ๊า—! โธ่เอ้ย!	啊——！可恶可恶！	啊——！可惡可惡！	Arrgh! Darn it!	あーもうっ！	앗...! 젠장!	อ๊า—! โธ่เอ้ย!
1257	113	1	0		0	5		0	vo_birthday_113	vo_birthday_113	16	2	0	1	生日祝福	生日祝福	Birthday Message	誕生日	생일 축하	อวยพรวันเกิด	调查官生日快乐~来，这是我亲手做的生日蛋糕哦！怎么，你想说不像蛋糕？嘿嘿……其实……我是当千层糕来做的啦~	調查官生日快樂~來，這是我親手做的生日蛋糕哦！怎麼，你想說不像蛋糕？嘿嘿……其實……我是當千層糕來做的啦~	Happy birthday, Inspector! Here's a cake I made for you! What? Why doesn't it look like a cake? Hehe... actually, I made it with a mille-feuille recipe.	調査官、誕生日おめでとう！はい、私の手作りケーキだよ！\nえー、ケーキに見えないの？えへへ、実は……ミルクレープのつもりで作っちゃったの。	조사관, 생일 축하해~ 자, 이건 내가 직접 만든 생일 케이크야! 엉? 케이크 아닌 거 같다구? 헤헤... 사실... 내가 만들고 싶었던 건 크레이프 케이크인데~	สุขสันต์วันเกิด​นะ​ ผู้ตรวจการ​~​ นี่​เค้ก​วันเกิด​ที่​ฉัน​ทำ​เอง​!​ ว่า​ไง​นะ​ จะ​บอ​กว่า​ไม่​เหมือน​เค้ก​เหรอ​?​ ฮิ​ฮิ​...​จริงๆ​ แล้ว​...​ฉัน​ทำเป็น​เครป​เค้ก​น่ะ​~​	调查官生日快乐~来，这是我亲手做的生日蛋糕哦！怎么，你想说不像蛋糕？嘿嘿……其实……我是当千层糕来做的啦~	調查官生日快樂~來，這是我親手做的生日蛋糕哦！怎麼，你想說不像蛋糕？嘿嘿……其實……我是當千層糕來做的啦~	Happy birthday, Inspector! Here's a cake I made for you! What? Why doesn't it look like a cake? Hehe... actually, I made it with a mille-feuille recipe.	調査官、誕生日おめでとう！はい、私の手作りケーキだよ！\nえー、ケーキに見えないの？えへへ、実は……ミルクレープのつもりで作っちゃったの。	조사관, 생일 축하해~ 자, 이건 내가 직접 만든 생일 케이크야! 엉? 케이크 아닌 거 같다구? 헤헤... 사실... 내가 만들고 싶었던 건 크레이프 케이크인데~	สุขสันต์วันเกิด​นะ​ ผู้ตรวจการ​~​ นี่​เค้ก​วันเกิด​ที่​ฉัน​ทำ​เอง​!​ ว่า​ไง​นะ​ จะ​บอ​กว่า​ไม่​เหมือน​เค้ก​เหรอ​?​ ฮิ​ฮิ​...​จริงๆ​ แล้ว​...​ฉัน​ทำเป็น​เครป​เค้ก​น่ะ​~​
1258	114	3	114001		0			0	vo_hello_114001_01	vo_hello_114001_01	1	2	1	1	打招呼1	打招呼1	Greeting 1	挨拶1	인사1	ทักทาย 1	感谢你让我看到研究室之外的美景。如果可以的话……下一次的烟花，也一起看吧？	感謝你讓我看到研究室之外的美景。如果可以的話……下一次的煙花，也一起看吧？	Thanks for showing me the world outside the lab. If possible... would you like to watch the fireworks with me next time?	研究室の外にはこんなに素晴らしい景色があるのですね。気づかせてくれて、ありがとうございます。もしよろしければ......次の花火も、一緒に見に行きませんか？	연구실을 벗어나 아름다운 풍경을 보여줘서 고마워. 괜찮다면... 다음 불꽃놀이도 함께 보러 갈래?	ขอบคุณ​ที่​ทำให้​ฉัน​ได้​เห็น​ความงาม​นอก​ห้อง​วิจัย​นะคะ​ ถ้า​เป็นไปได้​...​ดอกไม้ไฟ​ครั้งหน้า​ ไปดู​ด้วยกัน​อีก​นะคะ​?​	感谢你让我看到研究室之外的美景。如果可以的话……下一次的烟花，也一起看吧？	感謝你讓我看到研究室之外的美景。如果可以的話……下一次的煙花，也一起看吧？	Thanks for showing me the world outside the lab. If possible... would you like to watch the fireworks with me next time?	研究室の外にはこんなに素晴らしい景色があるのですね。気づかせてくれて、ありがとうございます。もしよろしければ......次の花火も、一緒に見に行きませんか？	연구실을 벗어나 아름다운 풍경을 보여줘서 고마워. 괜찮다면... 다음 불꽃놀이도 함께 보러 갈래?	ขอบคุณ​ที่​ทำให้​ฉัน​ได้​เห็น​ความงาม​นอก​ห้อง​วิจัย​นะคะ​ ถ้า​เป็นไปได้​...​ดอกไม้ไฟ​ครั้งหน้า​ ไปดู​ด้วยกัน​อีก​นะคะ​?​
1259	114	3	114001		0			0	vo_hello_114001_02	vo_hello_114001_02	1	2	1	1	打招呼2	打招呼2	Greeting 2	挨拶2	인사2	ทักทาย 2	结束工作之后，调查官通常会选择怎样的方式……打发漫长的夜晚时光呢？	結束工作之後，調查官通常會選擇怎樣的方式……打發漫長的夜晚時光呢？	After work, how do you usually spend your long nights, Inspector?	仕事が終わった後、調査官は普段、どのように長い夜の時間を過ごしているのですか？	조사관은 일이 끝나고 나면... 긴긴밤을 뭘 하면서 보내?	หลัง​เลิกงาน​ คุณ​มักจะ​...​ฆ่าเวลา​ยามค่ำคืน​อัน​ยาวนาน​ยังไง​เหรอ​คะ​?​	结束工作之后，调查官通常会选择怎样的方式……打发漫长的夜晚时光呢？	結束工作之後，調查官通常會選擇怎樣的方式……打發漫長的夜晚時光呢？	After work, how do you usually spend your long nights, Inspector?	仕事が終わった後、調査官は普段、どのように長い夜の時間を過ごしているのですか？	조사관은 일이 끝나고 나면... 긴긴밤을 뭘 하면서 보내?	หลัง​เลิกงาน​ คุณ​มักจะ​...​ฆ่าเวลา​ยามค่ำคืน​อัน​ยาวนาน​ยังไง​เหรอ​คะ​?​
1260	114	3	114001		1			0	vo_touch_114001_01	vo_touch_114001_01	2	2	1	1	主界面触碰1	主介面觸碰1	Main Screen Interaction 1	タッチ1	메인 화면 터치1	สัมผัสหน้าหลัก 1	唔……我、我想，我们还是聊聊工作上的事吧？	嗯……我、我想，我們還是聊聊工作上的事吧？	Um... I-I think we should just talk about work, alright?	うっ……や、やはり、仕事の話に戻しましょうか？	음... 우, 우리 일 이야기를 하는 게 어때?	อืม​...​ฉะ​ ฉัน​ว่า​ เรา​มา​คุย​เรื่อง​งาน​กัน​ดีกว่า​ไหม​คะ​?​	唔……我、我想，我们还是聊聊工作上的事吧？	嗯……我、我想，我們還是聊聊工作上的事吧？	Um... I-I think we should just talk about work, alright?	うっ……や、やはり、仕事の話に戻しましょうか？	음... 우, 우리 일 이야기를 하는 게 어때?	อืม​...​ฉะ​ ฉัน​ว่า​ เรา​มา​คุย​เรื่อง​งาน​กัน​ดีกว่า​ไหม​คะ​?​
1261	114	3	114001		1			0	vo_touch_114001_02	vo_touch_114001_02	2	2	1	1	主界面触碰2	主介面觸碰2	Main Screen Interaction 2	タッチ2	메인 화면 터치2	สัมผัสหน้าหลัก 2	你看那漫天飞舞的彩花，像不像纷扬的雪？	你看那漫天飛舞的彩花，像不像紛揚的雪？	See the colorful petals dancing in the air! They look like snowflakes, don't they?	空一面に咲く色とりどりの花火、なんだか少し雪に似ていませんか？	하늘에 흩날리는 꽃가루가 눈꽃 같지 않아?	คุณ​เห็น​ดอกไม้​กระดาษ​ที่​ปลิว​ว่อน​บน​ท้องฟ้า​นั่น​ไหม​ ดูเหมือน​หิมะ​ที่​โปรยปราย​เลย​ใช่ไหม​ล่ะ​คะ​?​	你看那漫天飞舞的彩花，像不像纷扬的雪？	你看那漫天飛舞的彩花，像不像紛揚的雪？	See the colorful petals dancing in the air! They look like snowflakes, don't they?	空一面に咲く色とりどりの花火、なんだか少し雪に似ていませんか？	하늘에 흩날리는 꽃가루가 눈꽃 같지 않아?	คุณ​เห็น​ดอกไม้​กระดาษ​ที่​ปลิว​ว่อน​บน​ท้องฟ้า​นั่น​ไหม​ ดูเหมือน​หิมะ​ที่​โปรยปราย​เลย​ใช่ไหม​ล่ะ​คะ​?​
1262	114	3	114001		1			0	vo_touch_114001_03	vo_touch_114001_03	2	2	1	1	主界面触碰3	主介面觸碰3	Main Screen Interaction 3	タッチ3	메인 화면 터치3	สัมผัสหน้าหลัก 3	耀州出产的春茶有很好的提神效果。会在工作时间犯困的话，可以试试看。	耀州出產的春茶有很好的提神效果。會在工作時間犯困的話，可以試試看。	Yaozhou's spring tea really helps you stay awake. If you feel drowsy during work, try it.	光耀大陸産の春のお茶には、眠気を覚ます効果があります。 仕事中に眠くなったら、是非試してみてください。	요주타운에서 생산된 봄 차는 탁월한 각성효과를 지니고 있어. 근무 시간에 졸리면 한잔 마셔 봐.	ชา​ฤดูใบไม้ผลิ​จาก​เหยา​โจว​ช่วย​ให้​กระปรี้กระเปร่า​ได้ดี​นะคะ​ ถ้า​ง่วง​ตอน​ทำงาน​ ลองดู​นะคะ​	耀州出产的春茶有很好的提神效果。会在工作时间犯困的话，可以试试看。	耀州出產的春茶有很好的提神效果。會在工作時間犯困的話，可以試試看。	Yaozhou's spring tea really helps you stay awake. If you feel drowsy during work, try it.	光耀大陸産の春のお茶には、眠気を覚ます効果があります。 仕事中に眠くなったら、是非試してみてください。	요주타운에서 생산된 봄 차는 탁월한 각성효과를 지니고 있어. 근무 시간에 졸리면 한잔 마셔 봐.	ชา​ฤดูใบไม้ผลิ​จาก​เหยา​โจว​ช่วย​ให้​กระปรี้กระเปร่า​ได้ดี​นะคะ​ ถ้า​ง่วง​ตอน​ทำงาน​ ลองดู​นะคะ​
1263	114	3	114001		3			0	vo_touch_114001_04	vo_touch_114001_04	2	2	1	1	主界面触碰4	主介面觸碰4	Main Screen Interaction 4	タッチ4	메인 화면 터치4	สัมผัสหน้าหลัก 4	唔……抱歉，我……完全没有这方面的经验啊……	嗯……抱歉，我……完全沒有這方面的經驗啊……	Uh... Sorry, I really have no experience with this.	その……すみません、私には……こういった経験が全くないのです……	음... 미안. 난... 그런 쪽에 경험이 전혀 없어...	อืม​...​ขอโทษ​ค่ะ​ ฉัน​...​ไม่​มีประสบการณ์​ด้าน​นี้​เลย​...​	唔……抱歉，我……完全没有这方面的经验啊……	嗯……抱歉，我……完全沒有這方面的經驗啊……	Uh... Sorry, I really have no experience with this.	その……すみません、私には……こういった経験が全くないのです……	음... 미안. 난... 그런 쪽에 경험이 전혀 없어...	อืม​...​ขอโทษ​ค่ะ​ ฉัน​...​ไม่​มีประสบการณ์​ด้าน​นี้​เลย​...​
1264	114	3	114001		6			0	vo_touch_114001_05	vo_touch_114001_05	2	2	1	1	主界面触碰5	主介面觸碰5	Main Screen Interaction 5	タッチ5	메인 화면 터치5	สัมผัสหน้าหลัก 5	我并不笃信命运，但在经历过这么多之后，能与你如此交心……或许，只能解释成一种机缘了吧。	我並不篤信命運，但在經歷過這麼多之後，能與你如此交心……或許，只能解釋成一種機緣了吧。	I don't really buy into the concept of fate, but after all we've been through, I feel so close to you... Maybe only fate could explain it.	私は運命など信じていません。しかし、様々な事を経験し、あなたと心が通じ合うようになったことは……なんらかの「縁」と解釈するしかありませんね。	난 운명이란 걸 믿지 않아. 하지만 너와 마음을 나누며 여러 가지 일을 겪다 보니… 어쩌면 인연은 있겠구나 하는 생각이 들어.	ฉัน​ไม่​ได้​เชื่อ​เรื่อง​โชคชะตา​นัก​ แต่​หลังจาก​ผ่าน​อะไร​มา​มากมาย​ การ​ที่​ได้​สนิท​กับ​คุณ​ขนาด​นี้​...​บางที​ คง​ต้อง​เรียก​ว่า​พรหมลิขิต​แล้ว​ล่ะ​ค่ะ​	我并不笃信命运，但在经历过这么多之后，能与你如此交心……或许，只能解释成一种机缘了吧。	我並不篤信命運，但在經歷過這麼多之後，能與你如此交心……或許，只能解釋成一種機緣了吧。	I don't really buy into the concept of fate, but after all we've been through, I feel so close to you... Maybe only fate could explain it.	私は運命など信じていません。しかし、様々な事を経験し、あなたと心が通じ合うようになったことは……なんらかの「縁」と解釈するしかありませんね。	난 운명이란 걸 믿지 않아. 하지만 너와 마음을 나누며 여러 가지 일을 겪다 보니… 어쩌면 인연은 있겠구나 하는 생각이 들어.	ฉัน​ไม่​ได้​เชื่อ​เรื่อง​โชคชะตา​นัก​ แต่​หลังจาก​ผ่าน​อะไร​มา​มากมาย​ การ​ที่​ได้​สนิท​กับ​คุณ​ขนาด​นี้​...​บางที​ คง​ต้อง​เรียก​ว่า​พรหมลิขิต​แล้ว​ล่ะ​ค่ะ​
1265	114	3	114001		0			0	vo_get_card_114001	vo_get_card_114001	14	2	1	1	获得武装	獲得武裝	Obtain Combatant	武装獲得	뽑기로 전투원 획득	ได้รับตัวละคร	夕雪，晚照。于如此美好的景色之中相遇……这就是缘分吧。	夕雪，晚照。於如此美好的景色之中相遇……這就是緣分吧。	Evening snow and twilight's glow. We meet in such a lovely scene... It must be fate.	夕雪、晩照……このような美しい景色の中で、あなたに出会えるなんて……これが「縁」なのでしょうか。	이브닝, 스노우 절경 속에서 이뤄지는 만남을... 인연이라고 하는 거겠지.	หิมะ​ยาม​เย็น​ แสงตะวัน​ยาม​พลบค่ำ​ การ​ได้​พบกัน​ใน​ภาพ​อัน​งดงาม​เช่นนี้​...​นี่แหละ​คือ​พรหมลิขิต​	夕雪，晚照。于如此美好的景色之中相遇……这就是缘分吧。	夕雪，晚照。於如此美好的景色之中相遇……這就是緣分吧。	Evening snow and twilight's glow. We meet in such a lovely scene... It must be fate.	夕雪、晩照……このような美しい景色の中で、あなたに出会えるなんて……これが「縁」なのでしょうか。	이브닝, 스노우 절경 속에서 이뤄지는 만남을... 인연이라고 하는 거겠지.	หิมะ​ยาม​เย็น​ แสงตะวัน​ยาม​พลบค่ำ​ การ​ได้​พบกัน​ใน​ภาพ​อัน​งดงาม​เช่นนี้​...​นี่แหละ​คือ​พรหมลิขิต​
1266	114	3	114001		0			0	vo_touch_card_114001	vo_touch_card_114001	15	2	1	1	养成触摸	養成觸摸	Interaction	養成タッチ	터치 리액션	สัมผัสการพัฒนา	……要和我一起赏雪吗？	……要和我一起賞雪嗎？	...Would you like to enjoy the snow with me?	……一緒に雪を見に行きませんか？	... 눈 내리는 거 보러 갈래?	...​ไปดู​หิมะ​ด้วยกัน​ไหม​คะ​?​	……要和我一起赏雪吗？	……要和我一起賞雪嗎？	...Would you like to enjoy the snow with me?	……一緒に雪を見に行きませんか？	... 눈 내리는 거 보러 갈래?	...​ไปดู​หิมะ​ด้วยกัน​ไหม​คะ​?​
1267	114	3	114001		0			0	vo_levelup_114001	vo_levelup_114001	3	2	1	1	升级成功	升級成功	Upgrade Successful	レベルアップ	레벨 업	อัปเกรดสำเร็จ	这就是落雪的规律吗……嗯，我明白了。	這就是落雪的規律嗎……嗯，我明白了。	So this is the pattern of falling snow... Hmm, I get it now.	これが雪が降る法則……ええ、理解しました。	눈이 내릴 때마다 보인 규칙적인 패턴이 이거였구나... 음, 이제 알겠어.	นี่​คือ​กฎ​ของ​หิมะ​ที่​ร่วงหล่น​สิ​นะ​...​อืม​ ฉัน​เข้าใจ​แล้ว​ค่ะ​	这就是落雪的规律吗……嗯，我明白了。	這就是落雪的規律嗎……嗯，我明白了。	So this is the pattern of falling snow... Hmm, I get it now.	これが雪が降る法則……ええ、理解しました。	눈이 내릴 때마다 보인 규칙적인 패턴이 이거였구나... 음, 이제 알겠어.	นี่​คือ​กฎ​ของ​หิมะ​ที่​ร่วงหล่น​สิ​นะ​...​อืม​ ฉัน​เข้าใจ​แล้ว​ค่ะ​
1268	114	3	114001		0			0	vo_starup_114001	vo_starup_114001	4	2	1	1	升星成功	升星成功	Star-up Successful	スターアップ	승급	เพิ่มดาวสำเร็จ	日升月落，飞雪落花，皆是造化。	日升月落，飛雪落花，皆是造化。	Everything nature offers—the sun, the moon, and the snow—is fate's plan.	月が沈み、日が昇り、雪花が舞い降るのも、すべて自然の理です。	해가 뜨면 달이 지고, 눈이 내리면 꽃이 시드는, 이것이 곧 자연의 섭리이다.	ตะวันขึ้น​จันทร์​ลับ​ หิมะ​โปรย​กลีบ​ดอกไม้ร่วง​ ล้วน​เป็น​ความงดงาม​แห่ง​ธรรมชาติ​	日升月落，飞雪落花，皆是造化。	日升月落，飛雪落花，皆是造化。	Everything nature offers—the sun, the moon, and the snow—is fate's plan.	月が沈み、日が昇り、雪花が舞い降るのも、すべて自然の理です。	해가 뜨면 달이 지고, 눈이 내리면 꽃이 시드는, 이것이 곧 자연의 섭리이다.	ตะวันขึ้น​จันทร์​ลับ​ หิมะ​โปรย​กลีบ​ดอกไม้ร่วง​ ล้วน​เป็น​ความงดงาม​แห่ง​ธรรมชาติ​
