id	activityId	placeId	unlockRepaintingQuestId	type	pic	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	levelName	levelName_zh_TW	levelName_en_UK	levelName_ja_JP	levelName_ko_KR	levelName_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1133502	2	201		2	200:activity_mountain_chapter_configuration_3	1133501			1	15000	9000076	10		80804	99	0	4	0	0	1	1-2	1-2	1-2	1-2	1-2	1-2	小吊梨汤	小吊梨湯	Xiao Diao Pear Soup	梨の暖かいスープ	따끈한 탕 요리	ซุปลูกแพร์ตุ๋น	众人经传送门来到耀州御龙城，瑶光特使接待，介绍美食大赛的意义。之后宴请众人在揽月楼用餐，品尝特色美食，期间决定参赛菜品并探讨厨艺。	眾人經傳送門來到耀州禦龍城，瑤光特使接待，介紹美食大賽的意義。之後宴請眾人在攬月樓用餐，品嘗特色美食，期間決定參賽菜品並探討廚藝。	You were then guided through the portal to the Dragon City of Yaozhou, where Envoy Alkaid welcomed you and explained the significance of the culinary competition. You were treated to a meal at the Moon Pavilion, sampling specialty dishes while deciding on your competition dish and engaging in culinary discussions.	ポータルを通じて耀州の御龍城に到着した一行を揺光特使が迎え入れ、グルメ大会の意義を紹介してくれた。その後、一行は攬月楼で宴席に招かれ、当地料理を堪能しながら、料理について語り合った。	통로를 통해 순식간에 요주 타운의 어룡성에 도착한 일행들. 특사 알카이드는 일행을 대접하며, 미식 대회에 대해 소개한다. 남월루로 초대받아 각종 진미를 맛보며 대회에 참여할 메뉴와 레시피를 결정하게 되는데...	ทุกคน​เดิน​ทางผ่าน​ประตู​มิติ​สู่​เมือง​อวี้หลง​แห่ง​เขต​เหยา​โจว​  ได้รับ​การ​ต้อนรับ​จาก​ท่าน​ทูต​อัลเคด​ ซึ่ง​อธิบาย​ความสำคัญ​ของ​การแข่งขัน​ศึก​กระทะ​เหล็ก​ จากนั้น​จึง​จัด​เลี้ยง​ที่​หอ​ชม​จันทร์​ ระหว่าง​มื้อ​ ทุกคน​ได้​แลกเปลี่ยน​วิชาการ​ทำอาหาร​ด้วยกัน​
1133503	2	201		2	200:activity_mountain_chapter_configuration_4	1133502			1	15000	9000076	10		80805	99	0	4	0	0	1	1-3	1-3	1-3	1-3	1-3	1-3	第一道菜	第一道菜	First Dish	一番目の料理	첫 번째 메뉴	อาหารจานแรก	确定了第一道菜，准备拜访精于菜式的妙妍大厨。路上遇到疑似傀化物的垃圾桶，没想到对方竟是餐馆员工。你深深感受到耀州与新海市的不同。	確定了第一道菜，準備拜訪精於菜式的妙妍大廚。路上遇到疑似傀化物的垃圾桶，沒想到對方竟是餐館員工。你深深感受到耀州與新海市的不同。	With your first dish chosen, you prepared to visit the skilled chef Miaoyan. On your way, you encountered a suspicious trash can Anomaly that turned out to be a possessed employee. This experience highlighted the stark contrasts between Yaozhou and Catto City.	大会に出す最初の料理を決めた後、一行は料理の腕前に長けた料理人・妙妍を訪ねることにした。途中、傀化物かと思われたゴミ箱に遭遇したが、なんとそれはレストランのスタッフだった。あなたは耀州と新海市の違いを改めて感じ、少し驚きながらもその土地の独特な雰囲気を楽しんだ。	첫 번째 메뉴를 정한 후, 요리 고수인 묘연 주방장을 찾아가기로 한다. 그러다가 퍼펫화 개체로 의심되는 쓰레기통을 만나게 되는데... 설마 이 쓰레기통이 식당의 직원일 줄이야! 요주 타운과 뉴오션 시티는 확실히 많은 게 다르구나...	หลัง​เลือก​เมนู​แรก​ ทุกคน​ไป​พบ​เชฟ​เมี่ยวหยาน​ แต่​ระหว่างทาง​กลับ​พบ​ว่า​ "​หุ่นเชิด​"​ ใน​รูปแบบ​ถังขยะ​ที่​เห็น​เป็น​เพียง​พนักงาน​ร้านอาหาร​ ทำให้​คุณ​ยิ่ง​สัมผัส​ถึง​ความแตกต่าง​ระหว่าง​เหยา​โจว​กับ​แค​ทโตะ​ ซิตี้​
1133504	2	201		1	200:activity_mountain_chapter_configuration_5	1133503			1	15000					99	0	4	0	0	1	1-4	1-4	1-4	1-4	1-4	1-4	传说之人	傳說之人	The Storied Chef	噂の案内役	전설 속의 인물	บุคคลในตำนาน	到达云麓城，遇恶性傀化事件，因此结识辞青。自我介绍后，发觉她正好是你们的向导，已经帮你们整理好了大赛的摊位。此时雾非出现告知妙妍所在，但需要你用某样东西交换寻人信息。	到達雲麓城，遇惡性傀化事件，因此結識辭青。自我介紹後，發覺她正好是你們的嚮導，已經幫你們整理好了大賽的攤位。此時霧非出現告知妙妍所在，但需要你用某樣東西交換尋人資訊。	Upon arriving in Cloud City, you faced a malicious Affliction incident, through which you met Savanna. After introductions, you realized she was your designated guide and had already set up your competition stall. At that moment, Fata appeared to inform you of Miaoyan's location but required an exchange of information first.	雲麓城に到着した一行は、悪質な傀化事件に遭遇し、その際に辞青と出会った。自己紹介を交わすと、彼女が特使が言っていた案内人であり、大会の屋台もすでに準備してくれていることが分かった。その後、現れた霧非は妙妍の居場所を教えてくれたが、その情報を得るためには相応の代価を払うように求められた。	운록성에 도착해 악성 퍼펫 사건을 겪은 후 지세이와 만나게 된다. 소개를 듣고 찾던 사람이 그녀임을 알아챈다. 이미 축제 점포는 준비되어 있다. 그때 무히가 나타나 묘연의 위치를 알려준다. 다만 상응하는 대가를 내놓아야 한다는데...	เมื่อ​มาถึง​เมือง​หยุ​น​ลู่​ พบ​เจอ​เหตุการณ์​สภาวะ​หุ่นเชิด​ที่​รุนแรง​ จึง​ได้​รู้จัก​กับ​ซาวันน่า​ หลังจากที่​เธอ​แนะนำตัว​ พบ​ว่า​เธอ​คือ​ไกด์​นำทาง​ของ​พวกคุณ​และ​ได้​จัดเตรียม​บูธ​สำหรับ​การแข่งขัน​ไว้​ให้​เรียบร้อย​แล้ว​ ในขณะนั้น​ เฟต้า​ก็​ปรากฏตัว​ขึ้น​และ​บอก​ถึง​สถานที่​ที่​เมี่ยวหยาน​อยู่​ แต่​จำเป็นต้อง​ใช้​บางสิ่ง​แลกเปลี่ยน​ข้อมูล​เพื่อ​ตามหา​คน​คน​นี้​
1133505	2	201		2	200:activity_mountain_chapter_configuration_6	1133504			1	20000	9000076	10		80805	99	0	4	0	0	1	1-5	1-5	1-5	1-5	1-5	1-5	火热的心	火熱的心	The Fervent Spirit	熱く燃える心	불타는 마음	หัวใจอันร้อนแรง	你们前往云深巷寻找妙妍，却被对方拒之门外。此时，恰好遇到了恶性傀化事件，决定帮忙。战斗后，你们救下烟花商人，妙妍也因此发觉自己误会了你们，主动现身。	你們前往雲深巷尋找妙妍，卻被對方拒之門外。此時，恰好遇到了惡性傀化事件，決定幫忙。戰鬥後，你們救下煙花商人，妙妍也因此發覺自己誤會了你們，主動現身。	You headed to Misty Lane in search of Miaoyan, only to be turned away at the door. By chance, you encountered another Affliction incident and chose to help. After the battle, you rescued a fireworks merchant, prompting Miaoyan to come out and greet you, having realized her earlier misunderstanding.	一行は妙妍を探しに雲深巷へ行ったが、相手に追い返されてしまった。その時、ちょうど悪質な傀化事件が発生し、一行は助けを入れて花火商人を無事に救出した。これを見た妙妍は、自分があなたたちのことを誤解していたことに気づき、姿を現した。	운심항으로 향해 묘연을 찾았으나, 문전박대를 당한다. 그때, 악성 퍼펫 사건이 발생하고, 돕기로 결정한다. 전투 후, 폭죽 상인을 구하는 데 성공하고, 묘연도 자신이 오해했다는 걸 깨닫고 모습을 드러낸다	พวกคุณ​มุ่งหน้า​ไป​ยัง​ตรอก​หยุ​นเซิน​เพื่อ​ตามหา​เมี่ยวหยาน​ แต่กลับ​ถูก​ปฏิเสธ​การ​เข้าพบ​ ใน​ช่วงเวลา​นั้น​ พวกคุณ​ก็ได้​เจอ​กับ​เหตุการณ์​สภาวะ​หุ่นเชิด​อย่าง​รุนแรง​ จึง​ตัดสินใจ​ที่จะ​เข้า​ช่วยเหลือ​ หลัง​การต่อสู้​ พวกคุณ​สามารถ​ช่วยชีวิต​พ่อค้า​ดอกไม้ไฟ​ไว้​ได้​ และ​เหมี่ยว​ห​ยาน​ก็​เริ่ม​รู้ตัว​ว่า​เธอ​เข้าใจผิด​เกี่ยวกับ​พวกคุณ​ จึง​ออกมา​เจอ​ด้วยตัวเอง​
1133506	2	201		1	200:activity_mountain_chapter_configuration_7	1133505			1	20000					99	0	4	0	0	1	1-6	1-6	1-6	1-6	1-6	1-6	鲜花与饼	鮮花與餅	Flowers and Pastries	花と餅	꽃과 전병	ดอกไม้และขนม	瑶光特使处理后续，妙妍也表明身份。原来妙妍并非单纯的厨师……你借机妙妍求助制作春饼的秘方， 她让你找出鲜花饼的问题来交换。在你指出酥皮问题后，妙妍如约传授给你春饼的秘方。	瑤光特使處理後續，妙妍也表明身份。原來妙妍並非單純的廚師……你借機妙妍求助製作春餅的秘方， 她讓你找出鮮花餅的問題來交換。在你指出酥皮問題後，妙妍如約傳授給你春餅的秘方。	After the incident, Envoy Alkaid took care of the aftermath, revealing Miaoyan's true identity—she was more than just a simple chef. Seizing the opportunity, you asked Miaoyan for the secret to making spring rolls, and she agreed to share it in exchange for your insight on the flaky pastry issue.	瑶光特使が後始末を行い、妙妍も自らの身分を明かした。実は、妙妍は単なる料理人ではなかった… あなたは妙妍に春餅の作り方を教えてもらうことにしたが、その代わりに花餅の問題点を見つけるように言われた。あなたが春餅の皮の問題を指摘した後、妙妍は約束通りに春餅の作り方を教えてくれた。	특사 알카이드가 뒷일을 처리하고, 묘연도 자신의 정체를 밝힌다. 묘연은 단순한 요리사가 아니었다... 이 기회에 춘병의 레시피를 요구하지만 묘연은 꽃전병에 무슨 문제가 있는지 알아내야 도와주겠다고 한다. 바삭한 겉면에 문제가 있었단 걸 알아낸 후, 묘연은 약속한 대로 춘병의 레시피를 알려준다	หลังจากที่​ท่านทูต​อัลเคด​จัดการ​กับ​เรื่องราว​ที่​เหลือ​แล้ว​ เมี่ยวหยาน​ก็ได้​เปิดเผย​ตัวตน​ของ​เธอ​ออกมา​ ที่แท้​เหมี่ยว​ห​ยาน​ไม่​ใช่​แค่​แม่ครัว​ธรรมดา​...​ คุณ​ใช้​โอกาส​นี้​ขอให้​เมี่ยวหยาน​ช่วย​บอก​สูตร​การ​ทำ​แผ่น​แป้ง​ โดย​เธอ​บอก​ให้​คุณ​หา​จุดบกพร่อง​ของ​ขนม​ดอกไม้​เพื่อ​เป็นการ​แลกเปลี่ยน​ เมื่อ​คุณ​ชี้ให้เห็น​ปัญหา​ของ​แผ่น​แป้ง​กรอบ​ได้​แล้ว​ เมี่ยวหยาน​ก็ได้​ถ่ายทอด​สูตร​การ​ทำ​แผ่น​แป้ง​ให้​ตามที่​ตกลง​กัน​ไว้​
1133601	2	202		1	200:activity_mountain_chapter_configuration_8	1133506			1	25000					99	0	4	0	0	1	2-1	2-1	2-1	2-1	2-1	2-1	食材商人	食材商人	Merchant of Ingredients	食材商人	식재료 상인	พ่อค้าวัตถุดิบ	美食大赛预选赛举办，情绪食品销售情况良好，精益求精的你认为与排名前三的参赛者仍有差距。众人决定一起努力赢得比赛，铃带来新鲜食材，辞青还提出可解决米线问题，并带你拜访有秘方的大厨。	美食大賽預選賽舉辦，情緒食品銷售情況良好，精益求精的你認為與排名前三的參賽者仍有差距。眾人決定一起努力贏得比賽，鈴帶來新鮮食材，辭青還提出可解決米線問題，並帶你拜訪有秘方的大廚。	The preliminary culinary competition took place, and the Pathos Food stall was performing admirably. Aiming for perfection, you felt there was still a gap to the top three contestants. You decided to collaborate to secure a win. Linn brought fresh ingredients, Savanna proposed a solution for the rice noodle dilemma and took you to visit a chef with a secret recipe.	グルメ大会の予選が開催され、パトスフードの販売は好調だった。腕を磨き続けているあなたは、トップスリーとの差を感じていた。みんなで一緒に頑張って勝とうと決意したところ、リンが新鮮な食材を持ってきた。辞青は米線の改善案を提案し、さらに秘伝レシピを持つシェフのところへ案内してくれた。	미식 대회 예선전이 열리고, 이모션 푸드는 좋은 반응을 얻는다. 더 좋은 결과를 얻고 싶지만, 상위 3위 안에 드는 참가자의 요리와는 격차가 있다는 생각이 든다. 함께 노력해 이기기로 마음먹은 일행들. 린은 신선한 식재료를 갖고 오고, 지세이는 국수 문제를 해결하기 위해 비법을 알고 있는 주방장에게로 안내한다	ศึก​กระทะ​เหล็ก​รอบ​คัดเลือก​ได้​เริ่ม​ขึ้น​ สถานการณ์​การ​ขาย​อาหาร​พา​โธส​เป็นไป​ได้ดี​ คุณ​ที่​มี​ความมุ่งมั่น​ยังคง​รู้สึก​ว่า​มี​ช่องว่าง​กับ​ผู้เข้าร่วม​การแข่งขัน​ที่​ติด​สาม​อันดับ​แรก​อยู่​ ทุกคน​จึง​ตัดสินใจ​ร่วมมือ​กัน​พยายาม​ชนะ​การแข่งขัน​นี้​ให้ได้​ ลินน์​นำ​วัตถุดิบ​สด​ใหม่​มา​ให้​ และ​ซาวันน่า​ก็​ยัง​เสนอ​ทาง​แก้ปัญหา​ของ​เส้นหมี่​ และ​พา​คุณ​ไป​เยี่ยมเยือน​เชฟ​ที่​มี​สูตร​ลับ​
1133602	2	202		2	200:activity_mountain_chapter_configuration_9	1133601			1	30000	9000076	10		82311	99	0	4	0	0	1	2-2	2-2	2-2	2-2	2-2	2-2	雪山之行	雪山之行	Journey to the Snowy Mountains	雪山への旅	설산으로	ทริปภูเขาหิมะ	得知林师傅上山采松茸两天未归，辞青决定上山寻找，你 因能捕捉情绪粒子信息且不愿伙伴孤军奋战而一同前往，艾可和铃留在摊位。上山途中你和辞青遭遇变成恶性傀的人参娃娃。	得知林師傅上山采松茸兩天未歸，辭青決定上山尋找，你 因能捕捉情緒粒子資訊且不願夥伴孤軍奮戰而一同前往，艾可和鈴留在攤位。上山途中你和辭青遭遇變成惡性傀的人參娃娃。	After hearing that Chef Lin hadn't returned from the mountains after two days of foraging for matsutake mushrooms, Savanna decided to search for him. Not wanting your companions to go alone and eager to capture information about Pathos Particles, you joined her while Echo and Linn stayed at the stall. In the mountains, you and Savanna encountered an Afflicted ginseng doll.	料理人の林が山へ松茸を採りに行ってから二日間も帰らなかったことを知り、辞青は山奥に入って探しに行くことを決めた。エモーション粒子を感知できるあなたは、仲間を一人で行かせたくないため、辞青と一緒に行くことにした。アイコとリンは屋台でお留守番することに。山に登る途中、あなたと辞青は悪性傀化したオタネニンジン坊主に遭遇した。	송이를 캐러 간 임 사부가 이틀 동안 돌아오지 않았단 소식을 들은 지세이는 그를 찾아 직접 산에 오르기로 한다. 이모션 파티클을 감지할 수도 있고, 친구 혼자 고생하는 걸 보고 싶진 않아 함께 동행하기로 한다. 에코와 린은 남아 점포를 지킨다. 산에 오르던 길, 악성 퍼펫으로 변한 인삼 꼬마를 만나게 되는데...	เมื่อ​ทราบ​ว่า​อาจารย์​หลิน​ขึ้น​เขา​ไป​เก็บ​เห็ด​หอม​นาน​ถึง​สอง​วัน​แล้วก็​ยัง​ไม่​กลับมา​ ซาวันน่า​จึง​ตัดสินใจ​ขึ้น​เขา​ไป​ตามหา​ คุณ​ที่​สามารถ​ตรวจจับ​ข้อมูล​ของ​อนุภาค​พา​โธส​ได้​และ​ไม่ต้องการ​ให้​เพื่อน​ร่วม​ทีม​ต้อง​เผชิญ​กับ​สถานการณ์​ลำพัง​จึง​ตัดสินใจ​ขึ้น​เขา​ไป​ด้วยกัน​ เอ​ค​โค​และ​ลินน์​จึง​ต้อง​อยู่​เฝ้า​ที่​แผง​ขาย​ เมื่อ​ขึ้น​เขา​ไป​ระหว่างทาง​คุณ​และ​ซาวันน่า​ก็ได้​พบ​กับ​โสม​ที่​กลายร่าง​เป็น​หุ่นเชิด​ที่​ชั่วร้าย​
1133603	2	202		2	200:activity_mountain_chapter_configuration_10	1133602			1	40000	9000076	10		82311	99	0	4	0	0	1	2-3	2-3	2-3	2-3	2-3	2-3	雪地迷途	雪地迷途	Lost in the Snowy Wilds	雪山迷途	눈 속에서 길을 잃다	หลงทางในทุ่งหิมะ	大学之中，你们迷失了方向。你通过分析情绪粒子寻找线索，发现粒子轨迹指向森林方向。途中再次遭遇人参娃娃。之后，幸运地遇到山神弟子鹿泽，得知林师傅在他居住的温泉山庄休养。	大學之中，你們迷失了方向。你通過分析情緒粒子尋找線索，發現粒子軌跡指向森林方向。途中再次遭遇人參娃娃。之後，幸運地遇到山神弟子鹿澤，得知林師傅在他居住的溫泉山莊休養。	Amidst the heavy snowfall, you lost your way. By analyzing the Pathos Particles, you discovered clues leading towards the forest. Along the way, you encountered the ginseng doll again. Fortunately, you then met Fawn, a disciple of the Mountain Spirit, who informed you that Chef Lin was resting at the Mountain Spirit's hot spring resort.	大雪の中、あなたたちは道に迷った。エモーション粒子を頼りに、粒子が森の方に向かっていることが分かった。途中で再びたオタネニンジン坊主に遭ったが、その後、幸いにも山神の弟子である鹿沢に出会い、林が温泉山荘で休養していることを分かった。	폭설 속에 길을 잃고 만다. 다행히 이모션 파티클을 분석해 단서를 찾고, 파티클 궤도가 숲을 향한다는 사실을 발견한다. 이동하던 중에 또 한 번 인삼 꼬마를 만나게 되는데, 운 좋게 산신의 제자인 녹택을 만나 임 사부가 녹택이 머무는 온천 산장에 있다는 사실을 알게 된다	ขณะ​อยู่​ใน​มหาวิทยาลัย​ พวกคุณ​เดิน​หลง​ทิศทาง​ไป​เสียแล้ว​ คุณ​ใช้การ​วิเคราะห์​อนุภาค​พา​โธส​เพื่อ​หา​เบาะแส​ จน​พบ​ว่า​เส้นทาง​ของ​อนุภาค​ชี้​ไป​ยัง​ทิศทาง​ของป่า​ ระหว่างทาง​คุณ​พบ​กับ​ตุ๊กตา​โสม​อีกครั้ง​ จากนั้น​ก็​โชคดี​ที่​ได้​พบ​กับ​ลูกศิษย์​ของ​เทพ​ภูผา​ ลู่​เจ๋อ​ และ​ได้​รู้​ว่า​อาจารย์​หลิน​พักฟื้น​อยู่​ที่​รีสอร์ท​น้ำพุ​ร้อน​บน​ภูเขา​ที่​เขา​พักอาศัย​อยู่​
1133604	2	202		1	200:activity_mountain_chapter_configuration_12	1133603			1	40000					99	0	4	0	0	1	2-4	2-4	2-4	2-4	2-4	2-4	菌菇锅子	菌菇鍋子	Mushroom Hotpot	キノコ鍋	버섯전골	หม้อเห็ด	你们来到温泉山庄，看到篝火上炖着的菌菇锅。你品尝后大为惊艳，好心的林师傅决定将多余菌子熬成高汤膏送给你。辞青要求林师傅下山，林师傅拒绝，双方僵持，最后你提议先休息。	你們來到溫泉山莊，看到篝火上燉著的菌菇鍋。你品嘗後大為驚豔，好心的林師傅決定將多餘菌子熬成高湯膏送給你。辭青要求林師傅下山，林師傅拒絕，雙方僵持，最後你提議先休息。	Upon arriving at the hot spring resort, you discovered a simmering mushroom hotpot over the campfire. After tasting it, you were thoroughly impressed. Chef Lin offered to share the leftover mushrooms and broth with you. Despite Savanna's insistence that Lin come down the mountain, he refused, leading to a standoff until you suggested they take a break first.	温泉山荘に到着したあなたたちは、かがり火で煮込まれたキノコ鍋の味に驚嘆した。親切な料理人は、余ったキノコで煮込んだ出しスープの元をあなたに贈った。辞青は林に一緒に山を下りるように頼んだが、相手に断られた。二人とも譲歩しようとしないため、あなたがひとまず休むことを提案した。	온천 산장에 도착해 보니, 마침 버섯전골이 보글보글 끓고 있다. 눈이 번쩍 뜨이는 맛의 버섯전골이었는데, 마음 좋은 임 사부는 놀라운 맛이 나는 남은 버섯 육수를 건네준다. 그 후 지세이는 임 사부에게 산을 내려가자고 하고, 임 사부는 거절하며 대치하는 상황이 벌어지는데... 일단 쉬고 생각하는 건 어떨까?	พวกคุณ​มาถึง​รีสอร์ท​น้ำพุ​ร้อน​บน​ภูเขา​ และ​เห็น​หม้อ​เห็ด​ที่​กำลัง​ตุ๋น​อยู่​บน​กองไฟ​ หลังจากที่​คุณ​ลอง​ชิม​แล้ว​รู้สึก​ประทับใจ​มาก​ อาจารย์​หลิน​ผู้​ใจดี​จึง​ตัดสินใจ​นำ​เห็ด​ที่​เหลือ​มา​ตุ๋น​ทำ​เป็นน้ำ​ซุป​เข้มข้น​เพื่อ​ส่ง​ให้​คุณ​ ด้าน​ซาวันน่า​ขอให้​อาจารย์​หลิน​ลง​จาก​ภูเขา​ แต่​อาจารย์​หลิน​ปฏิเสธ​ ทั้งสองฝ่าย​เผชิญหน้า​กัน​อย่าง​ตึงเครียด​ สุดท้าย​คุณ​จึง​เสนอ​ให้​หยุดพัก​กัน​ก่อน​
1133605	2	202		1	200:activity_mountain_chapter_configuration_11	1133604			1	40000					99	0	4	0	0	1	2-5	2-5	2-5	2-5	2-5	2-5	山神候选	山神候選	Mountain Spirit Candidate	山神候補	산신 후보	ผู้สืบทอดเทพภูผา	第二天，林师傅依然不愿下山。鹿泽送你们离开，并保证自己会照顾好林师傅。你们这才知道，鹿泽已将林师傅其视为家人。路上，辞青为你讲解了耀州的秘辛，鹿泽作为山神候选，身份特殊。	第二天，林師傅依然不願下山。鹿澤送你們離開，並保證自己會照顧好林師傅。你們這才知道，鹿澤已將林師傅其視為家人。路上，辭青為你講解了耀州的秘辛，鹿澤作為山神候選，身份特殊。	The next day, Chef Lin remained resolute about staying on the mountain. Fawn bid you farewell, promising to look after Lin, revealing that he considered him family. On your way back, Savanna shared an anecdote about Yaozhou and explained that Fawn was a special candidate to succeed as the Mountain Spirit.	翌日、林師傅は依然として下山することを拒んだ。鹿沢はあなたたちを見送り、林の世話をすると約束してくれた。これで、鹿沢が林を家族のように思っていることが分かった。道中、辞青は耀州の秘密について話してくれたーー実は鹿沢は山神候補として選ばれた特別な人だということだった。	이튿날, 임 사부는 여전히 산을 내려가지 않겠다고 버틴다. 그러자 녹택은 일행을 배웅하며, 자신이 임 사부를 돌보겠다고 약속한다. 알고 보니 녹택은 임 사부를 가족처럼 여기고 있었다. 돌아가는 길, 지세이는 요주 타운의 얘기를 해 주며, 녹택이 산신 후보라고 하는데...	วัน​ถัดมา​ อาจารย์​หลิน​ยังคง​ไม่​ยอม​ลง​จาก​ภูเขา​ ลู่​เจ๋อ​จึง​พา​พวกคุณ​ออก​ไป​ และ​รับรอง​ว่า​จะ​ดูแล​อาจารย์​หลิน​ให้​ดี​ พวกคุณ​จึง​ได้​รู้​ว่า​ ลู่​เจ๋อ​ถือว่า​อาจารย์​หลิน​เป็น​เหมือน​ครอบครัว​ ระหว่างทาง​ ซาวันน่า​อธิบาย​ความลับ​ของ​เหยา​โจว​ให้​คุณ​ฟัง​ ใน​ฐานะ​ที่​ลู่​เจ๋อ​เป็น​ผู้สืบทอด​เทพ​ภูผา​ ตัวตน​ของ​เขา​นั้น​พิเศษ​
1133701	2	203		1	200:activity_mountain_chapter_configuration_13	1133605			1	50000					99	0	4	0	0	1	3-1	3-1	3-1	3-1	3-1	3-1	新朋旧友	新朋舊友	New and Old Friends	新知と旧友	새 친구와 옛 친구	เพื่อนเก่าเพื่อนใหม่	新曜节前夕，美食街摊位提前收摊。你们摊位广受好评，众人准备决赛。此时，玛莉娜出现，原来她为还人情特意来此寻找做松茸的厨师，得知是林师傅后，辞青决定上山一趟，你和艾可准备陪她上山。铃和祈留守摊位。	新曜節前夕，美食街攤位提前收攤。你們攤位廣受好評，眾人準備決賽。此時，瑪莉娜出現，原來她為還人情特意來此尋找做松茸的廚師，得知是林師傅後，辭青決定上山一趟，你和艾可準備陪她上山。鈴和祈留守攤位。	On the eve of the Lantern Rite, the food stalls on the food court closed early. Your stall had been a huge success, and you were preparing for the finals when Marlena appeared, searching for the chef who prepared the matsutake mushrooms—none other than Chef Lin. Savanna decided to head back up the mountain, and you and Echo agreed to accompany her while Linn and Qi stayed behind to manage the stall.	新曜祭の前夜、グルメストリートの屋台は早めに閉店した。あなたたちの屋台は大好評で、みんなは決勝戦の準備に取りかかっていた。その時、マリナが現れ、借りを返すために松茸を作る料理人を探していたことを伝えてきた。それが林だと分かると、辞青は再び山に入ることにした。あなたとアイコは彼女と一緒に山に行くことになり、リンと祈は屋台で留守番をすることになった。	신요제 축제 전야, 한발 앞서 맛남의 거리 점포 영업을 마친다. 호평을 받으며 다 함께 결승을 준비하게 된 상황에서 마리나가 나타난다. 마리나는 누군가에게 전에 진 신세를 갚기 위해 송이 요리사를 찾고 있다는데... 임 사부에 대해 알게 된 마리나는 지세이, 에코 그리고 당신과 함께 산에 오를 준비를 하고, 린과 기는 점포에 남는다	ก่อน​วัน​เทศกาล​สุริยัน​ ร้าน​ขาย​อาหาร​บน​ถนน​คน​เดิน​ได้​เก็บ​ร้าน​ก่อนเวลา​ ร้าน​ของ​คุณ​ได้รับ​การ​ชื่นชม​อย่าง​มาก​จาก​ผู้คน​ และ​ทุกคน​กำลัง​เตรียมตัว​สำหรับ​การแข่งขัน​รอบ​สุดท้าย​ ขณะนั้น​ มา​รี​น่า​ก็​ปรากฏตัว​ขึ้น​ ที่แท้​เธอ​มาตามหา​หัวหน้า​เชฟ​ที่​เป็น​คน​ทำ​เห็ด​มัตสึ​ทา​เกะ​เพื่อ​ตอบแทน​โดยเฉพาะ​ และ​ก็ได้​รู้​ว่า​เป็น​อาจารย์​หลิน​ ซาวันน่า​ตัดสินใจ​ขึ้น​เขา​ไป​ คุณ​และ​เอ​ค​โค​เตรียมตัว​ขึ้น​เขา​ไป​กับ​เธอ​ ส่วน​ลินน์​และ​ฉี​จะ​อยู่​เฝ้า​ร้าน​
