furnitureId	type	furnitureType	photoId	quality	showType	isLoad	prefab	decorationValue	source	goodsId	originalNum	goodsNum	hot	suitId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	fullName	fullName_zh_TW	fullName_en_UK	fullName_ja_JP	fullName_ko_KR	fullName_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
5800309		1	144:goods_icon_5800309	3	581	1	143:MaidCoffee_wall_01	36	0					5800300	1	实木	實木	Hardwood	無垢	원목	ไม้แท้	实木·墙纸	實木·牆紙	Hardwood - Wallpaper	無垢・壁紙	원목 벽지	ไม้แท้·วอลเปเปอร์	优质米板拼出的墙壁，有独特的木质清香	優質米板拼出的牆壁，有獨特的木質清香	The high-quality boards used to construct the wall emit a distinctive and pleasant wood aroma.	高品質の天然木で作られた壁。木の独特の香りが漂っている。	우수한 품질의 쌀판으로 만든 벽지이다. 독특한 나무 향기가 난다.	ผนัง​ที่​ประกอบ​ขึ้น​จาก​แผ่น​ไม้​คุณภาพ​สูง​ มี​กลิ่นหอม​ของ​ไม้​ที่​เป็น​เอกลักษณ์​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800310		2	144:goods_icon_5800310	3	581		143:MaidCoffee_floor_01	24	0					5800300	1	实木	實木	Hardwood	無垢	원목	ไม้แท้	实木·地板	實木·地板	Hardwood - Floorboards	オリジン・床	원목 바닥	ไม้แท้·พื้น	简单大方的实木地板	簡單大方的實木地板	Simple and stylish hardwood floorboards.	シンプルで	심플한 원목 바닥이다.	พื้น​ไม้​แท้​ที่​เรียบง่าย​และ​หรูหรา​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800201		3	144:goods_icon_5800201	4	581	1	143:MaidCoffee_bar_02	60	1	3000002	360	240		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·柜台	女僕·櫃台	Maid - Counter	メイド・カウンター	메이드 코너	เมด·เคาน์เตอร์	每块木板上都有可爱的猫猫爪印	每塊木板上都有可愛的貓貓爪印	All the wooden planks are adorned with adorable cat paw prints.	よく見ると、猫の肉球の跡が付いてる。	나무판마다 귀여운 고양이 발자국이 있다	บน​แผ่น​ไม้​มี​รอย​อุ้งเท้า​แมว​น่ารัก​ๆ​ อยู่​ทุก​แผ่น​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800202		4	144:goods_icon_5800202	4	581	1	143:MaidCoffee_barBg_02	48	1	3000002	288	192		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·操作台	女僕·操作台	Maid - Workstation	メイド・作業台	메이드 작업대	เมด·โต๊ะทำงาน	小白特意为操作台配置了背景灯，欢迎每位到来的客人	小白特意為操作台配置了背景燈，歡迎每位到來的客人	Shiro has added background lighting to the Workstation, creating a warm and inviting ambiance for all customers.	シロが設置したバックライト、暖かい雰囲気を醸し出す。	화이트는 특별히 패널에 배경 램프를 설치하여 모든 손님들을 환영했다.	ชิ​โระ​ติดตั้ง​แสง​พื้น​หลัง​ไว้​สำหรับ​โต๊ะทำงาน​โดยเฉพาะ​ ยินดีต้อนรับ​ลูกค้า​ทุกท่าน​ที่​เข้ามา​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800203		7	144:goods_icon_5800203	4	581	1	143:MaidCoffee_kitchenCorner_02	18	1	3000002	108	72		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·厨房	女僕·廚房	Maid - Kitchen	メイド・キッチン	메이드 주방	เมด·ห้องครัว	纯白的置物柜和粉色门帘优雅感性	純白的置物櫃和粉色門簾優雅感性	The white cabinets and pink curtains lend an air of refinement and elegance.	真っ白な置物棚とピンクのカーテン、優雅さと感性を漂わせる。	순백의 사물함과 핑크빛 도어커튼의 우아한 감성	ตู้​เก็บ​ของ​สี​ขาว​ล้วน​กับ​ม่าน​ประตู​สีชมพู​ที่​หรูหรา​งดงาม​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800204		8	144:goods_icon_5800204	4	581		143:MaidCoffee_catRoom_02	18	1	3000002	108	72		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·休息室	女僕·休息室	Maid - Lounge	メイド・休憩室	메이드 휴게실	เมด·ห้องพัก	挂满了猫咪照片，还摆着独家专供的女仆服饰	掛滿了貓咪照片，還擺著獨家專供的女僕服飾	Adorned with cat photos and exclusive maid uniforms.	猫の写真がいっぱい飾られている。	냥냥이 사진이 잔뜩 걸려 있고, 메이드 전용 의상도 진열되어 있다.	เต็มไปด้วย​ภาพ​ของ​แมว​เหมียว​ ทั้ง​ยัง​จัดวาง​ชุด​เม​ด​ที่​ทำ​ขึ้น​มา​โดยเฉพาะ​อีกด้วย​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800205		5	144:goods_icon_5800205	4	581		143:MaidCoffee_table_02	30	1	3000002	180	120		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·桌椅	女僕·桌椅	Maid - Dining Set	メイド・テーブル＆チェア	메이드 책상의자	เมด·โต๊ะและเก้าอี้	马卡龙色的桌椅，在食客们的建议下加高了椅背	馬卡龍色的桌椅，在食客們的建議下加高了椅背	Based on customer feedback, the macaron-colored furniture now features higher chair backs.	パステルカラーのテーブルとイス、お客様の提案により、背もたれを高くした。	마카롱 색의 책상의자. 손님들의 요구에 따라 등받이를 높였다.	โต๊ะ​เก้าอี้​สีมา​กา​รอง​ เพิ่ม​ที่​พิง​หลัง​ให้​สูง​ขึ้น​ตามคำแนะนำ​ของ​ลูกค้า​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800206		10	144:goods_icon_5800206	4	581		143:MaidCoffee_restCorner_02	18	1	3000002	108	72		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·边桌	女僕·邊桌	Maid - Side Table	メイド・カウンター席	메이드 사이드 테이블	เมด·โต๊ะเล็ก	粉色的座椅加上特莉丝、艾可的人形立牌，让这里成为食客打卡热门地点	粉色的座椅加上特莉絲、艾可的人形立牌，讓這裡成為食客打卡熱門地點	The pink chairs and life-size cutouts of Triss and Echo have made this area a popular photo spot for diners.	ピンク色の椅子にトリスとアイコの手乗りサイズパネル、SNS映えスポットとして大きな人気を集めた。	핑크색 시트에 트리스, 에코의 등신대를 입혔다. 손님들의 핫플레이스로 유명하다.	เก้าอี้​สีชมพู​บวก​กับ​ส​แตน​ดี้​ของ​ท​ริ​ส​และ​เอ​ค​โค​ ทำให้​ที่นี่​กลายเป็น​สถานที่​ยอดนิยม​ที่​ลูกค้า​ต่าง​ก็​มา​เช็ค​อิน​กัน​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800207		6	144:goods_icon_5800207	4	581		143:MaidCoffee_sofa_02	30	1	3000002	180	120		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·沙发	女僕·沙發	Maid - Couch	メイド・ソファー	메이드 소파	เมด·โซฟา	它柔软的坐垫和靠背，让你感受到轻松与舒适	它柔軟的坐墊和靠背，讓你感受到輕鬆與舒適	Its soft cushions and backrest ensure a truly relaxing and comfortable experience.	ソフトなクッション付き座椅子、快適な座り心地を叶える。	말랑말랑한 쿠션과 등받이가 기분 좋게 받쳐줘 편안함을 느끼게 한다.	เบาะ​นั่ง​และ​เบาะ​พิง​หลัง​ที่​นุ่มนิ่ม​ของ​มัน​ ทำให้​คุณ​รู้สึก​ผ่อนคลาย​และ​สบาย​ตัว​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800208		9	144:goods_icon_5800208	4	581		143:MaidCoffee_doorCornor_02	18	1	3000002	108	72		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·门口	女僕·門口	Maid - Doorway	メイド・玄関装飾	메이드 문	เมด·ประตู	门口的置物板上贴满了店员的小卡，进门后还可以看到小白独家合影板	門口的置物板上貼滿了店員的小卡，進門後還可以看到小白獨家合影板	The shelf by the doorway showcases staff cards, and once you step inside, you'll find Shiro's exclusive photo board.	店員たちのシャキがたくさん飾られている、玄関に入るとシロの等身大パネルが見える。	입구 선반에는 점원의 카드가 가득 붙어 있다. 들어오면 화이트의 단독 사진집도 볼 수 있다.	บน​ชั้นวางของ​ที่อยู่​ตรง​ประตู​เต็มไปด้วย​บัตร​ของ​พนักงาน​ใน​ร้าน​ เมื่อ​เข้ามา​ก็​จะ​เห็น​บอร์ด​ถ่ายรูป​หมู่​สุด​พิเศษ​ของ​ชิ​โระ​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800209		1	144:goods_icon_5800209	4	581	1	143:MaidCoffee_wall_02	54	1	3000002	324	216		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·墙纸	女僕·牆紙	Maid - Wallpaper	メイド・壁紙	메이드 벽지	เมด·วอลเปเปอร์	粉粉嫩嫩配色的墙纸，听说是可爱的男孩子的最爱	粉粉嫩嫩配色的牆紙，聽說是可愛的男孩子的最愛	The pinkish wallpaper is a favorite among charming young boys.	ピンク色の壁紙、乙女心をそそる。	분홍분홍한 느낌의 벽지. 귀여운 남자아이의 최애라고 한다.	วอลเปเปอร์​ที่​ประกอบด้วย​สีชมพู​อ่อน​ ๆ​ ได้ข่าว​ว่า​เด็กผู้ชาย​น่ารัก​ๆ​ ชอบ​กัน​มาก​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800210		2	144:goods_icon_5800210	4	581		143:MaidCoffee_floor_02	36	1	3000002	216	144		5800200	1	女仆	女僕	Maid	メイド	메이드	เมด	女仆·地板	女僕·地板	Maid - Floorboards	メイド・床	메이드 바닥	เมด·พื้น	有褐色菱格纹路的大理石地面	有褐色菱格紋路的大理石地面	The flooring boasts a beautiful brown diamond-patterned marble design.	茶色のダイヤモンド模様のマーブルフローリング。	갈색 퀼팅 무늬가 있는 대리석 바닥	พื้น​หินอ่อน​ที่​มี​ลาย​สี่เหลี่ยมข้าวหลามตัด​สีน้ำตาล​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800101		3	144:goods_icon_5800101	2	581	1	143:MaidCoffee_bar_00	20	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·柜台	初始·櫃台	Original - Counter	オリジン・カウンター	기본 카운터	ดั้งเดิม·เคาน์เตอร์	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800102		4	144:goods_icon_5800102	2	581	1	143:MaidCoffee_barBg_00	16	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·操作台	初始·操作台	Original - Workstation	オリジン・作業台	기본 작업대	ดั้งเดิม·โต๊ะทำงาน	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800103		7	144:goods_icon_5800103	2	581	1	143:MaidCoffee_kitchenCorner_00	6	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·厨房	初始·廚房	Original - Kitchen	オリジン・キッチン	기본 주방	ดั้งเดิม·ห้องครัว	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800104		8	144:goods_icon_5800104	2	581		143:MaidCoffee_catRoom_00	6	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·休息室	初始·休息室	Original - Lounge	オリジン・休憩室	기본 휴게실	ดั้งเดิม·ห้องพัก	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800105		5	144:goods_icon_5800105	2	581		143:MaidCoffee_table_00	10	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·桌椅	初始·桌椅	Original - Dining Set	オリジン・テーブル＆チェア	기본 책상의자	ดั้งเดิม​·​โต๊ะ​และ​เก้าอี้​	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800106		10	144:goods_icon_5800106	2	581		143:MaidCoffee_restCorner_00	6	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·边桌	初始·邊桌	Original - Side Table	オリジン・カウンター席	기본 사이드 테이블	ดั้งเดิม·โต๊ะเล็ก	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800107		6	144:goods_icon_5800107	2	581		143:MaidCoffee_sofa_00	10	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·沙发	初始·沙發	Original - Couch	オリジン・ソファー	기본 소파	ดั้งเดิม·โซฟา	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800108		9	144:goods_icon_5800108	2	581		143:MaidCoffee_doorCorner_00	6	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·门口	初始·門口	Original - Doorway	オリジン・玄関装飾	기본 문	ดั้งเดิม·ประตู	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800109		1	144:goods_icon_5800109	2	581	1	143:MaidCoffee_wall_00	18	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·墙纸	初始·牆紙	Original - Wallpaper	オリジン・壁紙	기본 벽지	ดั้งเดิม·วอลเปเปอร์	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
5800110		2	144:goods_icon_5800110	2	581		143:MaidCoffee_floor_00	12	1					5800100	1	初始	初始	Original	オリジン	기본	ดั้งเดิม	初始·地板	初始·地板	Original - Floorboards	オリジン・床	기본 바닥	ดั้งเดิม·พื้น	餐厅最初的样子	餐廳最初的樣子	What the cafe originally looked like.	レストランの最初の様子。	카페테리아 기본 모양	หน้าตา​แรกเริ่ม​สุด​ของ​คาเฟ่​	用于餐厅装修	用於餐廳裝修	For cafe decoration.	レストランのインテリアに使用される	카페테리아 인테리어에 사용	ใช้สำหรับตกแต่งคาเฟ่
