id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectId	effectNum	Maxnum	cardId	needNum	fusion	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
670104003	67	671	4	-1	523	0	6:goods_icon_670104003	301	4199006	100		6404003	10	1	1	猫头鹰猫的基因	貓頭鷹貓的基因	Hootie's Gene	フクロウの遺伝子	부엉냥 유전자	ยีนของแคทอาวล์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104004	67	671	4	-1	523	0	6:goods_icon_670104004	301	4199006	100		6404004	10	1	1	蒸汽动力的基因	蒸汽動力的基因	Steam Power's Gene	スチーム時代の遺伝子	스팀펑크냥 유전자	ยีนของสตีมพังค์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104005	67	671	5	-1	523	0	6:goods_icon_670104005	301	4199006	100		6404005	10	1	1	章鱼猫丸的基因	章魚貓丸的基因	Takoyaki Treat's Gene	タコ丸の遺伝子	타코야키냥 유전자	ยีนของทาโกะแคท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104006	67	671	4	-1	523	0	6:goods_icon_670104006	301	4199006	100		6404006	10	1	1	学无止境的基因	學無止境的基因	Scholarpurr's Gene	果て無き学問の海の遺伝子	모범생냥 유전자	ยีนของสตาดี้แคท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104007	67	671	4	-1	523	0	6:goods_icon_670104007	301	4199006	100		6404007	10	1	1	葱花虾饺的基因	蔥花蝦餃的基因	Shrimp Dumpling's Gene	エビ蒸餃子の遺伝子	새우딤섬냥 유전자	ยีนของพาร์เฟ่ต์กุ้ง	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104008	67	671	5	-1	523	0	6:goods_icon_670104008	301	4199006	100		6404008	10	1	1	海湾救援的基因	海灣救援的基因	Lifeguard's Gene	海湾レスキュー隊の遺伝子	해안구조대 유전자	ยีนของเซฟตี้แคท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104009	67	671	5	-1	523	0	6:goods_icon_670104009	301	4199006	100		6404009	10	1	1	珍珠之泪的基因	珍珠之淚的基因	Pearl Tears's Gene	真珠の涙の遺伝子	진주의 눈물 유전자	ยีนของเพิร์ลเทียร์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104010	67	671	4	-1	523	0	6:goods_icon_670104010	301	4199006	100		6404010	10	1	1	猫太狼的基因	貓太狼的基因	Woof!'s Gene	にゃん太郎の遺伝子	늑대냥 유전자	ยีนของแคทวูล์ฟ	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105001	67	671	4	-1	523	0	6:goods_icon_670105001	301	4199006	100		6405001	10	1	1	迷糊鬼的基因	迷糊鬼的基因	Okie Dopey's Gene	ドジっ子の遺伝子	어지럽냥 유전자	ยีนของวิญญาณจอมมึน	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105002	67	671	4	-1	523	0	6:goods_icon_670105002	301	4199006	100		6405002	10	1	1	芝麻糊糊的基因	芝麻糊糊的基因	Sesame's Gene	黒ごまの遺伝子	바둑이냥 유전자	ยีนของงาขาวเข้มข้น	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105003	67	671	3	-1	523	0	6:goods_icon_670105003	301	4199006	100		6405003	10	1	1	心动瞬间的基因	心動瞬間的基因	Tempted Moment's Gene	ドキめく瞬間の遺伝子	두근두근냥 유전자	ยีนของเหมียวสะกดใจ	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105004	67	671	4	-1	523	0	6:goods_icon_670105004	301	4199006	100		6405004	10	1	1	香芋啵啵的基因	香芋啵啵的基因	Taro Popping's Gene	ミルクティーの遺伝子	줄무늬냥 유전자	ยีนของทาโร่บับเบิ้ล	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105005	67	671	3	-1	523	0	6:goods_icon_670105005	301	4199006	100		6405005	10	1	1	红豆沙的基因	紅豆沙的基因	Adzuki's Gene	こしあんの遺伝子	팥앙금냥 유전자	ยีนของเรดบีน	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105006	67	671	3	-1	523	0	6:goods_icon_670105006	301	4199006	100		6405006	10	1	1	呆呆瓜的基因	呆呆瓜的基因	Derpy Darling's Gene	天然の遺伝子	멍때리냥 유전자	ยีนของเหมียวจอมเซ่อ	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105007	67	671	3	-1	523	0	6:goods_icon_670105007	301	4199006	100		6405007	10	1	1	星星闪烁的基因	星星閃爍的基因	Twinkle Spark's Gene	キラ星の遺伝子	샤이닝 스타 유전자	ยีนของสตาร์ไชน์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105008	67	671	4	-1	523	0	6:goods_icon_670105008	301	4199006	100		6405008	10	1	1	芒果布丁的基因	芒果布丁的基因	Mango Pudding's Gene	マンゴープリンの遺伝子	망고푸딩 유전자	ยีนของพุดดิ้งแมงโก้	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105009	67	671	3	-1	523	0	6:goods_icon_670105009	301	4199006	100		6405009	10	1	1	焦糖布丁基因	焦糖布丁基因	Caramalico's Gene	キャラメルプリンの遺伝子	카라멜 푸딩 유전자	ยีนของพุดดิ้งคาราเมล	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105010	67	671	4	-1	523	0	6:goods_icon_670105010	301	4199006	100		6405010	10	1	1	草莓奶昔的基因	草莓奶昔的基因	Strawberry Shake's Gene	イチゴフラッペの遺伝子	딸기스무디 유전자	ยีน​ของ​สตรอว์เบอร์รี​มิลก์​เชค​	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105011	67	671	4	-1	523	0	6:goods_icon_670105011	301	4199006	100		6405011	10	1	1	暴躁喵弟的基因	暴躁喵弟的基因	Temper Tantrum's Gene	暴れん坊の遺伝子	남동생냥 유전자	ยีนของจอมเกรี้ยวกราด	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105012	67	671	4	-1	523	0	6:goods_icon_670105012	301	4199006	100		6405012	10	1	1	精致喵喵的基因	精緻喵喵的基因	Pristine's Gene	ミス・エレガントの遺伝子	모범냥냥 유전자	ยีนของเพอร์เฟกต์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105013	67	671	3	-1	523	0	6:goods_icon_670105013	301	4199006	100		6405013	10	1	1	小可爱的基因	小可愛的基因	Lil' Cutie's Gene	ボニータの遺伝子	귀요미냥 유전자	ยีนของคิ้วท์ตี้	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105014	67	671	3	-1	523	0	6:goods_icon_670105014	301	4199006	100		6405014	10	1	1	追星族的基因	追星族的基因	Groupie's Gene	追っかけの遺伝子	팬클럽냥 유전자	ยีนของสตาร์เชสเซอร์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105015	67	671	3	-1	523	0	6:goods_icon_670105015	301	4199006	100		6405015	10	1	1	夹心饼干的基因	夾心餅乾的基因	Sandwich Biscuit's Gene	ビスケットサンドの遺伝子	크래커냥 유전자	ยีนของแซนด์วิชบิสกิต	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105016	67	671	3	-1	523	0	6:goods_icon_670105016	301	4199006	100		6405016	10	1	1	眩晕时刻的基因	眩暈時刻的基因	Dizzy Daisy's Gene	クラクラタイムの遺伝子	좋아서기절냥 유전자	ยีนของดิสซี่	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105017	67	671	3	-1	523	0	6:goods_icon_670105017	301	4199006	100		6405017	10	1	1	摩卡可可的基因	摩卡可可的基因	Mocha's Gene	モカココアの遺伝子	모카 코코아 유전자	ยีนของมอคค่าโกโก้	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105018	67	671	4	-1	523	0	6:goods_icon_670105018	301	4199006	100		6405018	10	1	1	普罗喵斯的基因	普羅喵斯的基因	Promeows's Gene	エバーラベンダーの遺伝子	플로냥스 유전자	ยีนของพรอมิแคท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105019	67	671	3	-1	523	0	6:goods_icon_670105019	301	4199006	100		6405019	10	1	1	橙子汽水的基因	柳丁汽水的基因	Clementine's Gene	オレンジソーダの遺伝子	오렌지 에이드 유전자	ยีนของโซดาส้ม	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670105020	67	671	3	-1	523	0	6:goods_icon_670105020	301	4199006	100		6405020	10	1	1	淘气包的基因	淘氣包的基因	Rascal's Gene	やんちゃ坊主の遺伝子	장난꾸러기 유전자	ยีนของเหมียวจอมซน	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
