id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectId	effectNum	status	辅助列	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
114008	10	101	4	1	601	0	18:card_icon_114008_1	0	0	0	1	云沛	墨蕴寻真	墨蘊尋真	Truths & Ink	墨韻追跡	진리의 나침반	คำลับแห่งหมึก	用于解锁云沛的墨蕴寻真。	用於解鎖雲沛的墨蘊尋真。	Unlocks Yunpei: Truths & Ink.	雲沛･墨韻追跡を解放するのに使える。	운비의 진리의 나침반 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "คำ​ลับ​แห่ง​หมึก" ​ของ​หยุ​น​เพ่​ย​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
114001	10	101	5	1	601	0	18:card_icon_114001_1	0	0	0	1	云沛	夕雪晚照	夕雪晚照	Sunset Radiance	夕雪晩照	이브닝 스노우	ตะวันลับฟ้า	用于解锁夕雪晚照。	用於解鎖夕雪晚照。	Unlocks the skin Sunset Radiance.	雲沛･夕雪晩照を解放するのに使える。	이브닝 스노우 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ตะวัน​ลับ​ฟ้า"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904001	10	101	3	1	601	0	18:card_icon_4001_1	0	0	0	1	玛拉	憎恶斗者	憎惡鬥者	Fury Fighter	憎悪の闘士	증오의 투사	นักสู้สาว	用于解锁憎恶斗者。	用於解鎖憎惡鬥者。	Unlocks the skin Fury Fighter.	マーラ･憎悪の闘士を解放するのに使える。	증오의 투사 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "นัก​สู้​สาว"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904002	10	101	3	1	601	0	18:card_icon_4002_1	0	0	0	1	通夜	守夜人	守夜人	Night Watch	夜回り	나이트 가디언	ผู้เฝ้าระวังยามราตรี	用于解锁守夜人。	用於解鎖守夜人。	Unlocks the skin Night Watch.	テツヤ･夜回りを解放するのに使える。	나이트 가디언 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ผู้เฝ้าระวังยามราตรี"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904005	10	101	4	1	601	0	18:card_icon_4005_1	0	0	0	1	刀客	修习者	修習者	Blade Master	修行者	수행자	ผู้ฝึกตน	用于解锁修习者。	用於解鎖修習者。	Unlocks the skin Blade Master.	剣客･修行者を解放するのに使える。	수행자 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ผู้ฝึกตน"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904006	10	101	3	1	601	0	18:card_icon_4006_1	0	0	0	1	阿嘘	电玩怪客	電玩怪客	Pro Gamer	ゲームオタク	게임 마스터	อัลติเมทเกมเมอร์	用于解锁电玩怪客。	用於解鎖電玩怪客。	Unlocks the skin Pro Gamer.	キョーヤ･ゲームオタクを解放するのに使える。	게임 마스터 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "อัล​ติ​เมท​เกม​เมอร์"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904009	10	101	4	1	601	0	18:card_icon_4009_1	0	0	0	1	瑞德	欺诈小丑	欺詐小丑	Wicked Clown	ピエロ	조커	โจ๊กเกอร์	用于解锁欺诈小丑。	用於解鎖欺詐小丑。	Unlocks the skin Wicked Clown.	レド･ピエロを解放するのに使える。	조커 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "โจ๊กเกอร์"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904010	10	101	4	1	601	0	18:card_icon_4010_1	0	0	0	1	伊雷	爆裂火山	爆裂火山	Gas Punk	爆裂火山	볼케이노	ลาวาเบิร์ส	用于解锁爆裂火山。	用於解鎖爆裂火山。	Unlocks the skin Gas Punk.	イーリー･爆裂火山を解放するのに使える。	볼케이노 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ลาวาเบิร์ส"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904014	10	101	5	1	601	0	18:card_icon_4014_1	0	0	0	1	依琳	苍白舞者	蒼白舞者	Ashen Dancer	ホワイトダンサー	페일 댄서	ไวท์ชาโดว์	用于解锁苍白舞者。	用於解鎖蒼白舞者。	Unlocks the skin Ashen Dancer.	エリン･ホワイトダンサーを解放するのに使える。	페일 댄서 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ไวท์​ชา​โด​ว์"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904015	10	101	4	1	601	0	18:card_icon_4015_1	0	0	0	1	兔子玩偶	怪力巨兔	怪力巨兔	Mighty Bunny	ジャイアントラビット	자이언트 래빗	ตุ๊กต่ายยักษ์	用于解锁怪力巨兔。	用於解鎖怪力巨兔。	Unlocks the skin Mighty Bunny.	ウサギのぬいぐるみ･ジャイアントラビットを解放するのに使える。	자이언트 래빗 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ตุ๊ก​ต่าย​ยักษ์"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904020	10	101	4	1	601	0	18:card_icon_4020_1	0	0	0	1	杰克皇	时运失衡	時運失衡	Bad Luck	アンバランス	포츈 언밸런스	โชคไม่เข้าข้าง	用于解锁时运失衡。	用於解鎖時運失衡。	Unlocks the skin Bad Luck.	ジャック･ザ･キング･アンバランスを解放するのに使える。	포츈 언밸런스 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "โชค​ไม่​เข้าข้าง"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904022	10	101	4	1	601	0	18:card_icon_4022_1	0	0	0	1	死神	夺魂之镰	奪魂之鐮	Soul Taker	収穫の時期	소울사이드	โซลริปเปอร์	用于解锁夺魂之镰。	用於解鎖奪魂之鐮。	Unlocks the skin Soul Taker.	シニガミ･収穫の時期を解放するのに使える。	소울사이드 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "โซล​ริ​ป​เปอร์"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904025	10	101	4	1	601	0	18:card_icon_4025_1	0	0	0	1	文森特	孤独绅士	孤獨紳士	Lonely Gentleman	ロンリージェントルマン	미스터래빗	ยอดสุภาพบุรุษ	用于解锁孤独绅士。	用於解鎖孤獨紳士。	Unlocks the skin Lonely Gentleman.	ヴィンセント･ロンリージェントルマンを解放するのに使える。	미스터래빗 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ยอด​สุภาพบุรุษ"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904026	10	101	4	1	601	0	18:card_icon_4026_1	0	0	0	1	卡萝尔	落寞淑女	落寞淑女	Solitary Maiden	ロンリーレディ	미스래빗	เลดี้ผู้โดดเดี่ยว	用于解锁落寞淑女。	用於解鎖落寞淑女。	Unlocks the skin Solitary Maiden.	カロル･ロンリーレディを解放するのに使える。	미스래빗 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "เลดี้​ผู้​โดดเดี่ยว"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904031	10	101	4	1	601	0	18:card_icon_4031_1	0	0	0	1	狂傲战士	钢铁傀儡	鋼鐵傀儡	Steel Sentinel	鋼鉄の傀儡	아이언 퍼펫	หุ่นเชิดเหล็กกล้า	用于解锁钢铁傀儡。	用於解鎖鋼鐵傀儡。	Unlocks the skin Steel Sentinel.	プライドウォーリア･鋼鉄の傀儡を解放するのに使える。	아이언 퍼펫 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "หุ่นเชิด​เหล็กกล้า"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904033	10	101	4	1	601	0	18:card_icon_4033_1	0	0	0	1	赛尔	恶念残响	惡念殘響	Wicked Thoughts	悪念残響	이블 마인드	รอยคิดชั่วร้าย	用于解锁恶念残响。	用於解鎖惡念殘響。	Unlocks the skin Wicked Thoughts.	サイル･悪念残響を解放するのに使える。	이블 마인드 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "รอยคิดชั่วร้าย"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904034	10	101	4	1	601	0	18:card_icon_4034_1	0	0	0	1	奈绪	癔症粉丝	癔症粉絲	Hysterical Fan	ヒステリックファン	사생팬	แฟนคลับผู้คลั่งไคล้	用于解锁癔症粉丝。	用於解鎖癔症粉絲。	Unlocks the skin Hysterical Fan.	奈緒･ヒステリックファンを解放するのに使える。	사생팬 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "แฟนคลับ​ผู้​คลั่งไคล้"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904041	10	101	3	1	601	0	18:card_icon_4041_1	0	0	0	1	米特	噬血魔女	噬血魔女	Bloodthirster	血狂いの魔女	서큐버스	ราชินีเลือด	用于解锁噬血魔女。	用於解鎖噬血魔女。	Unlocks the skin Bloodthirster.	ミター･血狂いの魔女を解放するのに使える。	서큐버스 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ราชินี​เลือด"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
904043	10	101	3	1	601	0	18:card_icon_4043_1	0	0	0	1	维斯特	命运审判	命運審判	Fate's Judgment	運命の審判	페이트 저지먼트	ชะตาพิพากษา	用于解锁命运审判。	用於解鎖命運審判。	Unlocks Fate's Judgment.	ウエスト･運命の審判を解放するのに使える。	페이트 저지먼트 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ชะตา​พิพากษา"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
908002	10	101	4	1	601	0	18:card_icon_8002_1	0	0	0	1	肖特朗	濒死血液	瀕死血液	Sanguine Death	アンデッドブラッド	다잉 블러드	โลหิตมรณา	用于解锁濒死血液。	用於解鎖瀕死血液。	Unlocks the skin Sanguine Death.	チャートランド･アンデッドブラッドを解放するのに使える。	다잉 블러드 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "โลหิต​มร​ณา"​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
115008	10	101	5	1	601	0	18:card_icon_115008_1	0	0	0	1	奥尔嘉	除障者	除障者	Bombshell	障害突破	옵타클 리무버	จอมกวาดล้าง	用于解锁奥尔嘉的除障者。	用於解鎖奧爾嘉的除障者。	Unlocks Olga: Bombshell.	オルガ･障害突破を解放するのに使える。	올가의 옵타클 리무버 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "จอมกวาดล้าง" ​ของ​ออ​ลก้า​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
127008	10	101	5	1	601	0	18:card_icon_127008_1	0	0	0	1	祈	碧魂灯	碧魂燈	Soul Lanterns	碧魂灯	벽혼등	โคมวิญญาณ	用于解锁祈的碧魂灯。	用於解鎖祈的碧魂燈。	Unlocks Qi: Soul Lanterns.	祈･碧魂灯を解放するのに使える。	기의 벽혼등 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "โคม​วิญญาณ" ​ของ​ฉี​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
130008	10	101	5	1	601	0	18:card_icon_130008_1	0	0	0	1	达妮卡	暗巷星火	暗巷星火	Ember in Dark	路地裏の火花	다크 레인 파이어	ประกายไฟทมิฬ	用于解锁达妮卡的暗巷星火。	用於解鎖達妮卡的暗巷星火。	Unlocks Danica: Ember in Dark.	ダニカ･路地裏の火花を解放するのに使える。	다니카의 다크 레인 파이어 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ประกายไฟ​ทมิฬ" ​ของ​ดา​นิ​ก้า​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
131008	10	101	5	1	601	0	18:card_icon_131008_1	0	0	0	1	依莲娜	粉红风暴	粉紅風暴	Beauty Cutie	ピンクストーム	스트롱 핑크	พิงก์สตอร์ม	用于解锁依莲娜的粉红风暴。	用於解鎖依蓮娜的粉紅風暴。	Unlocks Evelina: Beauty Cutie.	イブリーナ･ピンクストームを解放するのに使える。	에블리나의 스트롱 핑크 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "พิงก์​สตอร์ม" ​ของ​เอ​เว​ลิ​นา​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
117008	10	101	5	1	601	0	18:card_icon_117008_1	0	0	0	1	娜芙瑞特	秘域访客	秘域訪客	Mystic Visitor	シークレットビジター	시크릿 게스트	ผู้มาเยือนปริศนา	用于解锁娜芙瑞特的秘域访客。	用於解鎖娜芙瑞特的秘域訪客。	Unlocks Nofret: Mystic Visitor.	ノフレト･シークレットビジターを解放するのに使える。	노프레트 카마트의 시크릿 게스트 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ผู้มาเยือน​ปริศนา" ​ของ​เนเฟรต​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
121008	10	101	5	1	601	0	18:card_icon_121008_1	0	0	0	1	海蕾	清道夫之夜	清道夫之夜	Purifier's Waltz	スカベンジャーズナイト	스케빈저 나이트	ค่ำคืนกวาดล้าง	用于解锁海蕾的清道夫之夜。	用於解鎖海蕾的清道夫之夜。	Unlocks Hailey: Purifier's Waltz.	ヘイリー･スカベンジャーズナイトを解放するのに使える。	헤일리의 스케빈저 나이트 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ค่ำคืน​กวาดล้าง" ​ของ​เฮย์ลีย์​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
103006	10	101	5	1	615	0	18:card_icon_103006_1	0	0	0	1	特莉丝	疯人院	瘋人院	Bedlam	マッドハウス	정신병동	บุปผาแห่งความวุ่นวาย	用于解锁特莉丝的疯人院。	用於解鎖特莉絲的瘋人院。	Unlocks Triss: Bedlam.	トリス･マッドハウスを解放するのに使える。	트리스의 정신병동 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "บุปผา​แห่ง​ความวุ่นวาย" ​ของ​ท​ริ​ส​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
105004	10	101	4	1	601	0	18:card_icon_105004_1	0	0	0	1	内特	碎夜疾霆	碎夜疾霆	Thunderous Shatter	シャタードナイトサンダー	썬더 브레이크	สายฟ้ารัตติกาล	用于解锁内特的碎夜疾霆。	用於解鎖內特的碎夜疾霆。	Unlocks Nate: Thunderous Shatter.	ネイト･シャタードナイトサンダーを解放するのに使える。	네이트의 썬더 브레이크 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "สายฟ้า​รัตติกาล" ​ของ​เนท​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
106009	10	101	5	1	628	0	18:card_icon_106009_1	0	0	0	1	小音	耀夜之星	耀夜之星	Luminous Star	モーニングスター	나이트 스타	ดวงดาวรัตติกาล	用于解锁小音的耀夜之星。	用於解鎖小音的耀夜之星。	Unlocks Poppy: Luminous Star.	イナ･モーニングスターを解放するのに使える。	이나의 나이트 스타 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "ดวงดาว​รัตติกาล" ​ของ​อิ​นะ​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
107010	10	101	5	1	601	0	18:card_icon_107010_1	0	0	0	1	伊德	诡夜雾行	詭夜霧行	Nightshroud	ナイトウォーカー	나이트 어쌔신	หมอกแห่งราตรี	用于解锁伊德的诡夜雾行。	用於解鎖伊德的詭夜霧行。	Unlocks Idego: Nightshroud.	イード･ナイトウォーカーを解放するのに使える。	에이드의 나이트 어쌔신 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "หมอก​แห่ง​ราตรี" ​ของ​เอ็ด​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
123008	10	101	5	1	601	0	18:card_icon_123008_1	0	0	0	1	莲	絵空事	繪空事	Pipe Dream	絵空事	비현실	เงามืดมายา	用于解锁赤沼莲的絵空事。	用於解鎖赤沼蓮的繪空事。	Unlocks Akanuma Ren: Pipe Dream.	赤沼蓮･絵空事を解放するのに使える。	아카누마 렌의 비현실 해제 시 사용된다	ใช้​ใน​การ​ปลดล็อก​ "เงามืดมายา" ​ของ​อา​คา​นุ​มะ​ เร็น​	若已获得该战斗员，则会获得对应的核心。	若已獲得該戰鬥員，則會獲得對應的核心。	If you already own this Combatant, you will receive the corresponding Core instead.	入手済みの戦闘員を再び獲得すると、当該戦闘員の核心に変換される。	보유 중인 전투원 획득 시, 대응되는 코어를 획득합니다.	หาก​มี​ตัวละคร​นี้​อยู่แล้ว​ ก็​จะ​ได้รับ​แกน​หลัก​ที่​สอดคล้องกัน​
