id	type	showType	quality	openType	openParameter	photoId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
8700028	49	491	5	0	0	6:goods_icon_8700006	1	毛色-晚樱	毛色-晚櫻	Fur Color - Cherry Pink	毛色-ピンク	털 색상-연분홍색	สีขน-ซากุระ	温柔与神秘的完美结合，浪漫又梦幻。	溫柔與神秘的完美結合，浪漫又夢幻。	A perfect blend of gentleness and mystery, romantic and dreamlike.	優しさとミステリアスさの完璧な調和、ロマンティックな夢のよう。	부드럽고 신비한 느낌의 완벽한 조합, 낭만적이기도 하고 몽환적이기도 하다.	การ​ผสมผสาน​ที่​ลงตัว​ระหว่าง​ความอ่อนโยน​และ​ความลึกลับ​ ทั้ง​โรแมนติก​และ​มหัศจรรย์​	温柔与神秘的完美结合，浪漫又梦幻。	溫柔與神秘的完美結合，浪漫又夢幻。	A perfect blend of gentleness and mystery, romantic and dreamlike.	優しさとミステリアスさの完璧な調和、ロマンティックな夢のよう。	부드럽고 신비한 느낌의 완벽한 조합, 낭만적이기도 하고 몽환적이기도 하다.	การ​ผสมผสาน​ที่​ลงตัว​ระหว่าง​ความอ่อนโยน​และ​ความลึกลับ​ ทั้ง​โรแมนติก​และ​มหัศจรรย์​
8700029	49	491	5	0	0	6:goods_icon_8700007	1	毛色-绛紫	毛色-絳紫	Fur Color - Dark Purple	毛色-ダークパープル	털 색상-자주색	สีขน-ม่วงเข้ม	沉静庄重的绛紫，迷人而又独特。	沉靜莊重的絳紫，迷人而又獨特。	Sober and dignified, the deep purple is captivating and distinctive.	落ち着いた風格のある紫色、魅力的でユニーク。	평온하고 정중한 자주색, 매력적이고 독특하다.	สีม่วง​เข้ม​ที่​สงบเสงี่ยม​ น่าหลงใหล​และ​มี​เอกลักษณ์​เฉพาะตัว​	沉静庄重的绛紫，迷人而又独特。	沉靜莊重的絳紫，迷人而又獨特。	Sober and dignified, the deep purple is captivating and distinctive.	落ち着いた風格のある紫色、魅力的でユニーク。	평온하고 정중한 자주색, 매력적이고 독특하다.	สีม่วง​เข้ม​ที่​สงบเสงี่ยม​ น่าหลงใหล​และ​มี​เอกลักษณ์​เฉพาะตัว​
8700030	49	491	5	0	0	6:goods_icon_8700008	1	毛色-碧空	毛色-碧空	Fur Color - Sky Blue	毛色-クリアブルー	털 색상-비취색	สีขน-ฟ้าใส	空中的云朵，好似棉花糖一般。	空中的雲朵，好似棉花糖一般。	The clouds above are as fluffy as marshmallow confections.	宙に浮く雲の綿菓子のよう。	하늘 위에 있는 구름, 솜사탕처럼 보인다.	ก้อน​เมฆ​บน​ท้องฟ้า​ ดู​เหมือนกับ​ขนม​สายไหม​ก็​ไม่​ปาน​	空中的云朵，好似棉花糖一般。	空中的雲朵，好似棉花糖一般。	The clouds above are as fluffy as marshmallow confections.	宙に浮く雲の綿菓子のよう。	하늘 위에 있는 구름, 솜사탕처럼 보인다.	ก้อน​เมฆ​บน​ท้องฟ้า​ ดู​เหมือนกับ​ขนม​สายไหม​ก็​ไม่​ปาน​
8700031	49	491	5	0	0	6:goods_icon_8700009	1	毛色-远海	毛色-遠海	Fur Color - Distant Sea	毛色-グレイブルー	털 색상-바다 남색	สีขน-ทะเลลึก	蓝天与碧海相互交融，只留下一片蔚蓝。	藍天與碧海相互交融，只留下一片蔚藍。	The blue sky and the azure sea merge into one, leaving behind a canvas of cerulean.	青い空と青い海が混ざり合い、ブルーだけが残る。	하늘과 바다가 맞닿은 곳, 하늘의 색만이 남았다.	ท้อง​นภา​สี​ฟ้า​และ​ทะเล​สี​เขียว​มรกต​หลอม​รวมกัน​เป็นหนึ่ง​ จน​เหลือ​เพียงแค่​ทิวทัศน์​สี​คราม​	蓝天与碧海相互交融，只留下一片蔚蓝。	藍天與碧海相互交融，只留下一片蔚藍。	The blue sky and the azure sea merge into one, leaving behind a canvas of cerulean.	青い空と青い海が混ざり合い、ブルーだけが残る。	하늘과 바다가 맞닿은 곳, 하늘의 색만이 남았다.	ท้อง​นภา​สี​ฟ้า​และ​ทะเล​สี​เขียว​มรกต​หลอม​รวมกัน​เป็นหนึ่ง​ จน​เหลือ​เพียงแค่​ทิวทัศน์​สี​คราม​
8700032	49	491	5	0	0	6:goods_icon_8700010	1	毛色-清风	毛色-清風	Fur Color - Gentle Breeze	毛色-ホワイトブルー	털 색상-시원한 바람색	สีขน-ลมเย็น	纯净的色调，带来清风拂过的凉爽。	純淨的色調，帶來清風拂過的涼爽。	Pure in hue, it brings the coolness of a gentle breeze.	爽やかな風の涼しさをもたらす色。	순수한 색상, 맑은 바람이 불어온 후에 시원함을 가져다 준다.	โทน​สี​อัน​บริสุทธิ์​ นำพา​ความ​เย็นสบาย​ดั่ง​สายลม​ที่​พัดผ่าน​	纯净的色调，带来清风拂过的凉爽。	純淨的色調，帶來清風拂過的涼爽。	Pure in hue, it brings the coolness of a gentle breeze.	爽やかな風の涼しさをもたらす色。	순수한 색상, 맑은 바람이 불어온 후에 시원함을 가져다 준다.	โทน​สี​อัน​บริสุทธิ์​ นำพา​ความ​เย็นสบาย​ดั่ง​สายลม​ที่​พัดผ่าน​
8700033	49	491	5	0	0	6:goods_icon_8700011	1	毛色-薄荷	毛色-薄荷	Fur Color - Minty Fresh	毛色-ミントグリーン	털 색상-민트색	สีขน-มินต์	清新的绿色，仿佛带来了新的活力。	清新的綠色，仿佛帶來了新的活力。	The fresh green seems to bring a burst of new vitality.	フレッシュなハーブグリーン、エネルギーをもたらしてくれる。	상쾌한 연두색, 새로운 활력이 있는 것만 같다.	สี​เขียว​ที่​สด​ใหม่​ ราวกับ​นำพา​ความมีชีวิตชีวา​มา​ให้​	清新的绿色，仿佛带来了新的活力。	清新的綠色，仿佛帶來了新的活力。	The fresh green seems to bring a burst of new vitality.	フレッシュなハーブグリーン、エネルギーをもたらしてくれる。	상쾌한 연두색, 새로운 활력이 있는 것만 같다.	สี​เขียว​ที่​สด​ใหม่​ ราวกับ​นำพา​ความมีชีวิตชีวา​มา​ให้​
8700034	49	491	5	0	0	6:goods_icon_8700012	1	毛色-翠竹	毛色-翠竹	Fur Color - Verdant Bamboo	毛色-ホワイトアンドグリーン	털 색상-대나무색	สีขน-เขียวใบไผ่	翠绿欲滴，宛如栖息于大自然的精灵。	翠綠欲滴，宛如棲息于大自然的精靈。	Vivid emerald, as if inhabited by the spirits of nature.	大自然に棲む精霊のような緑。	새싹이 자라면 잘라내고 싶은 법, 대자연 속에 살고 있는 요정 같다.	สี​เขียว​มรกต​จน​เกือบจะ​มี​น้ำ​หยด​ออกมา​ ดู​คล้าย​ภูต​วิญญาณ​ที่​อาศัย​อยู่​ใน​ธรรมชาติ​อัน​กว้างใหญ่​	翠绿欲滴，宛如栖息于大自然的精灵。	翠綠欲滴，宛如棲息于大自然的精靈。	Vivid emerald, as if inhabited by the spirits of nature.	大自然に棲む精霊のような緑。	새싹이 자라면 잘라내고 싶은 법, 대자연 속에 살고 있는 요정 같다.	สี​เขียว​มรกต​จน​เกือบจะ​มี​น้ำ​หยด​ออกมา​ ดู​คล้าย​ภูต​วิญญาณ​ที่​อาศัย​อยู่​ใน​ธรรมชาติ​อัน​กว้างใหญ่​
8700035	49	491	5	0	0	6:goods_icon_8700013	1	毛色-青柠	毛色-青檸	Fur Color - Lime Green	毛色-ライムグリーン	털 색상-라임색	สีขน-มะนาว	清新而明亮的绿色，充满了生命的力量。	清新而明亮的綠色，充滿了生命的力量。	Fresh and bright, the green is brimming with the vigor of life.	フレッシュで鮮やかな黄緑、生命力に満ちている。	맑고 밝은 초록색, 생명의 힘으로 가득하다.	สี​เขียว​ที่​สดชื่น​และ​สว่างไสว​ เต็มไปด้วย​พลัง​แห่ง​ชีวิต​	清新而明亮的绿色，充满了生命的力量。	清新而明亮的綠色，充滿了生命的力量。	Fresh and bright, the green is brimming with the vigor of life.	フレッシュで鮮やかな黄緑、生命力に満ちている。	맑고 밝은 초록색, 생명의 힘으로 가득하다.	สี​เขียว​ที่​สดชื่น​และ​สว่างไสว​ เต็มไปด้วย​พลัง​แห่ง​ชีวิต​
8700036	49	491	5	0	0	6:goods_icon_8700014	1	毛色-橘云	毛色-橘雲	Fur Color - Sunset Cloud	毛色-ホワイトアンドオレンジ	털 색상-주황색	สีขน-เมฆ	淡淡的橘色，宛若被夕阳晕染的天空。	淡淡的橘色，宛若被夕陽暈染的天空。	A soft orange, as if the sky has been tinged by the setting sun.	夕日に染まった空のような、淡いオレンジ色。	연한 주황색, 저녁노을에 물든 하늘 같다.	สีส้ม​อ่อน​ๆ​ ราวกับ​ท้องฟ้า​ที่​ถูก​ย้อม​ด้วย​แสงอาทิตย์​ยาม​เย็น​	淡淡的橘色，宛若被夕阳晕染的天空。	淡淡的橘色，宛若被夕陽暈染的天空。	A soft orange, as if the sky has been tinged by the setting sun.	夕日に染まった空のような、淡いオレンジ色。	연한 주황색, 저녁노을에 물든 하늘 같다.	สีส้ม​อ่อน​ๆ​ ราวกับ​ท้องฟ้า​ที่​ถูก​ย้อม​ด้วย​แสงอาทิตย์​ยาม​เย็น​
8700037	49	491	5	0	0	6:goods_icon_8700015	1	毛色-暖橙	毛色-暖橙	Fur Color - Tangerine	毛色-オレンジ	털 색상-코랄색	สีขน-ส้มอบอุ่น	温暖而又明亮，如同初生的太阳一般。	溫暖而又明亮，如同初生的太陽一般。	Warm and bright, much like the rising sun.	初日の出のように暖かく明るい。	따뜻하고 밝은 마치 새로 탄생한 태양과도 같다.	ทั้ง​อบอุ่น​และ​สว่างไสว​ ราวกับ​พระอาทิตย์​ที่​เพิ่ง​เกิด​ใหม่​	温暖而又明亮，如同初生的太阳一般。	溫暖而又明亮，如同初生的太陽一般。	Warm and bright, much like the rising sun.	初日の出のように暖かく明るい。	따뜻하고 밝은 마치 새로 탄생한 태양과도 같다.	ทั้ง​อบอุ่น​และ​สว่างไสว​ ราวกับ​พระอาทิตย์​ที่​เพิ่ง​เกิด​ใหม่​
8700038	49	491	5	0	0	6:goods_icon_8700005	1	毛色-素紫	毛色-素紫	Fur Color - Subtle Lilac	毛色-ペールパープル	털 색상-보라색	สีขน-ม่วงอ่อน	淡雅的紫色，高贵而又内敛。	淡雅的紫色，高貴而又內斂。	Elegant and subdued, the violet exudes nobility.	白と紫色の組み合わせ、気品があり控えめ。	우아한 연보라색, 고귀하고 심오하다.	สีม่วง​อ่อน​ที่​สง่างาม​ ทั้ง​สูงส่ง​และ​แฝง​ไว้​ด้วย​ความ​เงียบขรึม​	淡雅的紫色，高贵而又内敛。	淡雅的紫色，高貴而又內斂。	Elegant and subdued, the violet exudes nobility.	白と紫色の組み合わせ、気品があり控えめ。	우아한 연보라색, 고귀하고 심오하다.	สีม่วง​อ่อน​ที่​สง่างาม​ ทั้ง​สูงส่ง​และ​แฝง​ไว้​ด้วย​ความ​เงียบขรึม​
8700039	49	491	5	0	0	6:goods_icon_8700006	1	毛色-晚樱	毛色-晚櫻	Fur Color - Cherry Pink	毛色-ピンク	털 색상-연분홍색	สีขน-ซากุระ	温柔与神秘的完美结合，浪漫又梦幻。	溫柔與神秘的完美結合，浪漫又夢幻。	A perfect blend of gentleness and mystery, romantic and dreamlike.	優しさとミステリアスさの完璧な調和、ロマンティックな夢のよう。	부드럽고 신비한 느낌의 완벽한 조합, 낭만적이기도 하고 몽환적이기도 하다.	การ​ผสมผสาน​ที่​ลงตัว​ระหว่าง​ความอ่อนโยน​และ​ความลึกลับ​ ทั้ง​โรแมนติก​และ​มหัศจรรย์​	温柔与神秘的完美结合，浪漫又梦幻。	溫柔與神秘的完美結合，浪漫又夢幻。	A perfect blend of gentleness and mystery, romantic and dreamlike.	優しさとミステリアスさの完璧な調和、ロマンティックな夢のよう。	부드럽고 신비한 느낌의 완벽한 조합, 낭만적이기도 하고 몽환적이기도 하다.	การ​ผสมผสาน​ที่​ลงตัว​ระหว่าง​ความอ่อนโยน​และ​ความลึกลับ​ ทั้ง​โรแมนติก​และ​มหัศจรรย์​
8700040	49	491	5	0	0	6:goods_icon_8700007	1	毛色-绛紫	毛色-絳紫	Fur Color - Dark Purple	毛色-ダークパープル	털 색상-자주색	สีขน-ม่วงเข้ม	沉静庄重的绛紫，迷人而又独特。	沉靜莊重的絳紫，迷人而又獨特。	Sober and dignified, the deep purple is captivating and distinctive.	落ち着いた風格のある紫色、魅力的でユニーク。	평온하고 정중한 자주색, 매력적이고 독특하다.	สีม่วง​เข้ม​ที่​สงบเสงี่ยม​ น่าหลงใหล​และ​มี​เอกลักษณ์​เฉพาะตัว​	沉静庄重的绛紫，迷人而又独特。	沉靜莊重的絳紫，迷人而又獨特。	Sober and dignified, the deep purple is captivating and distinctive.	落ち着いた風格のある紫色、魅力的でユニーク。	평온하고 정중한 자주색, 매력적이고 독특하다.	สีม่วง​เข้ม​ที่​สงบเสงี่ยม​ น่าหลงใหล​และ​มี​เอกลักษณ์​เฉพาะตัว​
8700041	49	491	5	0	0	6:goods_icon_8700008	1	毛色-碧空	毛色-碧空	Fur Color - Sky Blue	毛色-クリアブルー	털 색상-비취색	สีขน-ฟ้าใส	空中的云朵，好似棉花糖一般。	空中的雲朵，好似棉花糖一般。	The clouds above are as fluffy as marshmallow confections.	宙に浮く雲の綿菓子のよう。	하늘 위에 있는 구름, 솜사탕처럼 보인다.	ก้อน​เมฆ​บน​ท้องฟ้า​ ดู​เหมือนกับ​ขนม​สายไหม​ก็​ไม่​ปาน​	空中的云朵，好似棉花糖一般。	空中的雲朵，好似棉花糖一般。	The clouds above are as fluffy as marshmallow confections.	宙に浮く雲の綿菓子のよう。	하늘 위에 있는 구름, 솜사탕처럼 보인다.	ก้อน​เมฆ​บน​ท้องฟ้า​ ดู​เหมือนกับ​ขนม​สายไหม​ก็​ไม่​ปาน​
8700042	49	491	5	0	0	6:goods_icon_8700009	1	毛色-远海	毛色-遠海	Fur Color - Distant Sea	毛色-グレイブルー	털 색상-바다 남색	สีขน-ทะเลลึก	蓝天与碧海相互交融，只留下一片蔚蓝。	藍天與碧海相互交融，只留下一片蔚藍。	The blue sky and the azure sea merge into one, leaving behind a canvas of cerulean.	青い空と青い海が混ざり合い、ブルーだけが残る。	하늘과 바다가 맞닿은 곳, 하늘의 색만이 남았다.	ท้อง​นภา​สี​ฟ้า​และ​ทะเล​สี​เขียว​มรกต​หลอม​รวมกัน​เป็นหนึ่ง​ จน​เหลือ​เพียงแค่​ทิวทัศน์​สี​คราม​	蓝天与碧海相互交融，只留下一片蔚蓝。	藍天與碧海相互交融，只留下一片蔚藍。	The blue sky and the azure sea merge into one, leaving behind a canvas of cerulean.	青い空と青い海が混ざり合い、ブルーだけが残る。	하늘과 바다가 맞닿은 곳, 하늘의 색만이 남았다.	ท้อง​นภา​สี​ฟ้า​และ​ทะเล​สี​เขียว​มรกต​หลอม​รวมกัน​เป็นหนึ่ง​ จน​เหลือ​เพียงแค่​ทิวทัศน์​สี​คราม​
8700043	49	491	5	0	0	6:goods_icon_8700010	1	毛色-清风	毛色-清風	Fur Color - Gentle Breeze	毛色-ホワイトブルー	털 색상-시원한 바람색	สีขน-ลมเย็น	纯净的色调，带来清风拂过的凉爽。	純淨的色調，帶來清風拂過的涼爽。	Pure in hue, it brings the coolness of a gentle breeze.	爽やかな風の涼しさをもたらす色。	순수한 색상, 맑은 바람이 불어온 후에 시원함을 가져다 준다.	โทน​สี​อัน​บริสุทธิ์​ นำพา​ความ​เย็นสบาย​ดั่ง​สายลม​ที่​พัดผ่าน​	纯净的色调，带来清风拂过的凉爽。	純淨的色調，帶來清風拂過的涼爽。	Pure in hue, it brings the coolness of a gentle breeze.	爽やかな風の涼しさをもたらす色。	순수한 색상, 맑은 바람이 불어온 후에 시원함을 가져다 준다.	โทน​สี​อัน​บริสุทธิ์​ นำพา​ความ​เย็นสบาย​ดั่ง​สายลม​ที่​พัดผ่าน​
8700044	49	491	5	0	0	6:goods_icon_8700011	1	毛色-薄荷	毛色-薄荷	Fur Color - Minty Fresh	毛色-ミントグリーン	털 색상-민트색	สีขน-มินต์	清新的绿色，仿佛带来了新的活力。	清新的綠色，仿佛帶來了新的活力。	The fresh green seems to bring a burst of new vitality.	フレッシュなハーブグリーン、エネルギーをもたらしてくれる。	상쾌한 연두색, 새로운 활력이 있는 것만 같다.	สี​เขียว​ที่​สด​ใหม่​ ราวกับ​นำพา​ความมีชีวิตชีวา​มา​ให้​	清新的绿色，仿佛带来了新的活力。	清新的綠色，仿佛帶來了新的活力。	The fresh green seems to bring a burst of new vitality.	フレッシュなハーブグリーン、エネルギーをもたらしてくれる。	상쾌한 연두색, 새로운 활력이 있는 것만 같다.	สี​เขียว​ที่​สด​ใหม่​ ราวกับ​นำพา​ความมีชีวิตชีวา​มา​ให้​
8700045	49	491	5	0	0	6:goods_icon_8700012	1	毛色-翠竹	毛色-翠竹	Fur Color - Verdant Bamboo	毛色-ホワイトアンドグリーン	털 색상-대나무색	สีขน-เขียวใบไผ่	翠绿欲滴，宛如栖息于大自然的精灵。	翠綠欲滴，宛如棲息于大自然的精靈。	Vivid emerald, as if inhabited by the spirits of nature.	大自然に棲む精霊のような緑。	새싹이 자라면 잘라내고 싶은 법, 대자연 속에 살고 있는 요정 같다.	สี​เขียว​มรกต​จน​เกือบจะ​มี​น้ำ​หยด​ออกมา​ ดู​คล้าย​ภูต​วิญญาณ​ที่​อาศัย​อยู่​ใน​ธรรมชาติ​อัน​กว้างใหญ่​	翠绿欲滴，宛如栖息于大自然的精灵。	翠綠欲滴，宛如棲息于大自然的精靈。	Vivid emerald, as if inhabited by the spirits of nature.	大自然に棲む精霊のような緑。	새싹이 자라면 잘라내고 싶은 법, 대자연 속에 살고 있는 요정 같다.	สี​เขียว​มรกต​จน​เกือบจะ​มี​น้ำ​หยด​ออกมา​ ดู​คล้าย​ภูต​วิญญาณ​ที่​อาศัย​อยู่​ใน​ธรรมชาติ​อัน​กว้างใหญ่​
8700046	49	491	5	0	0	6:goods_icon_8700013	1	毛色-青柠	毛色-青檸	Fur Color - Lime Green	毛色-ライムグリーン	털 색상-라임색	สีขน-มะนาว	清新而明亮的绿色，充满了生命的力量。	清新而明亮的綠色，充滿了生命的力量。	Fresh and bright, the green is brimming with the vigor of life.	フレッシュで鮮やかな黄緑、生命力に満ちている。	맑고 밝은 초록색, 생명의 힘으로 가득하다.	สี​เขียว​ที่​สดชื่น​และ​สว่างไสว​ เต็มไปด้วย​พลัง​แห่ง​ชีวิต​	清新而明亮的绿色，充满了生命的力量。	清新而明亮的綠色，充滿了生命的力量。	Fresh and bright, the green is brimming with the vigor of life.	フレッシュで鮮やかな黄緑、生命力に満ちている。	맑고 밝은 초록색, 생명의 힘으로 가득하다.	สี​เขียว​ที่​สดชื่น​และ​สว่างไสว​ เต็มไปด้วย​พลัง​แห่ง​ชีวิต​
8700047	49	491	5	0	0	6:goods_icon_8700014	1	毛色-橘云	毛色-橘雲	Fur Color - Sunset Cloud	毛色-ホワイトアンドオレンジ	털 색상-주황색	สีขน-เมฆ	淡淡的橘色，宛若被夕阳晕染的天空。	淡淡的橘色，宛若被夕陽暈染的天空。	A soft orange, as if the sky has been tinged by the setting sun.	夕日に染まった空のような、淡いオレンジ色。	연한 주황색, 저녁노을에 물든 하늘 같다.	สีส้ม​อ่อน​ๆ​ ราวกับ​ท้องฟ้า​ที่​ถูก​ย้อม​ด้วย​แสงอาทิตย์​ยาม​เย็น​	淡淡的橘色，宛若被夕阳晕染的天空。	淡淡的橘色，宛若被夕陽暈染的天空。	A soft orange, as if the sky has been tinged by the setting sun.	夕日に染まった空のような、淡いオレンジ色。	연한 주황색, 저녁노을에 물든 하늘 같다.	สีส้ม​อ่อน​ๆ​ ราวกับ​ท้องฟ้า​ที่​ถูก​ย้อม​ด้วย​แสงอาทิตย์​ยาม​เย็น​
8700048	49	491	5	0	0	6:goods_icon_8700015	1	毛色-暖橙	毛色-暖橙	Fur Color - Tangerine	毛色-オレンジ	털 색상-코랄색	สีขน-ส้มอบอุ่น	温暖而又明亮，如同初生的太阳一般。	溫暖而又明亮，如同初生的太陽一般。	Warm and bright, much like the rising sun.	初日の出のように暖かく明るい。	따뜻하고 밝은 마치 새로 탄생한 태양과도 같다.	ทั้ง​อบอุ่น​และ​สว่างไสว​ ราวกับ​พระอาทิตย์​ที่​เพิ่ง​เกิด​ใหม่​	温暖而又明亮，如同初生的太阳一般。	溫暖而又明亮，如同初生的太陽一般。	Warm and bright, much like the rising sun.	初日の出のように暖かく明るい。	따뜻하고 밝은 마치 새로 탄생한 태양과도 같다.	ทั้ง​อบอุ่น​และ​สว่างไสว​ ราวกับ​พระอาทิตย์​ที่​เพิ่ง​เกิด​ใหม่​
8700101	49	491	5	0	0	6:goods_icon_8700101	1	守护项圈-樱紫	守護項圈-櫻紫	Guardian Collar - lavender	首輪御守-ピンク	가디언 목걸이-연보라	ปลอกคอ​การ์เดียน​-​ม่วง​ซากุระ​	脖颈处的紫色项圈，承载着名为守护的约定。	脖頸處的紫色項圈，承載著名為守護的約定。	A violet collar around the neck, symbolizing the promise of protection.	首に巻かれた紫色の首輪、守護という約束を携えている。	목에 차는 보라색 목걸이. 수호의 약속이 깃들어 있다.	ปลอกคอ​สีม่วง​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​	脖颈处的樱紫项圈，承载着名为守护的约定。	脖頸處的櫻紫項圈，承載著名為守護的約定。	A lavender collar around the neck, symbolizing the promise of protection.	首に巻かれたピンクの首輪、守護という約束を携えている。	목에 차는 연보라색 목걸이. 수호의 약속이 깃들어 있다.	ปลอกคอ​สีม่วง​ซากุระ​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​
8700102	49	491	5	0	0	6:goods_icon_8700102	1	守护项圈-海蓝	守護項圈-海藍	Guardian Collar - Azure	首輪御守-マーリンブルー	가디언 목걸이-남색	ปลอกคอ​การ์เดียน​-​ฟ้า​ทะเล​	脖颈处的蓝色项圈，承载着名为守护的约定。	脖頸處的藍色項圈，承載著名為守護的約定。	A blue collar around the neck, symbolizing the promise of protection.	首に巻かれたマーリンブルーの首輪、守護という約束を携えている。	목에 차는 남색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สีน้ำเงิน​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​	脖颈处的蓝色项圈，承载着名为守护的约定。	脖頸處的藍色項圈，承載著名為守護的約定。	A blue collar around the neck, symbolizing the promise of protection.	首に巻かれたマーリンブルーの首輪、守護という約束を携えている。	목에 차는 남색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สีน้ำเงิน​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​
8700103	49	491	5	0	0	6:goods_icon_8700103	1	守护项圈-天青	守護項圈-天青	Guardian Collar - Pale Blue	首輪御守-スカイブルー	가디언 목걸이-하늘색	ปลอกคอ​การ์เดียน​-​ฟ้า​สว่าง​	脖颈处的青色项圈，承载着名为守护的约定。	脖頸處的青色項圈，承載著名為守護的約定。	A pale blue collar around the neck, symbolizing the promise of protection.	首に巻かれたスカイブルーの首輪、守護という約束を携えている。	목에 차는 파란색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สี​ฟ้า​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​	脖颈处的青色项圈，承载着名为守护的约定。	脖頸處的青色項圈，承載著名為守護的約定。	A pale blue collar around the neck, symbolizing the promise of protection.	首に巻かれたスカイブルーの首輪、守護という約束を携えている。	목에 차는 파란색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สี​ฟ้า​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​
8700104	49	491	5	0	0	6:goods_icon_8700104	1	守护项圈-绿柠	守護項圈-綠檸	Guardian Collar - Lime Green	首輪御守-ライムグリーン	가디언 목걸이-연두색	ปลอกคอ​การ์เดียน​-​มะนาว​	脖颈处的黄绿项圈，承载着名为守护的约定。	脖頸處的黃綠項圈，承載著名為守護的約定。	A yellow-green collar around the neck, symbolizing the promise of protection.	首に巻かれたライムグリーンの首輪、守護という約束を携えている。	목에 차는 노란색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สีเหลือง​เขียว​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​	脖颈处的黄绿项圈，承载着名为守护的约定。	脖頸處的黃綠項圈，承載著名為守護的約定。	A yellow-green collar around the neck, symbolizing the promise of protection.	首に巻かれたライムグリーンの首輪、守護という約束を携えている。	목에 차는 노란색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สีเหลือง​เขียว​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​
8700105	49	491	5	0	0	6:goods_icon_8700105	1	守护项圈-暖橙	守護項圈-暖橙	Guardian Collar - Tangerine	首輪御守-オレンジ	가디언 목걸이-코랄색	ปลอกคอ​การ์เดียน​-​ส้ม​อบอุ่น​	脖颈处的橙色项圈，承载着名为守护的约定。	脖頸處的橙色項圈，承載著名為守護的約定。	An orange collar around the neck, symbolizing the promise of protection.	首に巻かれたオレンジ色の首輪、守護という約束を携えている。	목에 차는 주황색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สีส้ม​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​	脖颈处的橙色项圈，承载着名为守护的约定。	脖頸處的橙色項圈，承載著名為守護的約定。	An orange collar around the neck, symbolizing the promise of protection.	首に巻かれたオレンジ色の首輪、守護という約束を携えている。	목에 차는 주황색 목걸이, 수호의 약속이 깃들어 있다.	ปลอกคอ​สีส้ม​ที่​บริเวณ​คอ​ บรรจุ​พันธะ​สัญญา​ที่​ชื่อ​ว่าการ​คุ้มกัน​
8700106	49	491	5	0	0	6:goods_icon_8700106	1	华丽项链-樱紫	華麗項鍊-櫻紫	Gorgeous Necklace - Lavender	ネックレス-ピンク	엘레강스 목걸이-연보라색	สร้อยคอ​สุด​หรู​-​ม่วง​ซากุระ​	樱紫色的浪漫，彰显其美丽的灵魂。	櫻紫色的浪漫，彰顯其美麗的靈魂。	The romance of lavender unveils its beautiful soul.	ピンクのロマン、その美しい魂を表彰する。	연보라색의 낭만, 아름다운 영혼을 나타낸다.	ความ​โรแมนติก​ของ​สีม่วง​ซากุระ​ เผย​ให้​เห็น​ถึง​จิตวิญญาณ​ที่​สวยงาม​ของ​มัน​	樱紫色的浪漫，彰显其美丽的灵魂。	櫻紫色的浪漫，彰顯其美麗的靈魂。	The romance of lavender unveils its beautiful soul.	ピンクのロマン、その美しい魂を表彰する。	연보라색의 낭만, 아름다운 영혼을 나타낸다.	ความ​โรแมนติก​ของ​สีม่วง​ซากุระ​ เผย​ให้​เห็น​ถึง​จิตวิญญาณ​ที่​สวยงาม​ของ​มัน​
