id	character	condition	status	content	content_zh_TW	content_en_UK	content_ja_JP	content_ko_KR	content_th_TH
12302	123	102	1	如此便好。	如此便好。	That works.	これでいい。	그러면 좋겠어요.	เช่นนี้ก็ดีแล้ว
12303	123	103	1	漂亮的决断。	漂亮的決斷。	A fine decision indeed.	正しい決断ですわ。	아름다운 결단이입니다.	เป็นการตัดสินใจที่งดงาม
12304	123	201	1	您的实力，百闻不如一见。	您的實力，百聞不如一見。	Your skills are even more impressive in person.	百聞は一見にしかず。	당신의 실력, 백문이 불여일견이라고 할 수 있겠군요.	พลัง​ของ​ท่าน​ ได้​เห็น​กับ​ตา​ดีกว่า​ได้ยิน​ร้อย​เท่า​
12305	123	201	1	恭喜贺喜……	恭喜賀喜……	Congratulations.	おめでとうございます。	축하합니다..	ขอแสดงความยินดี​ด้วย​ค่ะ​...​
12306	123	201	1	它应当居安思危。	它應當居安思危。	It should stay sharp.	いつも用心しておくべき、お魚もですね。	평화롭더라도 항상 위기를 염두해야 됩니다.	มัน​ควรระวัง​ภัย​แม้​ยาม​สงบ​
12307	123	201	1	身为人类，却比猫族更擅长垂钓。	身為人類，卻比貓族更擅長垂釣。	You're an even better fisherman than the Felinians!	人間としては、なかなかお上手ですね。	인간이지만, 낚시 실력은 캣족보다 뛰어나네요.	เป็น​มนุษย์​ แต่กลับ​ตกปลา​เก่ง​กว่า​เผ่า​แมว​เสีย​อีก​นะคะ​
12308	123	201	1	您的姿态真是优雅。	您的姿態真是優雅。	Your grace is truly something to admire.	まあ、姿勢が美しいですこと。	당신의 자세는 우아하군요.	ท่าทาง​ของ​ท่าน​ช่าง​สง่างาม​จริงๆ​
12309	123	202	1	欲速则不达。	欲速則不達。	Remember, haste makes waste.	急がば回れ。	서두를수록 해가 커지는 법입니다..	หาก​เร่งรีบ​เกินไป​ ก็​จะ​ไม่​ถึง​จุดหมาย​
12310	123	203	1	一步，也不能让。	一步，也不能讓。	No backing down!	一歩たりとも譲れません。	한 발짝도 양보할 수 없습니다..	ห้า​มอ​อมมือ​ แม้แต่​นิดเดียว​
12311	123	204	1	能控制的范围实在有限。	能控制的範圍實在有限。	It can be tricky to control.	手に負えませんわ。	제어할 수 있는 범위가 너무 한정적이군요.	ขอบเขต​ที่​ควบคุม​ได้​นั้น​มีจำกัด​จริงๆ​
12312	123	301	1	呼，控制住了。	呼，控制住了。	Phew, you've got it under control now.	ふぅ、無事に落ち着かせましたわね。	후우, 제어했습니다.	ฟู่ว ควบคุมได้แล้ว
12313	123	301	1	您在与它嬉戏吗？	您在與它嬉戲嗎？	Were you just playing with it?	じゃれ合ってらっしゃるのですか？	놀고 있는 건가요?	ท่าน​กำลัง​เล่น​กับ​มัน​อยู่​หรือ​คะ​?​
12314	123	301	1	有惊无险。	有驚無險。	That was close.	危機一髪でしたね。	놀라긴 했지만 위험하진 않았습니다.	หวาดเสียวแต่ปลอดภัย
12315	123	301	1	请继续保持这样的姿态。	請繼續保持這樣的姿態。	Hold that position.	このままでいてくださいね。	그 자세를 계속 유지하도록 해요.	โปรด​รักษา​ท่าทาง​แบบนี้​ไว้​
12316	123	301	1	莲最欣赏您的，正是这一点……	蓮最欣賞您的，正是這一點……	What I admire most about you is that quality...	貴方のそういうところ、素晴らしいと思いますわ。	감탄했습니다..	สิ่ง​ที่​เร็น​ชื่นชม​ใน​ตัว​ท่าน​ที่สุด​ คือ​เรื่อง​นี้แหละ​...​
12317	123	302	1	所谓见面即为分别的开始……	所謂見面即為分別的開始……	Meeting is just the start of parting, isn't it?	出会いは別れの始まり…というべきでしょうか。	만남이란 이별의 시작이라고 들었습니다..	การพบกัน​ที่ว่า​คือ​จุดเริ่มต้น​ของ​การ​จา​กลา​...​
12318	123	302	1	它，自由了……	它，自由了……	It's free now...	自由に…なりましたわね。	자유로워졌어요…	มัน...เป็นอิสระแล้ว...
12319	123	302	1	请不要心软。	請不要心軟。	Don't go easy on it.	手加減はしないでくださいね。	마음 약해지지 마세요.	อย่าใจอ่อนนะคะ
12320	123	302	1	从您的手中溜走，也是它的实力。	從您的手中溜走，也是它的實力。	It's no easy task for them to slip out of your grip, you know?	貴方の手から逃げられたとは、それも実力と言えましょう。	당신의 손에서 빠져나간 것도 실력입니다.	ที่​มัน​หนี​จาก​มือ​ท่าน​ไป​ได้​ ก็​เป็น​เพราะ​ฝีมือ​ของ​มัน​เอง​
12321	123	302	1	昨日之日不可追，重新开始吧。	昨日之日不可追，重新開始吧。	Let's put the past behind us and start fresh.	過ぎ去った日は追うべからず。気を取り直しましょうか。	어제의 일은 되돌릴 수 없는 법, 다시 시작해요.	อดีต​ผ่าน​ไป​แล้ว​ เริ่มต้น​ใหม่​กัน​เถอะ​ค่ะ​
12401	124	101	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12402	124	102	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12403	124	103	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12404	124	201	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12405	124	201	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12406	124	201	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12407	124	201	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12408	124	201	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12409	124	202	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12410	124	203	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12411	124	204	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12412	124	301	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12413	124	301	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12414	124	301	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12415	124	301	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12416	124	301	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12417	124	302	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12418	124	302	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12419	124	302	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12420	124	302	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12421	124	302	1	暂无陪钓对话	暫無陪釣對話	No fishing partner dialogue available.	現在、一緒に釣りをする会話はありません	잠시 낚시할 사람과 대화가 없습니다.	ไม่​มี​บทสนทนา​ระหว่าง​ตกปลา​
12501	125	101	1	鱼、迷失了……它不应、违背您。	魚、迷失了……它不應、違背您。	The fish seems to have lost its way... It shouldn't challenge you.	魚が、彷徨っています……魚は、貴方様に逆らうべきではありませんでした。	물고기가 사라졌어요… 당신을 거스르지 말아야 했어요	ปลา​...​ สูญหาย​ซะ​แล้ว​...​ มัน​ไม่​ควร​...​ ขัดขืน​ท่าน​
12502	125	102	1	丝卡蕾特，看见了那条迷失的鱼。	絲卡蕾特，看見了那條迷失的魚。	I have spotted the lost fish.	スカーレットは、彷徨う魚を見つけました。	스칼렛은 사라진 물고기를 발견했어요	สการ์เลตต์​...​ เห็น​ปลา​ที่​หลงทาง​ตัว​นั้น​แล้ว​
12503	125	103	1	您、很擅长线，丝卡蕾特、也是。	您、很擅長線，絲卡蕾特、也是。	You handle the line with such finesse, and I do too.	貴方様は、糸を操るのが、得意ですね、スカーレットもです。	긴 줄을 잘 다루시네요. 스칼렛도 마찬가지예요	ท่า​น.​..​ เก่ง​เรื่อง​สาย​เบ็ด​...​ สการ์เลตต์​...​ ก็​เหมือนกัน​
12504	125	201	1	丝卡蕾特，有帮到您吗？	絲卡蕾特，有幫到您嗎？	Have I been of any assistance?	スカーレットは、お力になれましたか？	스칼렛이 도와드릴까요?	สการ์เลตต์​...​ ช่วย​ท่าน​ได้​ไหม​?​
12505	125	201	1	感谢您、为丝卡蕾特、带来了饱足。	感謝您、為絲卡蕾特、帶來了飽足。	Thank you for providing me with sustenance.	スカーレットは、お腹を満たしてくださる貴方様に、感謝しています。	감사해요. 스칼렛을 만족하게 해주셔서	ขอบคุณ​ท่า​น.​..​ ที่​ทำให้​...​ สการ์เลตต์​...​ อิ่ม​ท้อง​
12506	125	201	1	丝卡蕾特知道，您一定能成功。	絲卡蕾特知道，您一定能成功。	I trust in your eventual triumph.	スカーレットは知っています、きっと上手くいきます。	스칼렛은 당신이 성공할 것이라고 생각해요	สการ์เลตต์​รู้ดี​...​ ท่าน​จะ​ต้อง​ทำได้​
12507	125	201	1	鱼，凉凉的……摸上去，很舒服。	魚，涼涼的……摸上去，很舒服。	The fish feels cold... Yet, oddly soothing to the touch.	魚、冷たい……触った感触が、気持ちいいです。	물고기가 차가워서… 만져보면 편안해요	ปลา​...​ เย็น​ๆ​...​ สัมผัส​แล้ว​...​ รู้สึก​ดี​
12508	125	201	1	它回应了您的意志，归顺于您。	它回應了您的意志，歸順於您。	It has yielded to your command and surrendered.	貴方様の意思に従い、貴方様のものとなりました。	물고기가 당신의 의지에 응답하고 순종하고 있어요	มัน​ตอบรับ​เจตจำนง​ของ​ท่า​น.​..​ ยอม​สวามิภักดิ์​แล้ว​
12509	125	202	1	鱼线、无法承受、您的力量；如果是，丝卡蕾特的「荆棘」……	魚線、無法承受、您的力量；如果是，絲卡蕾特的「荊棘」……	The fishing line couldn't withstand your strength; if only it were my "thorns"...	糸は、貴方様の力に耐え切れませんでした……スカーレットの「茨」なら……	낚시줄이 당신의 힘을 버틸 수 없을 것 같아요. 만약에 스칼렛의 「죄악」이라면…	สาย​เบ็ด​...​ ทน​พลัง​ท่า​น.​..​ ไม่​ไหว​...​ ถ้า​เป็น​...​ [​หนาม​]​ ของ​สการ์เลตต์​...​ ล่ะ​ก็​...​
12510	125	203	1	您是仁慈的，用力很轻……可惜，_fishName_不愿感知、您的仁慈。	您是仁慈的，用力很輕……可惜，_fishName_不願感知、您的仁慈。	You show mercy, applying just the right amount of force... Sadly, _fishName_ seems unwilling to acknowledge your kindness.	慈悲深い貴方様の力は、優しすぎました……残念ですが、_fishName_は貴方様の慈悲を感じたくないようです。	당신은 인자하신 분이셔서 힘을 적게 주고 계시네요… 아쉽지만, _fishName_(은)는 당신의 인자함을 느끼고 싶어하지 않나 봐요	ท่าน​ช่าง​เมตตา​...​ ใช้​แรง​เบา​มา​ก.​..​ น่าเสียดาย​...​ _fishName_​ ไม่​ยอม​รับรู้​...​ ความเมตตา​ของ​ท่าน​
12511	125	204	1	不合适的线，无法为_fishName_、降下「惩戒」。	不合適的線，無法為_fishName_、降下「懲戒」。	Inadequate line, incapable of "disciplining" _fishName_.	合わない糸は、_fishName_に、「罰」を与えません。	이 줄은 _fishName_에게 「징벌」에서 벗어나게 해줄 수 없겠네요	สาย​เบ็ด​ที่​ไม่​เหมาะสม​...​ ไม่​อาจ​ "​ลงทัณฑ์​"​ ...​ _fishName_​ ได้​
12512	125	301	1	您指引了它，让它、迷途知返。	您指引了它，讓它、迷途知返。	You've guided it back, let it find its path.	貴方様が魚を導き、道しるべとなったのです。	당신이 그가 회개하고 돌아오게 해주셨어요	ท่าน​ชี้นำ​มัน​...​ ให้​มัน​...​ กลับตัวกลับใจ​
12513	125	301	1	丝卡蕾特相信，您将「救赎」它。	絲卡蕾特相信，您將「救贖」它。	I believe you will "redeem" it.	スカーレットは信じています、貴方様がそれを「救済」すると。	스칼렛은 당신이 곧  「죄 사함」을 받을 수 있을 것이라고 생각해요	สการ์เลตต์​เชื่อ​...​ ท่าน​จะ​ [​ไถ่บาป​]​ ให้​แก่​มัน​
12514	125	301	1	丝卡蕾特、很开心、您挣脱困境。	絲卡蕾特、很開心、您掙脫困境。	I am elated by your resolution in overcoming the ordeal.	スカーレットは、嬉しいです、貴方様がこの窮地から抜け出したことを。	스칼렛은 당신이 어려움에서 벗어나게 되서 정말 기뻐요	สการ์เลตต์​...​ ดีใจ​ที่​ท่า​น.​..​ หลุดพ้น​จาก​อุปสรรค​
12515	125	301	1	您为丝卡蕾特、展现了奇迹。	您為絲卡蕾特、展現了奇跡。	You've displayed a miracle to me.	貴方様はスカーレットに、奇跡を見せてくださいました。	당신이 스칼렛을 위해서 기적을 보여주셨어요	ท่าน​ได้​แสดง​...​ ปาฏิหาริย์​...​ ให้​สการ์เลตต์​เห็น​
12516	125	301	1	还差一点……请您，继续指引吧。	還差一點……請您，繼續指引吧。	Just a bit more... Please, continue to lead the way.	あと少し……どうか、導き続けてください。	조금 만 더… 인도함을 받으셔야 해요	อีก​นิดเดียว​...​ ได้​โปรด​...​ ชี้นำ​ต่อไป​เถิด​
12517	125	302	1	困境、是暂时的试炼，只要相信……	困境、是暫時的試煉，只要相信……	The ordeal is but a fleeting test, as long as we maintain faith...	これは一時的な試練に過ぎません、信じ続ければ……	어려움은 잠시 동안의 시련일 뿐이에요. 믿기만 한다면…	อุปสรรค​...​ เป็น​บท​ทดสอบ​ชั่วคราว​...​ แค่​เชื่อมั่น​...​
12518	125	302	1	不可、忤逆神明之意。	不可、忤逆神明之意。	We mustn't defy the divine will.	神の意志に……逆らってはいけません。	안 돼요. 신의 뜻에 배반할 수 없어요	ไม่​อา​จ.​..​ ขัดต่อ​พระ​ประสงค์​
12519	125	302	1	丝卡蕾特祈祷、您能如愿以偿。	絲卡蕾特祈禱、您能如願以償。	Scarlett beseeches your success.	貴方様の願いが叶うよう、スカーレットは祈ります。	스칼렛의 기도로 당신의 소원을 이룰 수 있을 거예요	สการ์เลตต์​สวด​ภาวนา​...​ ขอ​ท่าน​สมปรารถนา​
12520	125	302	1	它们，就要逃走了……	它們，就要逃走了……	They're on the verge of escaping...	魚が、逃げてしまいます……	도망치려고 해요…	พวก​มัน​...​ กำลังจะ​หนี​ไป​...​
12521	125	302	1	「荆棘」……帮帮，丝卡蕾特的神明。	「荊棘」……幫幫，絲卡蕾特的神明。	"Thorns"... Aid my deity, please.	「茨」よ……スカーレットの神を、助けてください……	「죄악」… 도와주세요. 스칼렛의 신이시여	"​หนาม​"...​ โปรด​ช่วย​...​ ท่าน​เทพ​ของ​สการ์เลตต์​ด้วย​
12701	127	101	1	哎呀，鱼钩歪了~	哎呀，魚鉤歪了~	Oh dear, the hook is bent.	あら、釣り針が曲がってしまったわ〜	아이고, 낚싯바늘이 휘었소~	อุ๊ยตาย เบ็ดงอซะแล้ว~
12702	127	102	1	嗯，就是那里~	嗯，就是那裡~	Hmm, right there.	うん、そこだね〜	그렇소, 바로 그곳이오	อืม ตรงนั้นแหละ~
12703	127	103	1	奴家的祝词已经准备好了~	奴家的祝詞已經準備好了~	I've got my congratulations ready!	妾の祝辞はもう用意してあるわ〜	소첩의 축하는 이미 준비했다오~	ดิฉัน​เตรียม​คำ​อวยพร​ไว้​พร้อม​แล้ว​~​
12704	127	201	1	进步飞快呢，真是后生可畏……	進步飛快呢，真是後生可畏……	You're progressing rapidly; youth is truly amazing!	進歩が早いわね、本当に若いってすごいわ……	실력이 빠르게 느는 것 같소. 정말 청출어람이오...	พัฒนา​เร็ว​เสีย​จริง​ ช่าง​เป็น​คนรุ่นใหม่​นี่​น่า​เกรง​ขา​ม.​..​
12705	127	201	1	唔~很有天赋的孩子呢。	唔~很有天賦的孩子呢。	Uh-huh, quite a talented individual!	うむ〜才能ある子ね。	음~ 정말 재능이 있는 아이같소	อืม​~​ เป็น​เด็ก​มีพรสวรรค์​จริงๆ​ เลย​
12706	127	201	1	这是专门给奴家准备的礼物吧？	這是專門給奴家準備的禮物吧？	Is this a gift just for me?	これは妾への特別なプレゼントかしら？	이건 소첩을 위한 선물이오?	นี่​เป็น​ของขวัญ​ที่​เตรียม​มา​ให้​เรา​โดยเฉพาะ​เลย​หรือ​?​
12707	127	201	1	唔，好大啊……奴家喜欢~	唔，好大啊……奴家喜歡~	Wow, it's so big... I like it!	あら、なんて大きいの……妾、気に入ったわ〜	음. 정말 크오… 소첩은 기쁘오~	อืม​ ใหญ่​ดี​จัง​...​ เรา​ชอบ​นะ​~​
12708	127	201	1	调查官喜欢什么风格的烹饪呢？	調查官喜歡什麼風格的烹飪呢？	What cuisine does the Inspector like?	調査官はどういう料理がお好き？	조사관이 좋아하는 요리는 무엇이오?	ผู้ตรวจการ​ชอบ​อาหาร​แบบ​ไหน​รึ​?​
12709	127	202	1	温柔一点嘛，_fishName_也受不了了呢~	溫柔一點啦，_fishName_也受不了了呢~	Be gentle, _fishName_ can't handle too much.	もう少し優しくして、_fishName_はもう耐えられないわよ〜	조금만 부드럽게 다뤄주시오. _fishName_도 견디지 못할 것 같소~	อ่อนโยน​หน่อย​สิ​ ขนาด​ _fishName_​ ก็​ยัง​ทนไม่ไหว​เลย​นะ​~​
12710	127	203	1	有的时候，强硬一点更招人喜欢哦~别丧气，再试试？	有的時候，強硬一點更招人喜歡哦~別喪氣，再試試？	Sometimes, you just want to be forceful. Keep it up; want to try again?	時には、強引な方が好まれるのよ〜気を落とさないで、もう一度試してみよう？	때로는 강하게 대하는 것을 더 좋아할 수 있는 법이오~ 포기하지 말고 다시 해보시오?	บางครั้ง​ มุ่งมั่น​หน่อย​ก็​ทำให้​คน​ชอบ​มากขึ้น​นะ​~​ อย่า​ท้อ​สิ​คะ​ ลอง​อีกครั้ง​ดี​ไหม​?​
12711	127	204	1	啊，鱼线断了，_fishName_挣脱了呢~调查官求一求奴家，奴家就为你<color=#ff1baf>取更合适的渔具</color>来，如何？	啊，魚線斷了，_fishName_掙脫了呢~調查官求一求奴家，奴家就為你<color=#ff1baf>取更合適的漁具</color>來，如何？	Ah, the line broke, _fishName_ escaped. Inspector, if you ask nicely, I'll <color=#ff1baf>get more suitable fishing gear</color> for you, how about that?	あら、釣り糸が切れちゃった、_fishName_に逃げられたわね〜調査官、妾にお願いしてくれたら、<color=#ff1baf>もっと適切な釣具</color>を選んであげるわ、どう？	아, 낚싯줄이 끊어졌소 _fishName_(이)가 도망쳐버렸소~ 조사관, 소첩에게 부탁하면 그대를 위해 <color=#ff1baf>더 좋은 낚시 도구를 가져다</color>드리겠소. 어떻소?	อ๊า​ สาย​ขาด​แล้ว​ _fishName_​ หลุด​ไป​ซะ​แล้ว​~​ ถ้า​ผู้ตรวจ​การขอร้อง​เรา​ เรา​จะ​<color=#ff1baf>หยิบอุปกรณ์ที่เหมาะสมกว่านี้</color>​มา​ให้​นะคะ​ เป็นไง​?​
12712	127	301	1	下手稳准狠，这样才能一击致命~	下手穩准狠，這樣才能一擊致命~	You need to be firm and precise if you want to take it out in one shot…	手際よく、正確に、力強く、それでこそ一撃で仕留められるのよ〜	정확하고 강하게 해야하오. 그래야 치명타를 날릴 수 있소~	ต้อง​ลงมือ​อย่าง​มั่นคง​ แม่นยำ​ รุนแรง​ แบบนี้​ถึง​จะ​สำเร็จ​ได้​ใน​ครั้ง​เดียว​~​
12713	127	301	1	轻而易举就解决了困境呢~	輕而易舉就解決了困境呢~	Not hard at all to solve, in the end.	簡単に問題を解決しちゃったわね〜	쉽게 고난을 해결한 것 같소~	แก้ปัญหา​ได้​ง่ายดาย​จริงๆ​~​
12714	127	301	1	再加把劲，马上就要得手了。	再加把勁，馬上就要得手了。	Just a bit more effort, you're nearly there!	もう少し頑張れば、すぐに手に入るわ。	조금만 더 힘을 내시오. 이제 곧 낚을 수 있을 것 같소	ออกแรง​อีก​นิด​ กำลังจะ​ได้​แล้ว​
12715	127	301	1	在最容易松懈的时刻，专心一点~	在最容易鬆懈的時刻，專心一點~	It's when you're most relaxed that you need to be vigilant!	今は最も気が緩みやすい瞬間よ、集中して〜	지금이 바로 가장 쉽게 긴장을 놓치는 순간이오. 조금만 더 집중하시오~	ใน​ช่วง​ที่​ง่าย​ต่อ​การ​ผ่อนแรง​ที่สุด​ ตั้งสมาธิ​หน่อย​สิ​~​
12716	127	301	1	调查官努力的神情，令奴家沉醉……	調查官努力的神情，令奴家沉醉……	I'm intrigued by that determined expression…	調査官が頑張る姿、妾はそれに魅了されているわ……	조사관이 노력하는 모습을 보며 소첩은 다시 한 번 조사관에게 반해버렸소…	ท่าทาง​ตั้งใจ​ของ​ผู้ตรวจการ​ ทำให้​เรา​ติดใจ​ซะ​แล้ว​...​
12717	127	302	1	真可惜，就差这么一点点了……	真可惜，就差這麼一點點了……	Such a pity, you were just a tiny bit off...	本当に残念ね、あと少しだったわ……	정말 아쉽소. 이렇게 간만의 차이로 놓치다니…	น่าเสียดาย​จริง​ อีก​แค่​นิดเดียว​เอง​...​
12718	127	302	1	调查官想用什么来弥补这次失手呢~？	調查官想用什麼來彌補這次失手呢~？	And how do you propose to make up for this mistake?	調査官、この失敗をどう埋め合わせるつもりかしら〜？	조사관은 이번 실패를 어떻게 보상하려고 하시오~?	ผู้ตรวจการ​จะ​ชดเชย​ความผิดพลาด​ครั้งนี้​ด้วย​อะไร​ดี​นะ​~?​
12719	127	302	1	调查官是想让奴家手把手教你呢~	調查官是想讓奴家手把手教你呢~	Would you like me to guide you through the process step by step?	調査官は妾に直接教えて欲しいの？	조사관은 소첩에게 일일히 배우고 싶은 것인가 보오	ผู้ตรวจการ​อยาก​ให้​เรา​จับมือ​สอน​สิ​นะ​~​
12720	127	302	1	失败并不可怕，气馁才是敌人。	失敗並不可怕，氣餒才是敵人。	One failure isn't the end, but giving up is guaranteed failure.	失敗は怖くないわ、落ち込むことが真の敵よ。	실패는 두렵지 않소. 포기하는 것만이 진정한 적이오	ความล้มเหลว​ไม่​น่ากลัว​หรอก​ ความท้อแท้​ต่างหาก​ที่​เป็น​ศัตรู​
12721	127	302	1	奴家在侧，让调查官觉得紧张么？	奴家在側，讓調查官覺得緊張麼？	Do you feel nervous with me around, Inspector?	妾がそばにいると、調査官は緊張するの？	소첩이 옆에 있으니 조사관은 긴장되나 보오?	การ​ที่​เรา​อยู่​ข้างๆ​ ทำให้​ผู้ตรวจการ​ประหม่า​งั้น​หรือ​เนี่ย​?​
12801	128	101	1	唔，拉斐尔……也可以帮忙。	唔，拉斐爾……也可以幫忙。	Well then, I'm more than happy to lend a hand.	うぅ、ラファエルも……手伝います。	음, 라파엘……도와줄 수 있어.	อืม... ราฟาเอล... ก็ช่วยได้นะคะ
12802	128	102	1	哦~那里有一群鱼的影子！	哦~那裏有一群魚的影子！	Aha, I see the shadows of a school of fish!	おお～あそこに魚の群れの影が！	오~ 저기 물고기 떼의 그림자가 보여!	โอ้~ ตรงนั้นมีเงาของฝูงปลาอยู่ด้วยค่ะ!
12803	128	103	1	这次一定能钓上大鱼！	這次一定能釣上大魚！	I'm confident that with this effort, we'll land an impressive catch!	今度こそ、大物が釣れるはずです！	이번엔 꼭 큰 물고기를 낚을 수 있을 거야!	คราวนี้ต้องตกได้ปลาตัวใหญ่แน่เลยค่ะ!
12804	128	201	1	呼~钓鱼可真不容易。	呼~釣魚可真不容易。	My goodness, fishing is truly no easy task.	ふぅ～釣りって、大変ですね。	후~ 낚시는 정말 쉽지 않네.	ฟู่ว~ การตกปลานี่ไม่ง่ายเลยจริงๆ นะคะเนี่ย
12805	128	201	1	拉斐尔……也有帮上忙吧。	拉斐爾……也有幫上忙吧。	I believe I've managed to contribute in some way, right?	ラファエル……ちゃんと力になりましたよね。	라파엘……도움이 된 거지.	ราฟาเอลเองก็... ช่วยอะไรได้ใช่มั้ยคะ
12806	128	201	1	太好了，今天的饭桌又多一道菜了。	太好了，今天的飯桌又多一道菜了。	Excellent! We've just added another delicious dish to our feast.	よかった、今日の食卓にもう一品増えましたね。	잘 됐다, 오늘 식탁에 또 한 가지 요리가 늘었어.	เยี่ยมไปเลย วันนี้เมนูบนโต๊ะอาหารมีเพิ่มมาอีกหนึ่งอย่างแล้วล่ะ
12807	128	201	1	果然，之前学的钓鱼知识还是很有用的！	果然，之前學的釣魚知識還是很有用的！	As I expected, the fishing skills I practiced earlier are paying off!	やっぱり、この前に学んだ釣りの知識は無駄じゃなかったですね！	역시, 전에 배웠던 낚시 지식이 꽤 도움이 되네!	ว่าแล้วเชียว ความรู้เรื่องการตกปลาที่เคยเรียนมามีประโยชน์จริงๆ
12808	128	201	1	那就保持这个状态，我们再钓一条吧。	那就保持這個狀態，我們再釣一條吧。	In that case, let's take advantage of this momentum and catch another one!	この調子で、もう一匹釣りましょうか。	그럼 이 상태를 유지해서, 한 마리 더 낚아보자.	งั้นก็รักษาจังหวะแบบนี้ไว้นะคะ เรามาตกอีกตัวกันเถอะค่ะ
12809	128	202	1	_fishName_好大的力气……鱼线都断掉了……	_fishName_好大的力氣……魚線都斷掉了……	Goodness, _fishName_ is incredibly strong... it's breaking our line!	_fishName_すごい力……糸が切れちゃいました……	_fishName_힘이 너무 세……낚싯줄이 끊어졌어……	_fishName_ แรงเยอะจัง... เอ็นเบ็ดขาดซะแล้วค่ะ
