id	icon	type	url	weight	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	content	content_zh_TW	content_en_UK	content_ja_JP	content_ko_KR	content_th_TH
400030		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪对着你缓慢地眨眼，是在说」我爱你「，你也可以试着冲它缓慢地眨眼，表达你对它的爱。	貓咪對著你緩慢地眨眼，是在說「我愛你」，你也可以試著沖它緩慢地眨眼，表達你對它的愛。	When a cat slowly blinks at you, it's saying "I love you." Try slowly blinking back at it to show your love in return.	猫がゆっくりと目を閉じるのは、「愛している」というサインです。あなたもゆっくりと目を閉じて、愛情を表現してみてください。	고양이가 천천히 눈을 깜박이며 당신을 바라본다면 '사랑해'라는 표현입니다, 당신도 천천히 눈을 깜박여 사랑을 표현해 보세요.	เมื่อ​แมว​กะพริบตา​ช้าๆ​ ใส่​คุณ​ นั่น​หมายความว่า​ "​ฉัน​รัก​คุณ​"​ คุณ​ก็​สามารถ​กะพริบตา​ช้าๆ​ ตอบ​เพื่อ​แสดง​ความรัก​ต่อ​มัน​ได้​เช่นกัน​
400031		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	打架时，耳朵紧紧贴着头的猫咪往往处于劣势，而耳朵向两侧上扬的猫咪则在宣告：「我是强者」。	打架時，耳朵緊緊貼著頭的貓咪往往處於劣勢，而耳朵向兩側上揚的貓咪則在宣告：「我是強者」。	In a fight, the cat with its ears pressed against its head is usually at a disadvantage. A cat with ears popped up is declaring itself to be the stronger fighter.	戦いの際、耳を頭にぴったりと付けた猫は通常不利な立場にありますが、耳を横に上げた猫は「私が強い」と宣言しています。	싸울 때, 귀를 꼭 붙이고 있는 고양이는 보통 열세에 있고, 귀를 옆으로 세운 고양이는「나는 강자다」라고 선언하는 것이랍니다.	ใน​การต่อสู้​ แมว​ที่​หู​แนบ​ติดกับ​ศีรษะ​มักจะ​เสียเปรียบ​ ส่วน​แมว​ที่​หู​ชี้​ขึ้น​ด้าน​ข้าง​กำลัง​ประกาศ​ว่า​ "​ฉัน​เป็น​ผู้​แข็งแกร่ง​"​
400032		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	吉尼斯世界纪录最长猫尾巴的保持者是一只缅因猫。	吉尼斯世界紀錄最長貓尾巴的保持者是一隻緬因貓。	The longest cat tail recorded by Guinness World Records was on a Maine Coon.	世界記録で最も長い猫の尾を持つのはメインクーンです。	기네스 세계 기록에서 가장 꼬리가 긴 고양이는 메인쿤입니다.	สถิติ​กินเนสส์บุ๊ค​สำหรับ​หาง​แมว​ที่​ยาว​ที่สุด​ใน​โลก​เป็น​ของ​แมว​เมน​คูน​
400033		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	吉尼斯世界纪录最长猫胡须的保持者是一只缅因猫。	吉尼斯世界紀錄最長貓鬍鬚的保持者是一隻緬因貓。	The longest cat whiskers recorded by Guinness World Records were on a Maine Coon.	また、最も長い猫のヒゲもメインクーンが保持しています。	기네스 세계 기록에서 가장 긴 고양이 수염을 가진 고양이도 메인쿤입니다.	สถิติ​กินเนสส์บุ๊ค​สำหรับ​หนวดแมว​ที่​ยาว​ที่สุด​ใน​โลก​เป็น​ของ​แมว​เมน​คูน​
400034		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪眼睛到耳朵那块秃秃的地方，藏着气味腺。当猫咪用头蹭蹭的时候，是在释放信息素、标记领地。	貓咪眼睛到耳朵那塊禿禿的地方，藏著氣味腺。當貓咪用頭蹭蹭的時候，是在釋放資訊素、標記領地。	The area between a cat's eyes and its ears contains scent glands. When a cat is rubbing its head against something, it is releasing pheromones and marking the area as its own.	猫の目と耳の間の薄毛の部分には香りの腺が隠されており、猫が頭をこする時にフェロモンを放出し、領土をマークします。	고양이의 눈에서부터 귀로 이어지는 털이 없는 부위에는 냄시샘이 있습니다. 고양이가 머리를 문지를 때, 페로몬을 방출하며 영역을 표시합니다.	บริเวณ​ที่​ไม่​มี​ขน​ระหว่าง​ตา​และ​หู​ของ​แมว​มี​ต่อม​กลิ่น​ เมื่อ​แมว​ถูไถ​ศีรษะ​กับ​คุณ​ มัน​กำลัง​ปล่อย​ฟีโรโมน​และ​ทำเครื่องหมาย​อาณาเขต​
400035		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	夏天给长毛猫剔除脚毛，可以起到散热、防滑的效果，也可以有效地减少细菌滋生。	夏天給長毛貓剔除腳毛，可以起到散熱、防滑的效果，也可以有效地減少細菌滋生。	Removing fur from the bottom of a cat's paws in summer can better dissipate heat and reduce slipping. It can also reduce bacterial growth on the feet.	夏に長毛猫の足の毛を剃ると、冷却効果と滑り防止効果があり、細菌の繁殖を効果的に減少させることができます。	여름에 장모 고양이의 발털을 깎아주면 열을 발산하고 미끄럼을 방지하는 효과가 있으며, 세균 번식도 줄일 수 있습니다.	การ​โกน​ขน​ที่​เท้า​ของ​แมว​ขน​ยาว​ใน​ฤดูร้อน​ช่วย​ระบาย​ความร้อน​ ป้องกัน​การ​ลื่น​ และ​ลด​การเจริญเติบโต​ของ​แบคทีเรีย​ได้​อย่าง​มีประสิทธิภาพ​
400036		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	蓝眼睛的猫相对稀少，而部分品种猫只存在蓝眼睛，比如：暹罗猫、布偶猫……	藍眼睛的貓相對稀少，而部分品種貓只存在藍眼睛，比如：暹羅貓、布偶貓……	Cats with blue eyes are rather rare, but some species only have blue eyes, such as Siamese Cats and Ragdolls…	青い目を持つ猫は比較的珍しく、特定の品種では青い目だけが存在することがあります、例えばシャム猫やラグドールなどです。	푸른 눈을 가진 고양이는 드물며, 일부 품종은 오직 푸른 눈만을 가집니다, 예: 샴 고양이, 랙돌 등.	แมว​ตา​สี​ฟ้า​ค่อนข้าง​หา​ยาก​ แต่​แมว​บาง​สายพันธุ์​มี​เฉพาะ​ตา​สี​ฟ้า​เท่านั้น​ เช่น​ แมว​สยาม​มิส​ แมว​แร็ก​ดอลล์​
400037		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	绝育后的猫咪可能：食欲增加、运动量减少，因此更容易长胖，需要注意热量摄入噢。	絕育後的貓咪可能：食欲增加、運動量減少，因此更容易長胖，需要注意熱量攝入噢。	Cats that have been desexed may experience an increase in appetite and a reduction in exercise, making it easier to gain weight. Monitor your cat's calorie intake after spaying or neutering.	避妊後の猫は食欲が増え、活動量が減るため、太りやすくなります。カロリー摂取に注意する必要があります。	중성화 후 고양이는 식욕이 증가하고 활동량이 감소할 수 있습니다, 따라서 비만을 방지하기 위해 칼로리 섭취에 주의해야 합니다.	แมว​ที่​ทำหมัน​แล้ว​อาจ​มี​ความอยาก​อาหาร​เพิ่มขึ้น​และ​เคลื่อนไหว​น้อยลง​ จึง​อ้วน​ได้​ง่าย​ขึ้น​ ต้อง​ระวัง​การ​บริโภค​แคลอรี่​จาก​อาหาร​
400038		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	未绝育母猫患乳腺癌的风险是绝育母猫的7倍。	未絕育母貓患乳腺癌的風險是絕育母貓的7倍。	Female cats that have not been spayed are seven times more likely to get breast cancer than those that have been spayed.	避妊していないメス猫は避妊したメス猫に比べて乳腺がんのリスクが7倍高くなります。	중성화하지 않은 암컷 고양이는 중성화한 암컷에 비해 유방암 발병 위험이 7배 높습니다.	แมว​ตัวเมีย​ที่​ไม่​ได้​ทำหมัน​มี​ความเสี่ยง​เป็น​มะเร็ง​เต้านม​สูง​กว่า​แมว​เมีย​ที่​ทำหมัน​ถึง​ 7​ เท่า​
400039		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	温暖的猫罐头更受猫咪喜欢，这可能与温暖的猫罐头可以散发出更多的香味有关。	溫暖的貓罐頭更受貓咪喜歡，這可能與溫暖的貓罐頭可以散發出更多的香味有關。	Cats prefer warmer canned food, probably because warmer food has a stronger scent.	暖かい猫缶は猫により好まれる傾向があり、これは温めることでより多くの香りが放出されるためかもしれません。	따뜻한 고양이 캔이 더 인기가 있습니다, 이는 따뜻한 캔에서 더 많은 냄새가 나기 때문일 수 있습니다.	อาหารกระป๋อง​อุ่นๆ​ เป็นที่ชื่นชอบ​ของ​แมว​มากกว่า​ อาจ​เป็น​เพราะ​กลิ่นหอม​ที่​แพร่กระจาย​ได้​มากกว่า​
400040		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪这么可爱，放屁却那么臭，这可能与胃胀气有关，试着减少乳制品和瓜果蔬菜的投喂吧。	貓咪這麼可愛，放屁卻那麼臭，這可能與胃脹氣有關，試著減少乳製品和瓜果蔬菜的投喂吧。	If your cute cat has stinky farts, it might be due to stomach bloating. Try giving it fewer dairy products, fruits, or vegetables.	猫は非常に可愛いですが、おならはとても臭いことがあります。これは胃ガスと関連しており、乳製品や果物・野菜の摂取を減らすことで改善するかもしれません。	고양이가 귀엽지만, 방귀 냄새가 엄청 지독합니다. 이는 소화기관 내 가스와 관련이 있으니 유제품 및 과일/야채 급여를 줄여 보세요.	แมว​ที่​น่ารัก​ขนาด​นี้​ แต่​ทำไม​ตด​เหม็น​จัง​ อาจ​เกี่ยวข้อง​กับ​อาการ​ท้องอืด​ ลอง​ลด​การ​ให้​ผลิตภัณฑ์​จาก​นม​และ​ผัก​ผลไม้​ดู​นะ​
400041		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪竖着尾巴向你小跑过来，是在表达：「你好呀！我喜欢你！」或者「请陪我玩！请给我食物！」	貓咪豎著尾巴向你小跑過來，是在表達：「你好呀！我喜歡你！」或者「請陪我玩！請給我食物！」	When a cat has its tail up and runs towards you, it's either saying "Hello, I like you!" or "Please play with me! Feed me!"	猫が尾を立てて小走りであなたに近づいてくるのは、「こんにちは！あなたが好きです！」または「遊んで！ごはんをください！」という意味です。	고양이가 꼬리를 세우고 당신에게 달려온다면, 이는「안녕! 나는 너를 좋아해!」 또는 「나랑 놀아줘! 먹을 걸 줘!」라는 의미입니다.	เมื่อ​แมว​วิ่ง​เข้าหา​คุณ​พร้อม​ชู​หาง​ตั้งขึ้น​ นั่น​หมายความว่า​ "​สวัสดี​!​ ฉัน​ชอบ​คุณ​!"​ หรือ​ "​มา​เล่น​กับ​ฉัน​สิ​!​ ให้อาหาร​ฉัน​หน่อย​!"​
400042		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	超过24小时未进食，猫咪可能患上脂肪肝，而脂肪肝的致死率高达78%。请按时喂小猫咪吃饭吧。	超過24小時未進食，貓咪可能患上脂肪肝，而脂肪肝的致死率高達78%。請按時喂小貓咪吃飯吧。	Not eating food for 24 hours can cause cats to develop fatty liver disease, which has a fatality rate as high as 78%. Please make sure your cat eats on time.	24時間以上食事を摂らない猫は脂肪肝を発症する可能性があり、その致死率は78%にも上ります。定時に猫に食事を与えてください。	24시간 이상 먹지 않은 고양이는 지방간에 걸릴 수 있으며, 지방간의 사망률은 78%에 달합니다. 고양이에게 정시에 사료를 주세요.	หาก​แมว​ไม่​ได้​กิน​อาหาร​เกิน​ 24​ ชั่วโมง​ อาจ​เป็น​โรคตับอักเสบ​จาก​ไขมัน​ ซึ่ง​มี​อัตรา​การ​เสียชีวิต​สูง​ถึง​ 78%​ เพราะฉะนั้น​โปรด​ให้อาหาร​เจ้า​เหมียว​ตามเวลา​นะ​
400043		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	如果猫咪进食时不咀嚼，请带猫咪去检查口腔。如果口腔状况正常，可以尝试拿着需要咀嚼的食物让猫一口一口咬下来吃掉。	如果貓咪進食時不咀嚼，請帶貓咪去檢查口腔。如果口腔狀況正常，可以嘗試拿著需要咀嚼的食物讓貓一口一口咬下來吃掉。	If your cat does not chew when it eats, please take it to get its oral cavity examined. If there are no issues, then you can try to holding the food that needs to be chewed so the cat must bite it off piece by piece.	猫が食事時に噛まない場合、口内を検査して異常がなければ、一口サイズの食べ物を与えてみてください。	고양이가 음식을 씹지 않고 삼킨다면, 입안을 검사해 보세요. 입 상태가 정상이면, 씹어 먹어야 할 음식을 한 입씩 먹게 해 보세요.	หาก​แมว​กิน​อาหาร​โดย​ไม่​เคี้ยว​ ควร​พา​ไป​ตรวจ​ช่องปาก​ หาก​ช่องปาก​ปกติ​ ลอง​ถือ​อาหาร​ที่​ต้อง​เคี้ยว​ให้​แมว​กัด​กิน​ทีละ​คำ​
400044		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪舌头上的倒刺其实是空心的，可以用来吸收唾液以润湿毛发，并通过舌部肌肉旋转来解开打结的毛发。	貓咪舌頭上的倒刺其實是空心的，可以用來吸收唾液以潤濕毛髮，並通過舌部肌肉旋轉來解開打結的毛髮。	The spikes on a cat's tongue are actually hollow. Cats can absorb saliva to wet their fur and use a twist of their tongue muscle to untangle their fur.	猫の舌には空洞の逆さ毛があり、それによって唾液を吸収し、毛を濡らして絡まった毛を解くのを助けます。	고양이의 혀에 있는 돌기는 실제로는 비어있는 원통 구조로 되어 있어, 침을 흡수하여 털을 적셔 주며, 혀의 근육을 사용해 엉킨 털을 풀어줍니다.	หนาม​บน​ลิ้น​แมว​จริงๆ​ แล้ว​เป็นโพรง​ข้างใน​ สามารถ​ดูดซับ​น้ำลาย​เพื่อให้​ความชุ่มชื้น​แก่​ขน​ และ​ใช้​กล้ามเนื้อ​ลิ้น​หมุน​เพื่อ​แก้​ปม​ขน​ที่​พัน​กัน​
400045		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	当猫咪焦虑不安时，可以尝试使用「费洛蒙」舒缓猫咪的情绪。	當貓咪焦慮不安時，可以嘗試使用「費洛蒙」舒緩貓咪的情緒。	When a cat is anxious, you can try using pheromones to soothe it.	猫が不安なときは「フェロモン」を使用して気持ちを和らげることができます。	고양이가 불안할 때, 「페로몬」을 사용하여 고양이의 감정을 진정시킬 수 있습니다.	เมื่อ​แมว​รู้สึก​วิตกกังวล​ ลอง​ใช้​ "​ฟีโรโมน​"​ เพื่อ​ช่วย​ผ่อน​คลายอารมณ์​ของ​แมว​
400046		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	「费洛蒙」的本质是「信息素」而非一种「气味」。	「費洛蒙」的本質是「資訊素」而非一種「氣味」。	Pheromones are considered an information medium rather than a simple scent.	「フェロモン」の本質は「情報素」であり、単なる「におい」ではありません。	「페로몬」의 본질은 「냄새」가 아닌 「정보 페로몬」입니다.	ฟีโรโมน​ คือ​ "​สาร​สื่อสาร​"​ ไม่​ใช่​ "​กลิ่น​"​
400047		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪和人一样，拥有「快速眼动期」，在睡觉时可能会快速而轻微地抽搐。	貓咪和人一樣，擁有「快速眼動期」，在睡覺時可能會快速而輕微地抽搐。	Cats have REM (rapid eye movement) sleep just like humans. They may twitch rapidly and slightly when sleeping.	猫も人間と同様に「REM睡眠」を持っており、眠っている間に速やかで軽微なけいれんを起こすことがあります。	고양이도 사람처럼「렘수면」을 경험하며, 잠을 자는 동안 빠르고 가벼운 근육 경련을 할 수 있습니다.	แมว​ก็​เหมือน​คน​ มี​ "​ช่วง​การเคลื่อนไหว​ของ​ลูกตา​อย่าง​รวดเร็ว​"​ ระหว่าง​นอนหลับ​ อาจ​มี​การ​กระตุก​เบา​ ๆ​ ได้​
400048		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪和人一样，可能患上「阿尔茨海默病」，会出现记忆障碍：迷路、不认识主人、忘记猫砂盆和食物的位置……	貓咪和人一樣，可能患上「阿爾茨海默病」，會出現記憶障礙：迷路、不認識主人、忘記貓砂盆和食物的位置……	Cats can get Alzheimer's just like humans. They can lose their memories, get lost, not recognize their master, and forget where their litterbox and food bowls are...	猫も人間と同じように「アルツハイマー病」にかかることがあり、記憶障害が現れることがあります。たとえば道に迷ったり、飼い主を認識できなかったり、トイレや食べ物の場所を忘れたりすることがあります。	고양이도「알츠하이머병」과 같은 기억 상실 증상을 겪을 수 있습니다: 길 잃음, 주인을 못 알아봄, 화장실이나 음식 위치를 잊어버림 등.	แมว​ก็​เหมือน​คน​ อาจ​เป็นโรค​อัลไซเมอร์​ได้​ จะ​มี​อาการ​ความจำเสื่อม​:​ หลงทาง​ จำ​เจ้าของ​ไม่​ได้​ ลืม​ตำแหน่ง​กระบะ​ทราย​และ​อาหาร​
400049		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	温度越低，暹罗猫体内的酪氨酸酶越活跃，黑色素合成的速度就越快，量也越多。因此冷着冷着，重点色暹罗猫就「黑了」。	溫度越低，暹羅貓體內的酪氨酸酶越活躍，黑色素合成的速度就越快，量也越多。因此冷著冷著，重點色暹羅貓就「黑了」。	The lower the temperature is, the more active the tyrosinase in Siamese cats becomes and the more melanin they produce. Therefore, the colder it gets, the darker Siamese cats become.	気温が低いほど、シャム猫の体内のチロシナーゼ活性が高まり、メラニンの合成速度と量が増加します。したがって、寒いところでは、シャム猫の特定の部分が「黒く」なります。	온도가 낮을수록 샴 고양이의 체내 티로시나아제 분해 효소가 활성화되어 멜라닌 생성이 빨라지고 양이 많아져, 추운 환경에서 샴 고양이의 털색은 「검게」 변합니다.	ยิ่ง​อุณหภูมิ​ต่ำ​ เอนไซม์​ไท​โร​ซิ​เนส​ใน​ร่างกาย​แมว​วิเชียร​มาศ​ยิ่ง​ทำงาน​ได้ดี​ ความเร็ว​และ​ปริมาณ​ใน​การ​สังเคราะห์​เม็ด​สี​ก็​จะ​เพิ่มขึ้น​ ดังนั้น​เมื่อ​อากาศ​เย็น​ลง​ สี​ของ​แมว​วิเชียร​มาศ​ก็​จะ​ "​ดำ​ขึ้น​"​
400050		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	暹罗猫有很多种，如果喜欢圆脸的暹罗猫可以了解一下「泰国猫」，如果喜欢尖脸的暹罗猫可以了解一下「现代暹罗猫」。	暹羅貓有很多種，如果喜歡圓臉的暹羅貓可以瞭解一下「泰國貓」，如果喜歡尖臉的暹羅貓可以瞭解一下「現代暹羅貓」。	There are many kinds of Siamese cats. If you like those with round faces, you can look into Thai cats. If you like those with sharper chins, you can look into modern Siamese cats.	シャム猫には多くの種類があります。丸顔のシャム猫が好きなら「タイ猫」を、尖った顔のシャム猫が好きなら「現代のシャム猫」を調べてみてください。	샴 고양이에는 여러 종류가 있습니다: 동글동글한 얼굴의「태국 고양이」, 뾰족한 얼굴의 「현대 샴 고양이」 등.	แมว​วิเชียร​มาศ​มี​หลาย​ประเภท​ หาก​ชอบ​แมว​วิเชียร​มาศ​หน้า​กลม​ ลองดู​ "​แมว​วิเชียร​มาศ​ดั้งเดิม​"​ หาก​ชอบ​แมว​วิเชียร​มาศ​หน้า​แหลม​ ลองดู​ "​แมว​วิเชียร​มาศ​สมัยใหม่​"​
400051		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	目前，世界上公认的体型最小的品种猫是：新加坡猫。	目前，世界上公認的體型最小的品種貓是：新加坡貓。	The smallest cat breed acknowledged in the world right now is the Singapura.	現在、世界で最も小さい体型の猫種は「シンガプーラ猫」です。	세계에서 가장 작은 체형을 가진 고양이 품종은 싱가포르 고양이입니다.	ปัจจุบัน​ สายพันธุ์​แมว​ที่​มี​ขนาดเล็ก​ที่สุด​ใน​โลก​คือ​ แมว​สิงคโปร์​
400052		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	如果你觉得猫咪对着空气一惊一乍请不要惊讶，它可能正在和人类看不见的「紫外线」互动。	如果你覺得貓咪對著空氣一驚一乍請不要驚訝，它可能正在和人類看不見的「紫外線」互動。	Don't be shocked if you feel your cat is reacting to thin air. It might be interacting with ultraviolet light that we can't see.	もし猫が空気に驚くことがあっても驚かないでください。それは猫が人間には見えない「紫外線」と相互作用している可能性があります。	고양이가 공중에 놀란 반응을 보일 때, 그것은 사람의 눈에 보이지 않는 '자외선'에 반응하고 있을지도 모릅니다.	ถ้า​คุณ​เห็น​เจ้า​เหมียว​สะดุ้ง​ใส่​อากาศ​ อย่า​แปลกใจ​ มัน​อาจ​กำลัง​มี​ปฏิสัมพันธ์​กับ​ "​รังสี​อัลตราไวโอเลต​"​ ที่​มนุษย์​มองไม่เห็น​
400053		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫可以分辨人类的注意力状态，所以，你一边玩手机一边逗猫时，它是知道的。	貓可以分辨人類的注意力狀態，所以，你一邊玩手機一邊逗貓時，它是知道的。	Cats can tell a person's degree of focus. It knows if you're playing on your phone while you're playing with it.	猫は人間の注意力の状態を判断することができますので、スマホをいじりながら猫と遊ぶとき、猫はそれを理解しています。	고양이는 사람의 집중도를 구별할 수 있으니, 스마트폰을 하면서 고양이와 놀 때, 고양이도 그것을 알고 있답니다.	แมว​สามารถ​แยกแยะ​สถานะ​ความสนใจ​ของ​มนุษย์​ได้​ ดังนั้น​เมื่อ​คุณ​เล่น​มือถือ​ไป​ด้วย​เล่น​กับ​แมว​ไป​ด้วย​ มัน​รู้​นะ​
400054		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	如果猫咪半夜跑酷，可以尝试在睡觉前逗猫15分钟，消耗掉它的精力，这样人和猫都能睡个好觉。	如果貓咪半夜跑酷，可以嘗試在睡覺前逗貓15分鐘，消耗掉它的精力，這樣人和貓都能睡個好覺。	If your cat is too active at night, you can try to play with it for 15 minutes before you sleep to burn off some of its energy. That way, all of you can have a good night's sleep.	もし猫が夜中に活発になる場合は、就寝前に15分間猫と遊び、そのエネルギーを消費させることで、人間も猫も良い眠りを得ることができます。	고양이가 밤중에 활동적이라면, 잠자기 전 15분간 고양이와 놀아 주어 에너지를 소비시키는 것이 좋습니다. 이렇게 하면 사람과 고양이 모두 편안한 잠을 잘 수 있습니다.	หาก​แมว​วิ่ง​ซน​ตอนกลางคืน​ ลอง​เล่น​กับ​มัน​ 15​ นาที​ก่อน​นอน​ เพื่อ​ใช้​พลังงาน​ของ​มัน​ ทั้งคน​และ​แมว​จะ​ได้​นอนหลับ​สบาย​
400055		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	相比起「消耗战」，猫咪更倾向于「爆发式」的运动。	相比起「消耗戰」，貓咪更傾向於「爆發式」的運動。	Compared to a long, protracted bout, cats are more suitable for explosive bursts of movement.	「消耗戦」よりも、猫は「爆発的な」運動を好むことが多いです。	고양이는 지속적인 활동보다는 '짧고 강한' 운동을 선호합니다.	เมื่อ​เทียบ​กับ​การ​ใช้​พลัง​อย่าง​ต่อเนื่อง​ เจ้า​เหมียว​มัก​ชอบ​การเคลื่อนไหว​แบบ​ '​พุ่งพล่าน​อย่าง​รวดเร็ว​'​ มากกว่า​
400056		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪在家突然疯跑的行为，被称为「午夜疯狂」。这种在短时间内的随机能量爆发，可以帮助它们释放掉体内过多的能量。	貓咪在家突然瘋跑的行為，被稱為「午夜瘋狂」。這種在短時間內的隨機能量爆發，可以幫助它們釋放掉體內過多的能量。	Cats that suddenly start to run around the house at night are experiencing what is called "Midnight Crazies." This short burst of random activity can help them burn off excessive energy.	家で猫が突然走り回る行動は「ミッドナイトクレイジー」と呼ばれ、この短時間のランダムなエネルギーの爆発は、余分なエネルギーを放出するのに役立ちます。	고양이가 집에서 갑자기 미친 듯이 달리는 행동은 '야밤의 질주'로 불리며, 이는 고양이가 체내에 쌓인 에너지를 짧은 시간 안에 발산하기 위해 하는 행동입니다.	พฤติกรรม​ที่​แมว​วิ่ง​ไปมา​อย่าง​รวดเร็ว​ใน​บ้าน​เรียก​ว่า​ "​ความ​บ้าคลั่ง​ยาม​เที่ยงคืน​"​ การระเบิด​พลังงาน​แบบ​สุ่ม​ใน​ระยะเวลา​สั้น​ๆ​ นี้​ช่วย​ให้​พวก​มัน​ปลดปล่อย​พลังงาน​ส่วนเกิน​ใน​ร่างกาย​ได้​
