Id	roleId	groupId	rolename	name	voice	voice2	status	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	desk2	desk2_zh_TW	desk2_en_UK	desk2_ja_JP	desk2_ko_KR	desk2_th_TH
59	106002	1	小音	打招呼	vo_hello_gift_106002	vo_hello_gift_106002_1	1	怎么了呀？调查官哥哥怎么看起来神秘兮兮的~	怎麼了呀？調查官哥哥怎麼看起來神秘兮兮的~	What's going on? Why is Inspector looking so mysterious?	調査官兄ちゃん、どうしたの？なんか妙にそわそわしてるー！	무슨 일이에요? 오빠 지금 엄청 수상해 보이는데~	เป็น​อะไร​ไป​เหรอ​?​ ทำไม​พี่​ผู้ตรวจการ​ดู​ลึกลับ​จัง​~​	怎么了呀？调查官姐姐怎么看起来神秘兮兮的~	怎麼了呀？調查官姐姐怎麼看起來神秘兮兮的~	What's going on? Why does Miss Inspector look so mysterious?	調査官姉ちゃん、どうしたの？なんか妙にそわそわしてるー！	무슨 일이에요? 오빠 지금 엄청 수상해 보이는데~	เป็น​อะไร​ไป​เหรอ​?​ ทำไม​พี่​ผู้ตรวจการ​ดู​ลึกลับ​จัง​~​
60	106002	3	小音	赠送礼物后	vo_give_gift_106002	vo_give_gift_106002_1	1	哇！调查官哥哥果然最了解小音了！小音很喜欢这个礼物！	哇！調查官哥哥果然最瞭解小音了！小音很喜歡這個禮物！	Wow! Inspector knows me so well! Poppy loves this!	あはっ！調査官兄ちゃん、やっぱりイナのこと分かってる！ありがとう！イナ、とっても好き！	우와! 역시 이나 마음을 아는 건 조사관 오빠 밖에 없어요! 선물 너무 마음에 들어요!	ว้าว​!​ พี่​ผู้ตรวจการ​เข้าใจ​อิ​นะ​ที่สุด​เลย​!​ อิ​นะ​ชอบ​ของขวัญ​ชิ้น​นี้​มาก​ๆ​ เลย​!​	哇！调查官姐姐果然最了解小音了！小音很喜欢这个礼物！	哇！調查官姐姐果然最瞭解小音了！小音很喜歡這個禮物！	Wow! Miss Inspector really knows me well! Poppy loves this gift!	あはっ！調査官姉ちゃん、やっぱりイナのこと分かってる！ありがとう！イナ、とっても好き！	우와! 역시 이나 마음을 아는 건 조사관 언니 밖에 없어요! 선물 너무 마음에 들어요!	ว้าว​!​ พี่​ผู้ตรวจการ​เข้าใจ​อิ​นะ​ที่สุด​เลย​!​ อิ​นะ​ชอบ​ของขวัญ​ชิ้น​นี้​มาก​ๆ​ เลย​!​
61	106008	1	小音	打招呼	vo_hello_gift_106008	vo_hello_gift_106008_1	1	调查官哥哥，你又来看小音了吗？小音好高兴呀！	調查官哥哥，你又來看小音了嗎？小音好高興呀！	Mr. Inspector, are you here to see Poppy again? Yay!	調査官兄ちゃん！わざわざイナに会いに来てくれたの？！嬉しい！	조사관 오빠, 또 이나 만나러 온 거예요? 너무 기뻐요!	พี่​ผู้ตรวจการ​ มา​เยี่ยม​อิ​นะ​อีกแล้ว​เหรอ​?​ อิ​นะ​ดีใจ​จัง​!​	调查官姐姐，你又来看小音了吗？小音好高兴呀！	調查官姐姐，你又來看小音了嗎？小音好高興呀！	Miss Inspector, are you here to see Poppy again? Yay!	調査官姉ちゃん！わざわざイナに会いに来てくれたの？！嬉しい！	조사관 언니, 또 이나 만나러 온 거예요? 너무 기뻐요!	พี่​ผู้ตรวจการ​ มา​เยี่ยม​อิ​นะ​อีกแล้ว​เหรอ​?​ อิ​นะ​ดีใจ​จัง​!​
62	106008	3	小音	赠送礼物后	vo_give_gift_106008	vo_give_gift_106008_1	1	谢谢调查官哥哥！那小音把这串爆米花项链也送给你！	謝謝調查官哥哥！那小音把這串爆米花項鍊也送給你！	Thank you, Inspector! In return, Poppy has this popcorn necklace for you!	ありがとう！じゃあ、このポップコーンネックレスを調査官兄ちゃんにあげる！	고맙습니다, 오빠! 그럼 이나는 이 팝콘 목걸이를 선물로 줄게요!	ขอบคุณ​นะคะ​พี่​ผู้ตรวจการ​!​ งั้น​อิ​นะ​จะ​ให้​สร้อย​ป๊อปคอร์น​เส้น​นี้​เป็น​ของขวัญ​ให้​พี่​นะ​!​	谢谢调查官姐姐！那小音把这串爆米花项链也送给你！	謝謝調查官姐姐！那小音把這串爆米花項鍊也送給你！	Thank you, Miss Inspector! In return, Poppy has this popcorn necklace for you!	ありがとう！じゃあ、このポップコーンネックレスを調査官姉ちゃんにあげる！	고맙습니다, 언니! 그럼 이나는 이 팝콘 목걸이를 선물로 줄게요!	ขอบคุณ​นะคะ​พี่​ผู้ตรวจการ​!​ งั้น​อิ​นะ​จะ​ให้​สร้อย​ป๊อปคอร์น​เส้น​นี้​เป็น​ของขวัญ​ให้​พี่​นะ​!​
63	106009	1	小音	打招呼	vo_hello_gift_106009	vo_hello_gift_106009	1	锵锵~英雄小音登场啦~	鏘鏘~英雄小音登場啦~	Ta-da! It's Hero Poppy!	ジャジャーン！ヒーロー・イナの登場だ！	짜잔~ 영웅 이나 등장이요~	เซอร์ไพรส์​~​ ฮีโร่​อิ​นะ​มา​แล้ว​ค่า​~​	锵锵~英雄小音登场啦~	鏘鏘~英雄小音登場啦~	Ta-da! It's Hero Poppy!	ジャジャーン！ヒーロー・イナの登場だ！	짜잔~ 영웅 이나 등장이요~	เซอร์ไพรส์​~​ ฮีโร่​อิ​นะ​มา​แล้ว​ค่า​~​
64	106009	3	小音	赠送礼物后	vo_give_gift_106009	vo_give_gift_106009_1	1	小音可以收下吗？谢谢调查官哥哥！	小音可以收下嗎？謝謝調查官哥哥！	Is it okay for Poppy to accept this? Thank you, Inspector!	これ、イナがもらっていいの？！ありがとう！調査官兄ちゃん。	이나가 받아도 돼요? 고맙습니다, 조사관 오빠!	อิ​นะ​รับ​ไว้​ได้​เหรอ​?​ ขอบคุณ​นะคะ​พี่​ผู้ตรวจการ​!​	小音可以收下吗？谢谢调查官姐姐！	小音可以收下嗎？謝謝調查官姐姐！	Is it okay for Poppy to accept this? Thank you, Miss Inspector!	これ、イナがもらっていいの？！ありがとう！調査官姉ちゃん。	이나가 받아도 돼요? 고맙습니다, 조사관 언니!	อิ​นะ​รับ​ไว้​ได้​เหรอ​?​ ขอบคุณ​นะคะ​พี่​ผู้ตรวจการ​!​
65	106010	1	小音	打招呼	vo_hello_gift_106010	vo_hello_gift_106010_1	1	调查官哥哥，你来找小音有什么事呀！	調查官哥哥，你來找小音有什麼事呀！	Mr. Inspector, what brings you to Poppy?	あれー？調査官兄ちゃんだ！イナに何か用？	조사관 오빠, 이나는 무슨 일로 찾아왔어요?!	พี่​ผู้ตรวจการ​ มาหา​อิ​นะ​มีเรื่อง​อะไร​เหรอ​!​	调查官姐姐，你来找小音有什么事呀！	調查官姐姐，你來找小音有什麼事呀！	Miss Inspector, what brings you to Poppy?	あれー？調査官姉ちゃんだ！イナに何か用？	조사관 언니, 이나는 무슨 일로 찾아왔어요?!	พี่​ผู้ตรวจการ​ มาหา​อิ​นะ​มีเรื่อง​อะไร​เหรอ​!​
66	106010	3	小音	赠送礼物后	vo_give_gift_106010	vo_give_gift_106010_1	1	耶！小音猜中啦！谢谢调查官哥哥！	耶！小音猜中啦！謝謝調查官哥哥！	Yay! Poppy guessed right! Thank you, Inspector!	わーい！当たった！ありがとう！調査官兄ちゃん！	오예! 이나가 맞혔다! 고맙습니다, 오빠!	เย่​!​ อิ​นะ​ทาย​ถูก​ด้วย​!​ ขอบคุณ​นะคะ​พี่​ผู้ตรวจการ​!​	耶！小音猜中啦！谢谢调查官姐姐！	耶！小音猜中啦！謝謝調查官姐姐！	Yay! Poppy guessed right! Thank you, Miss Inspector!	わーい！当たった！ありがとう！調査官姉ちゃん！	오예! 이나가 맞혔다! 고맙습니다, 언니!	เย่​!​ อิ​นะ​ทาย​ถูก​ด้วย​!​ ขอบคุณ​นะคะ​พี่​ผู้ตรวจการ​!​
67	107001	1	伊德	打招呼	vo_hello_gift_107001	vo_hello_gift_107001	1	小心！出什么事了？怎么来这里找我？	小心！出什麼事了？怎麼來這裡找我？	Careful! Did something happen? What are you doing here?	気をつけろ！何かあったのか？どうしてここまで私を探しに来たんだ？	조심해! 무슨 일이야? 왜 여기까지 날 찾아온 거야?	ระวัง​!​ เกิด​อะไร​ขึ้น​เหรอ​?​ ทำไม​ถึง​มาหา​ฉัน​ที่นี่​ล่ะ​?​	小心！出什么事了？怎么来这里找我？	小心！出什麼事了？怎麼來這裡找我？	Careful! Did something happen? What are you doing here?	気をつけろ！何かあったのか？どうしてここまで私を探しに来たんだ？	조심해! 무슨 일이야? 왜 여기까지 날 찾아온 거야?	ระวัง​!​ เกิด​อะไร​ขึ้น​เหรอ​?​ ทำไม​ถึง​มาหา​ฉัน​ที่นี่​ล่ะ​?​
68	107001	3	伊德	赠送礼物后	vo_give_gift_107001	vo_give_gift_107001	1	谢谢，我会将这道料理列入我日常的菜单。	謝謝，我會將這道料理列入我日常的菜單。	Thank you, I'll add this dish to my daily menu.	ありがとう、この料理を定番メニューに追加しておこう。	고마워. 이 요리, 내가 데일리 메뉴에 넣어둘게.	ขอบคุณ​นะ​ ฉัน​จะ​เพิ่ม​เมนู​นี้​เข้า​ใน​รายการ​อาหารประจำวัน​	谢谢，我会将这道料理列入我日常的菜单。	謝謝，我會將這道料理列入我日常的菜單。	Thank you, I'll add this dish to my daily menu.	ありがとう、この料理を定番メニューに追加しておこう。	고마워. 이 요리, 내가 데일리 메뉴에 넣어둘게.	ขอบคุณ​นะ​ ฉัน​จะ​เพิ่ม​เมนู​นี้​เข้า​ใน​รายการ​อาหารประจำวัน​
69	107005	1	伊德	打招呼	vo_hello_gift_107005	vo_hello_gift_107005	1	等很久了吗？这里天冷，下次来之前告诉我一声，我会提前为你预留时间。	等很久了嗎？這裡天冷，下次來之前告訴我一聲，我會提前為你預留時間。	Have you been waiting long? It's cold here. Next time, let me know in advance, and I'll set aside time for you.	随分待たせてしまったな？ここは寒い、今度は来る前に言ってくれ、前もって時間を確保しておく。	오래 기다렸어? 여긴 추우니까 다음엔 오기 전에 미리 알려줘. 그럼 따로 시간을 빼놓을게.	รอ​นาน​ไหม​?​ ที่นี่​อากาศ​หนาว​ ครั้งหน้า​ก่อน​มา​บอก​ฉัน​ก่อน​นะ​ ฉัน​จะ​ได้​จัด​เวลา​ไว้​ให้​ล่วงหน้า​	等很久了吗？这里天冷，下次来之前告诉我一声，我会提前为你预留时间。	等很久了嗎？這裡天冷，下次來之前告訴我一聲，我會提前為你預留時間。	Have you been waiting long? It's cold here. Next time, please give me a heads up, and I'll make sure to reserve time for you.	随分待たせてしまったな？ここは寒い、今度は来る前に言ってくれ、前もって時間を確保しておく。	오래 기다렸어? 여긴 추우니까 다음엔 오기 전에 미리 알려줘. 그럼 따로 시간을 빼놓을게.	รอ​นาน​ไหม​?​ ที่นี่​อากาศ​หนาว​ ครั้งหน้า​ก่อน​มา​บอก​ฉัน​ก่อน​นะ​ ฉัน​จะ​ได้​จัด​เวลา​ไว้​ให้​ล่วงหน้า​
70	107005	3	伊德	赠送礼物后	vo_give_gift_107005	vo_give_gift_107005	1	谢谢，你果然很了解我的口味。	謝謝，你果然很瞭解我的口味。	Thanks, you really get my taste.	ありがとう、流石私の好みをよくわかっているな。	고마워, 역시 내 입맛을 아는 사람은 너뿐이야.	ขอบคุณ​ คุณ​นี่​รู้​รสนิยม​ฉัน​ดี​จริงๆ​	谢谢，你果然很了解我的口味。	謝謝，你果然很瞭解我的口味。	Thanks, you really get my taste.	ありがとう、流石私の好みをよくわかっているな。	고마워, 역시 내 입맛을 아는 사람은 너뿐이야.	ขอบคุณ​ คุณ​นี่​รู้​รสนิยม​ฉัน​ดี​จริงๆ​
71	107008	1	伊德	打招呼	vo_hello_gift_107008	vo_hello_gift_107008	1	你来了，发生了什么事吗？	你來了，發生了什麼事嗎？	You're here; did something happen?	来たか、何かあったのか？	왔구나. 무슨 일이야?	มา​แล้ว​เหรอ​ มี​อะไร​เกิดขึ้น​หรือเปล่า​?​	你来了，发生了什么事吗？	你來了，發生了什麼事嗎？	You're here; did something happen?	来たか、何かあったのか？	왔구나. 무슨 일이야?	มา​แล้ว​เหรอ​ มี​อะไร​เกิดขึ้น​หรือเปล่า​?​
72	107008	3	伊德	赠送礼物后	vo_get_card_107008	vo_get_card_107008	1	今日你带来的料理非常美味，下次，请期待我的回礼。	今日你帶來的料理非常美味，下次，請期待我的回禮。	The dish you brought today was delicious. Next time, I'll bring you something in return.	今日持って来てくれた料理はとても美味しかった、次は、私のお返しを期待していてくれ。	오늘 갖다준 요리 정말 맛있었어. 다음번엔 내가 답례하지. 기대해도 좋아.	อาหาร​ที่​คุณ​นำมา​วันนี้​อร่อย​มาก​ คราวหน้า​ รอ​ฉัน​ของ​ตอบแทน​จาก​ฉัน​ได้​เลย​	今日你带来的料理非常美味，下次，请期待我的回礼。	今日你帶來的料理非常美味，下次，請期待我的回禮。	The dish you brought today was delicious. Next time, I'll bring you something in return.	今日持って来てくれた料理はとても美味しかった、次は、私のお返しを期待していてくれ。	오늘 갖다준 요리 정말 맛있었어. 다음번엔 내가 답례하지. 기대해도 좋아.	อาหาร​ที่​คุณ​นำมา​วันนี้​อร่อย​มาก​ คราวหน้า​ รอ​ฉัน​ของ​ตอบแทน​จาก​ฉัน​ได้​เลย​
73	107010	1	伊德	打招呼	vo_hello_gift_107010	vo_hello_gift_107010	1	果然，无论我变成什么样子，你都能很快找到。	果然，無論我變成什麼樣子，你都能很快找到。	Indeed, no matter how I change my looks, you always find me quickly.	やはり、私がどんな姿になっても、君はすぐに見つけてくれるようだな。	역시... 내가 어떤 모습을 하고 있어도 금방 날 찾아내는구나.	อย่าง​ที่​คิด​ ไม่​ว่า​ฉัน​จะ​เปลี่ยนไป​แบบ​ไหน​ คุณ​ก็​หา​ฉัน​เจอ​ได้​อย่าง​รวดเร็ว​	果然，无论我变成什么样子，你都能很快找到。	果然，無論我變成什麼樣子，你都能很快找到。	Indeed, no matter how I change my looks, you always find me quickly.	やはり、私がどんな姿になっても、君はすぐに見つけてくれるようだな。	역시... 내가 어떤 모습을 하고 있어도 금방 날 찾아내는구나.	อย่าง​ที่​คิด​ ไม่​ว่า​ฉัน​จะ​เปลี่ยนไป​แบบ​ไหน​ คุณ​ก็​หา​ฉัน​เจอ​ได้​อย่าง​รวดเร็ว​
74	107010	3	伊德	赠送礼物后	vo_give_gift_107010	vo_give_gift_107010	1	于我而言，这是最好的「礼物」。	於我而言，這是最好的「禮物」。	For me, this is the best gift!	私にとって、これは最高のプレゼントだ。	나한테는 이게 최고의 ‘선물’이야.	สำหรับ​ฉัน​ นี่​คือ​ "​ของขวัญ​"​ ที่​ดี​ที่สุด​	于我而言，这是最好的「礼物」。	於我而言，這是最好的「禮物」。	For me, this is the best gift!	私にとって、これは最高のプレゼントだ。	나한테는 이게 최고의 ‘선물’이야.	สำหรับ​ฉัน​ นี่​คือ​ "​ของขวัญ​"​ ที่​ดี​ที่สุด​
75	108001	1	小白	打招呼	vo_hello_gift_108001	vo_hello_gift_108001	1	要晒着太阳选购纪念品吗？温馨提醒，海边的紫外线强度可能对人体有害哦。	要曬著太陽選購紀念品嗎？溫馨提醒，海邊的紫外線強度可能對人體有害哦。	Want to shop for souvenirs in the sunshine? Just remember, the UV rays at the beach aren't good for your body.	炎天下の中おみやげを買いたいの？ビーチでの紫外線の強さは有害な場合があるので、気をつけて。	이렇게 햇빛에 그대로 노출된 채 기념품을 고르시는 건가요? 경고합니다. 해변의 강한 자외선은 인체에 유해할 수 있답니다.	จะ​เลือก​ของฝาก​ทั้งที่​ยัง​ตากแดด​แบบนี้​หรือ​คะ​?​ คำเตือน​ รังสี​ยูวี​ที่​ชายหาด​อาจ​เป็นอันตราย​ต่อ​ร่างกาย​ได้​ค่ะ​	要晒着太阳选购纪念品吗？温馨提醒，海边的紫外线强度可能对人体有害哦。	要曬著太陽選購紀念品嗎？溫馨提醒，海邊的紫外線強度可能對人體有害哦。	Wanna shop for souvenirs in the sunshine? Remember, the UV rays at the beach aren't good for your body.	炎天下の中おみやげを買いたいの？ビーチでの紫外線の強さは有害な場合があるので、気をつけて。	이렇게 햇빛에 그대로 노출된 채 기념품을 고르시는 건가요? 경고합니다. 해변의 강한 자외선은 인체에 유해할 수 있답니다.	จะ​เลือก​ของฝาก​ทั้งที่​ยัง​ตากแดด​แบบนี้​หรือ​คะ​?​ คำเตือน​ รังสี​ยูวี​ที่​ชายหาด​อาจ​เป็นอันตราย​ต่อ​ร่างกาย​ได้​ค่ะ​
76	108001	3	小白	赠送礼物后	vo_give_gift_108001	vo_give_gift_108001	1	这是调查官的选择吗？我会试试看的。等等，你的手……析出盐粒结晶了。	這是調查官的選擇嗎？我會試試看的。等等，你的手……析出鹽粒結晶了。	Is this Inspector's choice? I'll give it a try. Wait, your hand…it has salt crystal residue.	これが調査官の選択？ 試してみる。待って、その手に……塩の結晶が出来ているよ。	조사관님께서 선택하신 건가요? 먹어보도록 하죠. 잠시만요. 조사관님 손에서... 소금 결정이 검출됐네요.	นี่​เป็น​สิ่ง​ที่​คุณ​ผู้ตรวจการ​เลือก​เหรอ​คะ​?​ ฉัน​จะ​ลองดู​นะคะ​ เดี๋ยวก่อน​ มือ​ของ​คุณ​...​ มี​ผลึก​เกลือ​เกาะ​แล้ว​	这是调查官的选择吗？我会试试看的。等等，你的手……析出盐粒结晶了。	這是調查官的選擇嗎？我會試試看的。等等，你的手……析出鹽粒結晶了。	Is this Inspector's choice? I'll give it a try. Wait, your hand… it has salt crystal residue.	これが調査官の選択？ 試してみる。待って、その手に……塩の結晶が出来ているよ。	조사관님께서 선택하신 건가요? 먹어보도록 하죠. 잠시만요. 조사관님 손에서... 소금 결정이 검출됐네요.	นี่​เป็น​สิ่ง​ที่​คุณ​ผู้ตรวจการ​เลือก​เหรอ​คะ​?​ ฉัน​จะ​ลองดู​นะคะ​ เดี๋ยวก่อน​ มือ​ของ​คุณ​...​ มี​ผลึก​เกลือ​เกาะ​แล้ว​
77	108004	1	小白	打招呼	vo_hello_gift_108004	vo_hello_gift_108004	1	我来了，调查官。——没有打扰哦，今天的游戏已经结束了。	我來了，調查官。——沒有打擾哦，今天的遊戲已經結束了。	I'm here, Inspector. I hope I'm not interrupting. Today's game is already over.	ただいま参りました、調査官。邪魔していないよ、本日のゲームはもう終了したので。	저 왔어요, 조사관님.\n... 방해는요, 오늘의 게임은 끝났답니다.	ฉัน​มา​แล้ว​ค่ะ​ คุณ​ผู้ตรวจการ​ —​ไม่​ได้​รบกวน​หรอก​ค่ะ​ เกม​วันนี้​จบ​แล้ว​	我来了，调查官。——没有打扰哦，今天的游戏已经结束了。	我來了，調查官。——沒有打擾哦，今天的遊戲已經結束了。	I'm here, Inspector. I hope I'm not interrupting. Today's game is already over.	ただいま参りました、調査官。邪魔していないよ、本日のゲームはもう終了したので。	저 왔어요, 조사관님.\n... 방해는요, 오늘의 게임은 끝났답니다.	ฉัน​มา​แล้ว​ค่ะ​ คุณ​ผู้ตรวจการ​ —​ไม่​ได้​รบกวน​หรอก​ค่ะ​ เกม​วันนี้​จบ​แล้ว​
78	108004	3	小白	赠送礼物后	vo_give_gift_108004	vo_give_gift_108004	1	这些东西给了我新的「灵感」。在下一场游戏里，也许能玩得更好了。	這些東西給了我新的「靈感」。在下一場遊戲裡，也許能玩得更好了。	These things gave me new inspiration. In the next game, maybe I can perform even better.	これらのものは、シロに新しい「ひらめき」を与えてくれた。次のゲームではよりよいプレーができるかもしれない。	조사관님이 준 선물에서 새로운 ‘영감’을 얻었습니다. 다음 게임에서 더 멋지게 활약할 수 있을 것 같아요.	สิ่ง​เหล่านี้​ให้​ "​แรงบันดาลใจ​"​ ใหม่​ๆ​ แก่​ฉัน​ บางที​เกม​หน้า​ อาจจะ​เล่น​ได้​สนุก​กว่า​นี้​	这些东西给了我新的「灵感」。在下一场游戏里，也许能玩得更好了。	這些東西給了我新的「靈感」。在下一場遊戲裡，也許能玩得更好了。	These things gave me new inspiration. In the next game, maybe I can perform even better.	これらのものは、シロに新しい「ひらめき」を与えてくれた。次のゲームではよりよいプレーができるかもしれない。	조사관님이 준 선물에서 새로운 ‘영감’을 얻었습니다. 다음 게임에서 더 멋지게 활약할 수 있을 것 같아요.	สิ่ง​เหล่านี้​ให้​ "​แรงบันดาลใจ​"​ ใหม่​ๆ​ แก่​ฉัน​ บางที​เกม​หน้า​ อาจจะ​เล่น​ได้​สนุก​กว่า​นี้​
79	108006	1	小白	打招呼	vo_hello_gift_108006	vo_hello_gift_108006	1	「清扫工作」中断。是你在召唤我吗？调查官。	「清掃工作」中斷。是你在召喚我嗎？調查官。	Cleanup duty interrupted. Did you call for me, Inspector?	「掃除」が中断された。シロを呼んでいるのは調査官ですか？	‘청소 작업’ 중단. 부르셨나요? 조사관님.	หยุด​ "​งาน​ทำความสะอาด​"​ กลางคัน​ เรียกหา​ฉัน​หรือ​คะ​?​ คุณ​ผู้ตรวจการ​	「清扫工作」中断。是你在召唤我吗？调查官。	「清掃工作」中斷。是你在召喚我嗎？調查官。	Cleanup duty interrupted. Did you call for me, Inspector?	「掃除」が中断された。シロを呼んでいるのは調査官ですか？	‘청소 작업’ 중단. 부르셨나요? 조사관님.	หยุด​ "​งาน​ทำความสะอาด​"​ กลางคัน​ เรียกหา​ฉัน​หรือ​คะ​?​ คุณ​ผู้ตรวจการ​
80	108006	3	小白	赠送礼物后	vo_give_gift_108006	vo_give_gift_108006	1	这些……有助于性能提升吗？我明白了，感谢你的建议。	這些……有助於性能提升嗎？我明白了，感謝你的建議。	Will these...help with performance? I see, thanks for the suggestion.	これらは……性能向上に役立ちますか？なるほど、アドバイスありがとうございます。	이게... 성능 향상에 도움이 되나요? 그렇군요. 제안 감사합니다.	สิ่ง​เหล่านี้​...​ ช่วย​เพิ่มประสิทธิภาพ​ได้​หรือ​คะ​?​ เข้าใจ​แล้ว​ ขอบคุณ​สำหรับ​คำแนะนำ​ค่ะ​	这些……有助于性能提升吗？我明白了，感谢你的建议。	這些……有助於性能提升嗎？我明白了，感謝你的建議。	Will these… help with my performance? I see, thanks for the suggestion.	これらは……性能向上に役立ちますか？なるほど、アドバイスありがとうございます。	이게... 성능 향상에 도움이 되나요? 그렇군요. 제안 감사합니다.	สิ่ง​เหล่านี้​...​ ช่วย​เพิ่มประสิทธิภาพ​ได้​หรือ​คะ​?​ เข้าใจ​แล้ว​ ขอบคุณ​สำหรับ​คำแนะนำ​ค่ะ​
81	108008	1	小白	打招呼	vo_hello_gift_108008	vo_hello_gift_108008	1	正在履行今天的日常安排。是有什么事吗？调查官。	正在履行今天的日常安排。是有什麼事嗎？調查官。	I'm working through my daily schedule. Is there something you need, Inspector?	本日のスケジュールを実行しています。何か用ですか、調査官？	오늘의 일일 스케줄 처리 중입니다. 무슨 일이시죠? 조사관님.	กำลัง​จัดทำ​ตาราง​ประจำวัน​อยู่​ค่ะ​ มีเรื่อง​อะไร​หรือเปล่า​คะ​ คุณ​ผู้ตรวจการ​?​	正在履行今天的日常安排。是有什么事吗？调查官。	正在履行今天的日常安排。是有什麼事嗎？調查官。	I'm working through my daily schedule. Is there something you need, Inspector?	本日のスケジュールを実行しています。何か用ですか、調査官？	오늘의 일일 스케줄 처리 중입니다. 무슨 일이시죠? 조사관님.	กำลัง​จัดทำ​ตาราง​ประจำวัน​อยู่​ค่ะ​ มีเรื่อง​อะไร​หรือเปล่า​คะ​ คุณ​ผู้ตรวจการ​?​
82	108008	3	小白	赠送礼物后	vo_give_gift_108008	vo_give_gift_108008	1	对我来说，食物的转化效率低于绪能和电能……但是，我感受到你的心意了。谢谢。	對我來說，食物的轉化效率低於緒能和電能……但是，我感受到你的心意了。謝謝。	For me, food is much less efficient than emotional energy and electricity...but I appreciate your kindness. Thank you.	AIを食事に誘うのは常識的ではない。でも、調査官の心は伝わっています、ありがとうございます。	제 입장에서 음식을 통한 에너지 전환 효율은 이모션에너지와 전기 에너지 효율보다 낮은 편입니다… 하지만 조사관님의 마음만은 느껴지네요. 감사합니다.	สำหรับ​ฉัน​ อาหาร​มีประสิทธิภาพ​ใน​การ​แปลง​เป็น​พลังงาน​ต่ำกว่า​พา​โธส​และ​ไฟฟ้า​...​ แต่​ฉัน​รู้สึก​ถึง​ความตั้งใจ​ของ​คุณ​ค่ะ​ ขอบคุณ​นะคะ​	对我来说，食物的转化效率低于绪能和电能……但是，我感受到你的心意了。谢谢。	對我來說，食物的轉化效率低於緒能和電能……但是，我感受到你的心意了。謝謝。	For me, food is much less efficient than emotional energy and electricity… but I appreciate your kindness. Thank you.	AIを食事に誘うのは常識的ではない。でも、調査官の心は伝わっています、ありがとうございます。	제 입장에서 음식을 통한 에너지 전환 효율은 이모션에너지와 전기 에너지 효율보다 낮은 편입니다… 하지만 조사관님의 마음만은 느껴지네요. 감사합니다.	สำหรับ​ฉัน​ อาหาร​มีประสิทธิภาพ​ใน​การ​แปลง​เป็น​พลังงาน​ต่ำกว่า​พา​โธส​และ​ไฟฟ้า​...​ แต่​ฉัน​รู้สึก​ถึง​ความตั้งใจ​ของ​คุณ​ค่ะ​ ขอบคุณ​นะคะ​
83	109002	1	艾琳娜	打招呼	vo_hello_gift_109002	vo_hello_gift_109002	1	要送我礼物吗？那本小姐就百忙之中抽空看看好了。	要送我禮物嗎？那本小姐就百忙之中抽空看看好了。	You want to give me a gift? Well, I suppose I can take a look.	あたしにプレゼント？この忙しいエリナ様が合間を縫って見てあげるわ。	나한테 선물 주려구? 그럼 이 몸도 아무리 바빠도 가서 봐야겠네	จะ​ให้​ของขวัญ​ฉัน​เหรอ​?​ งั้น​ฉัน​คน​นี้​จะ​สละเวลา​อัน​มีค่า​มา​ดู​สักหน่อย​แล้วกัน​	要送我礼物吗？那本小姐就百忙之中抽空看看好了。	要送我禮物嗎？那本小姐就百忙之中抽空看看好了。	You want to give me a gift? Well, I suppose I can take a look.	あたしにプレゼント？この忙しいエリナ様が合間を縫って見てあげるわ。	나한테 선물 주려구? 그럼 이 몸도 아무리 바빠도 가서 봐야겠네	จะ​ให้​ของขวัญ​ฉัน​เหรอ​?​ งั้น​ฉัน​คน​นี้​จะ​สละเวลา​อัน​มีค่า​มา​ดู​สักหน่อย​แล้วกัน​
84	109002	3	艾琳娜	赠送礼物后	vo_give_gift_109002	vo_give_gift_109002	1	你怎么知道……咳，勉为其难尝尝你的心意吧。	你怎麼知道……咳，勉為其難嘗嘗你的心意吧。	How do you know… Huh, I'll give it a try.	何で知ってるのよ……（咳払い）、特別にあんたの気持ちを味わってあげるわ。	어떻게 알았어… 흠, 네 마음을 억지로라도 받아줘야겠네	ทำไม​ถึง​รู้​ได้​...​ เอ่อ​ งั้น​จะ​ลอง​ชิม​ดู​ก็แล้วกัน​นะ​	你怎么知道……咳，勉为其难尝尝你的心意吧。	你怎麼知道……咳，勉為其難嘗嘗你的心意吧。	How do you know… Huh, I'll give it a try.	何で知ってるのよ……（咳払い）、特別にあんたの気持ちを味わってあげるわ。	어떻게 알았어… 흠, 네 마음을 억지로라도 받아줘야겠네	ทำไม​ถึง​รู้​ได้​...​ เอ่อ​ งั้น​จะ​ลอง​ชิม​ดู​ก็แล้วกัน​นะ​
